word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
expansionary,expansionary,ADJ,형용사,,That promotes or exhibits expansion; expansionist.,,,"That was what President Lee Jae Myung called for on Tuesday at the Cabinet-slash-emergency economic meeting, as he assessed that the current conditions constitute an emergency that requires expansionary fiscal policy.",C1,6.7399,True,
sustainably,sustainably,ADV,부사,,In a sustainable manner.,,,"While Japan has recently spent billions in direct market interventions, Bessent suggested a preference for the Bank of Japan to tighten its monetary policy to support the yen more sustainably.",C1,6.3197,False,
lifecycle,lifecycle,NOUN,명사,,"The course of stages through which an organism passes from fertilized zygote until maturity, reproduction, and death.",,,"Presenters at the forum emphasized shifting the focus from simply bringing in workers to supporting their entire lifecycle, including recruitment, training, and long-term settlement.",C1,6.1302,False,
finalize,finalize,VERB,동사,/ˈfaɪnəlaɪz/,make final; put the last touches on; put into final form,,let's finalize the proposal,"The talks in Seoul aim to bridge gaps on sensitive economic issues before the leaders meet, and to finalize the agenda on each country's priorities.",C1,6.1101,False,finalise|nail down|settle
millimeters,millimeter,NOUN,명사,,a metric unit of length equal to one thousandth of a meter,,,"Looking ahead, about 5 millimeters of rain is expected over the mountainous areas of Gangwon-do Province.",B2,5.8697,False,millimetre|mm
deepens,deepen,VERB,동사,/ˈdiːpən/,"make more intense, stronger, or more marked; ,",,The efforts were intensified,"1.
Debris recovered from the attack on the Korean vessel, HMM Namu, will soon be brought to Seoul for forensic analysis,… as concern deepens over the safety of Korean ships stranded near the Strait of Hormuz.",B2,5.8097,False,change|compound|heighten|intensify
Celsius,celsius,NOUN,명사,,Swedish astronomer who devised the centigrade thermometer (1701-1744),,,"Seoul’s daytime high will climb up to 29 degrees Celsius on Thursday, and temperatures could reach up to 30 degrees over the weekend.",B2,5.71,False,Anders Celsius|Celsius
sunscreen,sunscreen,NOUN,명사,,a cream spread on the skin; contains a chemical (as PABA) to filter out ultraviolet light and so protect from sunburn,,,"Tomorrow, UV levels will be ""very high"" nationwide during the daytime, so make sure to wear sunscreen and avoid outdoor activities as much as possible.",B2,5.71,False,sun blocker|sunblock
wildfire,wildfire,NOUN,명사,,a raging and rapidly spreading conflagration,,,"So, please be cautious of wildfire risks.",B2,5.6402,False,
mountainous,mountainous,ADJ,형용사,,having hills and crags,,hilly terrain,"Looking ahead, about 5 millimeters of rain is expected over the mountainous areas of Gangwon-do Province.",B2,5.6198,False,cragged|craggy|hilly
specialised,specialised,ADJ,형용사,,devote oneself to a special area of work,,She specializes in honey bees,"Speaking to reporters on Tuesday,… a Foreign Ministry official said the government is working to bring recovered engine fragments of HMM Namu, into the country for examination by specialised institutions.",B2,5.5498,False,differentiate|narrow|narrow down|particularise|particularize|specialise|specialize|speciate|specify
vouchers,voucher,NOUN,명사,/ˈvaʊtʃə(ɹ)/,someone who vouches for another or for the correctness of a statement,,,"As he noted the economic impact of the consumption vouchers distributed last year,... the president urged officials to ensure that active fiscal policy is reflected in the growth strategy plan for the latter half of the year as well as next year's budget planning.",B2,5.5302,False,coupon|verifier
volatility,volatility,NOUN,명사,,the property of changing readily from a solid or liquid to a vapor,,,"3.

U.S. Treasury Secretary Scott Bessent and Japanese Finance Minister Satsuki Katayama have pledged closer coordination to address currency market volatility following high-level talks in Tokyo on Tuesday.",B2,5.51,False,excitability|excitableness|unpredictability
tightened,tighten,VERB,동사,/ˈtaɪ.tən/,make tight or tighter,,Tighten the wire,"Meanwhile, in Beijing, security has been reportedly tightened as police are stationed every 100 meters along major roads, and the Temple of Heaven has been closed to the public.",B2,5.4895,False,constrain|fasten|reduce|stiffen|tighten up
fragments,fragment,NOUN,명사,/ˈfɹæɡmənt/,a piece broken off or cut off of something else,,a fragment of rock,"Speaking to reporters on Tuesday,… a Foreign Ministry official said the government is working to bring recovered engine fragments of HMM Namu, into the country for examination by specialised institutions.",B2,5.4498,False,break up|fragmentise|fragmentize|shard|sherd
hardships,hardship,NOUN,명사,/ˈhɑːdˌʃɪp/,a state of misfortune or affliction,,debt-ridden farmers struggling with adversity,"He said critics calling for government belt-tightening were ""irresponsible"" and were turning a blind eye to people's hardships.",B2,5.4401,False,adversity|asperity|grimness|hard knocks|rigor|rigorousness|rigour|rigourousness|severeness|severity
