word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
subzero,subzero,NOUN,명사,,,,,Even southern regions will see subzero temperatures with frost in inland regions.,C1,6.6596,False,
sidecar,sidecar,NOUN,명사,,a cocktail made of orange liqueur with lemon juice and brandy,,,"The index slid right after the opening bell, triggering a sell-side sidecar.",C1,6.4597,False,
preemptive,preemptive,ADJ,형용사,/pɹiːˈɛmp.tɪv/,designed or having the power to deter or prevent an anticipated situation or occurrence,,a preemptive business offer,"Devising preemptive measures that can cover worst-case scenarios, with a sense of urgency.",C1,6.2,False,pre-emptive
centimeters,centimeter,NOUN,명사,,a metric unit of length equal to one hundredth of a meter,,,"The east coast of Gangwon State and parts of Gyeongsang-do province will see rain through tonight, with mountainous regions of Gangwon seeing up to 5 centimeters of snowfall.",C1,6.1101,False,centimetre|cm
Qatari,qatari,ADJ,형용사,,a native or inhabitant of Qatar,,,"The Korean Embassy in Qatar had been requesting the Qatari government and airlines to resume flights to Seoul,... in order to facilitate the swift and safe return of Korean nationals staying in the Middle East.",C1,6.0899,False,Katari|Qatari
plenary,plenary,ADJ,형용사,,full in all respects,,a plenary session of the legislature,The bill heads to the parliament's plenary session this coming Thursday for final passage.,B2,5.8996,False,
deepened,deepen,VERB,동사,/ˈdiːpən/,"make more intense, stronger, or more marked; ,",,The efforts were intensified,"Losses later deepened past eight percent, setting off a circuit breaker that halted trading for twenty minutes.",B2,5.8097,False,change|compound|heighten|intensify
Devising,devise,VERB,동사,/dɪˈvaɪz/,a will disposing of real property,,,"Devising preemptive measures that can cover worst-case scenarios, with a sense of urgency.",B2,5.8097,False,contrive|excogitate|forge|formulate|get up|invent|machinate|organise|organize|prepare
paves,pave,VERB,동사,/peɪv/,a setting with precious stones so closely set that no metal shows,,,The bill paves the path for a dedicated investment corporation and a risk management committee to oversee projects in sectors such as shipbuilding and semiconductors.,B2,5.7905,False,
snowfall,snowfall,NOUN,명사,,precipitation falling from clouds in the form of ice crystals,,,"The east coast of Gangwon State and parts of Gyeongsang-do province will see rain through tonight, with mountainous regions of Gangwon seeing up to 5 centimeters of snowfall.",B2,5.7799,False,snow
hovering,hover,VERB,동사,,be undecided about something; waver between conflicting positions or courses of action,,He oscillates between accepting the new position and retirement,"Tomorrow morning will be colder, but highs will be higher, hovering right around the seasonal norms.",B2,5.7399,False,brood|bulk large|levitate|linger|loom|oscillate|vacillate|vibrate
airspace,airspace,NOUN,명사,,the space in the atmosphere immediately above the earth,,"Various European countries transferred the aviation control of their adjoining airspace to Eurocontrol, while each retaining legal jurisdiction.","Qatar’s airspace is partially open, with only some emergency flights to Europe currently in operation.",B2,5.719,False,air space
Celsius,celsius,NOUN,명사,,Swedish astronomer who devised the centigrade thermometer (1701-1744),,,Daegu and Gwangju at minus 1 degree Celsius.,B2,5.71,False,Anders Celsius|Celsius
shipbuilding,shipbuilding,NOUN,명사,,the construction of ships,,,The bill paves the path for a dedicated investment corporation and a risk management committee to oversee projects in sectors such as shipbuilding and semiconductors.,B2,5.6696,False,ship building
mountainous,mountainous,ADJ,형용사,,having hills and crags,,hilly terrain,"The east coast of Gangwon State and parts of Gyeongsang-do province will see rain through tonight, with mountainous regions of Gangwon seeing up to 5 centimeters of snowfall.",B2,5.6198,False,cragged|craggy|hilly
collusion,collusion,NOUN,명사,/kəˈluːʒən/,secret agreement,,,President Lee once again called for strong measures against price collusion related to oil products... and mentioned the need to stabilize prices.,B2,5.5702,False,connivance
liter,liter,NOUN,명사,/ˈliː.tə/,"a metric unit of capacity, formerly defined as the volume of one kilogram of pure water under standard conditions; now equal to 1,000 cubic centimeters (or approximately 1.75 pints)",,You should be able to fill four cups with one litre of water.,"According to the Oil Price Information Network, as of 9 a.m. Monday, KST, the average price nationwide in Korea was approximately 1-thousand-897-point-7 won, or roughly 1 dollar and 27 cents, per liter.",B2,5.5406,False,cubic decimeter|cubic decimetre|l|litre
stabilize,stabilize,VERB,동사,,make stable and keep from fluctuating or put into an equilibrium,,The drug stabilized her blood pressure,President Lee once again called for strong measures against price collusion related to oil products... and mentioned the need to stabilize prices.,B2,5.5406,False,brace|stabilise|steady
envoy,envoy,NOUN,명사,/ˈɛn.vɔɪ/,a diplomat having less authority than an ambassador,,,"During his visit, he is expected to meet with Korea’s chief nuclear envoy, Jeong Yeon-doo {정연두},... as well as Deputy Minister Chung Eui-hye {정의혜} and Park Jong-han {박종한}, the director-general for Economic Diplomacy Coordination.",B2,5.52,False,emissary|envoi|envoy extraordinary|minister plenipotentiary
plunging,plunge,VERB,동사,/plʌndʒ/,a brief swim in water,,,"South Korea’s benchmark KOSPI closed sharply lower Monday, plunging about six percent to 5,251-point 87.",B2,5.51,False,dip|dive|immerse|plunk
oversee,oversee,VERB,동사,/əʊvə(ɹ)siː/,watch and direct,,Who is overseeing this project?,The bill paves the path for a dedicated investment corporation and a risk management committee to oversee projects in sectors such as shipbuilding and semiconductors.,B2,5.4895,False,manage|superintend|supervise
semiconductors,semiconductor,NOUN,명사,,a substance as germanium or silicon whose electrical conductivity is intermediate between that of a metal and an insulator; its conductivity increases with temperature and in the presence of impurities,,,The bill paves the path for a dedicated investment corporation and a risk management committee to oversee projects in sectors such as shipbuilding and semiconductors.,B2,5.4698,False,semiconducting material|semiconductor device|semiconductor unit
urgency,urgency,NOUN,명사,/ˈɝ.dʒən.si/,the state of being urgent; an earnest and insistent necessity,,the urgency of a demand,"Devising preemptive measures that can cover worst-case scenarios, with a sense of urgency.",B2,5.4498,False,importunity|urging
disrupting,disrupt,VERB,동사,/dɪsˈɹʌpt/,make a break in,,We interrupt the program for the following messages,"The conflict in the Middle East has effectively closed off the Strait of Hormuz, disrupting supply routes for the roughly 20 percent of global oil exports.",B2,5.4101,False,break up|cut off|interrupt
benchmark,benchmark,NOUN,명사,,a standard by which something can be measured or judged,,his painting sets the benchmark of quality,"Global benchmark prices climbed sharply, with West Texas Intermediate jumping about 15 percent to 107 dollars and 54 cents per barrel as of 7 a.m., Korea standard time, the first time since July 2022 that it has traded above 100 dollars.",B2,5.4001,True,bench mark
breaker,breaker,NOUN,명사,/ˈbɹeɪkə/,a quarry worker who splits off blocks of stone,,,"Losses later deepened past eight percent, setting off a circuit breaker that halted trading for twenty minutes.",B2,5.4001,False,breakers|circuit breaker|ledgeman|surf
unanimously,unanimously,ADV,부사,,of one mind; without dissent,,the Senate unanimously approved the bill,"In the meantime,

A National Assembly special committee has advanced a bill supporting South Korea's planned 3-hundred-50-billion-U.S.-dollar investment in the U.S.

The special committee approved the bill unanimously.",B2,5.3799,False,nem con|nemine contradicente
podium,podium,NOUN,명사,,a platform raised above the surrounding level to give prominence to the person on it,,,"Onto sporting event,

South Korea's Kim Yun-ji topped the podium in the women's sitting para biathlon in Italy on Sunday, making her the country's first female to win a Winter Paralympic gold.",B2,5.3696,False,ambo|dais|pulpit|rostrum|soapbox|stump
departed,depart,VERB,동사,/dɪˈpɑːt/,move away from a place into another direction,,Go away before I start to cry,"About 300 South Koreans departed Doha aboard a Qatar Airways flight on Monday, after emergency direct flights between Qatar and South Korea were allowed, although regular services remain suspended.",B2,5.3298,False,deviate|diverge|go|go away|leave|part|pull up stakes|quit|set forth|set off|set out|start|start out|take leave|take off
dusty,dusty,ADJ,형용사,,covered with a layer of dust,,a dusty pile of books,"Moving to weather forecast,
Tomorrow looks will be as dusty as today.",B2,5.3298,False,cold|dust-covered|moth-eaten|stale
