word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
denuclearisation,denuclearisation,NOUN,명사,,,,,"A North Korea-U.S. summit could take place this autumn,... resuming top-level talks that broke down in 2019 over the terms of denuclearisation.",C2,7.6904,False,
Iskander,iskander,NOUN,명사,,,,,"""
This is an enhancement to the KN-23 family of short-range ballistic missiles,... which resemble Russia’s Iskander missiles in their design for low-altitude, maneuverable flight to evade missile defense systems.",C1,6.9914,False,
maneuverable,maneuverable,ADJ,형용사,,capable of maneuvering or changing position,,a highly maneuverable ship,"""
This is an enhancement to the KN-23 family of short-range ballistic missiles,... which resemble Russia’s Iskander missiles in their design for low-altitude, maneuverable flight to evade missile defense systems.",C1,6.6402,False,manoeuvrable
munition,munition,NOUN,명사,,weapons considered collectively,,,"North Korea has test-fired a short-range surface-to-surface missile, armed with cluster-munition warheads,... as part of their continuous testing of various new weapons systems this week from Monday to Wednesday.",C1,6.5607,False,arms|fortification|implements of war|ordnance|ordnance store|weaponry|weapons system
modernising,modernise,VERB,동사,,become technologically advanced,,Many countries in Asia are now developing at a very fast pace,"With growing talk of modernising the alliance,...",C1,6.4802,False,develop|modernize|overhaul
isolationist,isolationist,ADJ,형용사,,an advocate of isolationism in international affairs,,,"Defining the 'Trump Doctrine' as reflective of what average Americans desire,... not an isolationist foreign policy,...",C1,6.3696,False,isolationistic
purported,purport,VERB,동사,,the intended meaning of a communication,,The letter purports to express people's opinion,"This is according to the Korean Central News Agency, State’s media on Thursday, which said the tests lasted three days and included demonstrations of anti-aircraft weapons, purported electromagnetic weapons systems and carbon-fiber bombs.",C1,6.3595,False,aim|drift|intent|propose|purpose|spirit
congratulatory,congratulatory,ADJ,형용사,,expressive of sympathetic pleasure or joy on account of someone's success or good fortune,,a congratulatory telegram,"A highlight of the ceremony was a congratulatory message from President Lee Jae Myung, emphasizing Arirang’s role as a ""public diplomacy platform.",C1,6.27,False,gratulatory
warheads,warhead,NOUN,명사,,the front part of a guided missile or rocket or torpedo that carries the nuclear or explosive charge or the chemical or biological agents,,,"North Korea has test-fired a short-range surface-to-surface missile, armed with cluster-munition warheads,... as part of their continuous testing of various new weapons systems this week from Monday to Wednesday.",B2,5.9706,False,load|payload
hectares,hectare,NOUN,명사,/ˈhektaː/,"(abbreviated `ha') a unit of surface area equal to 100 ares (or 10,000 square meters)",,,"They reported that the test confirmed that the missile ""can reduce to ashes any target covering an area of 6.5-7 hectares with the highest-density power.",B2,5.8894,False,
millimeters,millimeter,NOUN,명사,,a metric unit of length equal to one thousandth of a meter,,,Anywhere from 20 to 150 millimeters of rainfall is expected.,B2,5.8697,False,millimetre|mm
waterway,waterway,NOUN,명사,,a navigable body of water,,,"Iran has announced alternative routes for ships travelling through the Strait of Hormuz, citing the risk of sea mines in the main zone of the vital waterway.",B2,5.821,False,watercourse
commemorative,commemorative,ADJ,형용사,,an object (such as a coin or postage stamp) made to mark an event or honor a person,,,"Arirang TV marks a major milestone in 2026, celebrating its 30th anniversary-- the foundation held a commemorative ceremony on Thursday in Seoul to celebrate.",B2,5.7696,False,commemorating
enrich,enrich,VERB,동사,,make better or improve in quality,,The experience enriched her understanding,"Fleitz welcomed the bilateral push for Seoul to build nuclear-powered submarines, process spent fuel and enrich uranium.",B2,5.699,False,
