word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
denuclearization,denuclearization,NOUN,명사,,,,,"2.
South Korea says it remains committed to peace and denuclearization 
on the Korean Peninsula.",C1,6.8386,False,
eightfold,eightfold,ADJ,형용사,,having eight units or components,,,"Memory prices have spiked sharply, with DDR4 up more than 
eightfold over the past year, amid rising investment in AI servers.",C1,6.821,False,eight-fold|octuple
stopover,stopover,NOUN,명사,,a stopping place on a journey,,there is a stopover to change planes in Chicago,"The Japanese government is seeking a stopover in Japan 
by U.S. President Donald Trump during his planned trip to China in mid-May.",C1,6.3002,False,layover|stop|way station
laborer,laborer,NOUN,명사,/ˈleɪ.bɚ.ɚ/,someone who works with their hands; someone engaged in manual labor,,,"""
Lee went on to mention the future of labor where most of human labor might be replaced by AI, and called for the need to seek co-existence where no laborer should be unilaterally forced to make sacrifices.",C1,6.1101,False,jack|labourer|manual laborer
fluctuating,fluctuate,VERB,동사,,cause to fluctuate or move in a wavelike pattern,,,"It added that Washington has not yet notified Tokyo of the plan 
due to Trump's fluctuating schedule amid the Middle East conflict
and that any decision will likely be made at the last minute.",C1,6.0101,False,vacillate|waver
hoon,hoon,NOUN,명사,,A worthless person; a hooligan or lout.,,,Welcome to Arirang News This is Park Kee hoon,C1,6.0101,False,
unilaterally,unilaterally,ADV,부사,,in a unilateral manner; by means of one part or party,,they worked out an agreement unilaterally,"""
Lee went on to mention the future of labor where most of human labor might be replaced by AI, and called for the need to seek co-existence where no laborer should be unilaterally forced to make sacrifices.",B2,5.8794,False,one-sidedly
blacklist,blacklist,VERB,동사,/ˈblæklɪst/,a list of people who are out of favor,,The software included a lengthy blacklist of disreputable websites to block.,Washington said it would push to blacklist the vessels.,B2,5.8697,False,black book|shitlist
criticised,criticise,VERB,동사,,find fault with; express criticism of; point out real or perceived flaws,,The paper criticized the new movie,"President Trump has openly criticised NATO’s European allies after they did not respond to a U.S. request for naval support to ensure tanker transit through the Strait of Hormuz, which had been blockaded by Iran.",B2,5.8013,False,criticize|knock|pick apart
unification,unification,NOUN,명사,,an occurrence that involves the production of a union,,,"At a United Nations Security Council meeting in New York, Seoul’s ambassador Cha Ji-hoon said Seoul respects North Korea’s regime,
and is not seeking absorption-based unification.",B2,5.6402,False,conjugation|fusion|jointure|merger|union|uniting
designated,designate,VERB,동사,/ˈdɛzɪɡ.neɪt/,assign a name or title to,,to designate the boundaries of a country,"The event was the first to be held since Labor Day was restored 
to its original name for the first time in 63 years and was designated as a public holiday.",B2,5.6308,False,assign|delegate|denominate|depute|destine|doom|fate|indicate|intend|point|show|specify
evade,evade,VERB,동사,/ɪˈveɪd/,"avoid or try to avoid fulfilling, answering, or performing (duties, questions, or issues)",,He dodged the issue,"A UK-based research group told the Council that North Korean ships have continued moving coal and iron ore, using false signals and 
other tactics to evade sanctions.",B2,5.6108,False,bilk|circumvent|dodge|duck|elude|fudge|hedge|parry|put off|sidestep|skirt
soaring,soar,VERB,동사,/sɔː/,the act of rising upward into the air,,,"Semiconductors led the gains, soaring over 170 percent to 
31-point-9 billion dollars, accounting for 37 percent of total exports.",B2,5.6108,False,hang glide|soar up|soar upwards|surge|zoom
sanctions,sanction,NOUN,명사,/ˈsæŋkʃən/,formal and explicit approval,,a Democrat usually gets the union's endorsement,The Security Council meeting came two years after the UN panel monitoring North Korea sanctions was shut down.,B2,5.5702,True,O.K.|approve|authorisation|authority|authorization|countenance|endorsement|imprimatur|indorsement|okay|warrant
tanker,tanker,NOUN,명사,,a cargo ship designed to carry crude oil in bulk,,,"President Trump has openly criticised NATO’s European allies after they did not respond to a U.S. request for naval support to ensure tanker transit through the Strait of Hormuz, which had been blockaded by Iran.",B2,5.5607,False,oil tanker|oiler|tank driver|tank ship
semiconductor,semiconductor,NOUN,명사,,a substance as germanium or silicon whose electrical conductivity is intermediate between that of a metal and an insulator; its conductivity increases with temperature and in the presence of impurities,,,"Korea’s export numbers surged last month, driven by a 
semiconductor boom, marking a second straight month above 
80 billion dollars.",B2,5.4698,False,semiconducting material|semiconductor device|semiconductor unit
blockaded,blockade,VERB,동사,,a war measure that isolates some area of importance to the enemy,,His brother blocked him at every turn,"President Trump has openly criticised NATO’s European allies after they did not respond to a U.S. request for naval support to ensure tanker transit through the Strait of Hormuz, which had been blockaded by Iran.",B2,5.4295,False,bar|barricade|block|block off|block up|embarrass|encirclement|hinder|obstruct|stop|stymie|stymy
hostility,hostility,NOUN,명사,/hɒˈstɪlɪti/,a hostile (very unfriendly) disposition,,he could not conceal his hostility,"Russia and China opposed more pressure, and North Korea accused the U.S. of hostility and double standards.",B2,5.3904,False,aggression|antagonism|enmity|ill will
absorption,absorption,NOUN,명사,/əbˈsɔːp.ʃn̩/,(chemistry) a process in which one substance permeates another; a fluid permeates or is dissolved by a liquid or solid,,,"At a United Nations Security Council meeting in New York, Seoul’s ambassador Cha Ji-hoon said Seoul respects North Korea’s regime,
and is not seeking absorption-based unification.",B2,5.3401,False,assimilation|concentration|engrossment|immersion|soaking up
Citing,cite,VERB,동사,,a short note recognizing a source of information or of a quoted passage,,the student's essay failed to list several important citations,"Citing Japanese and U.S. government sources, the Japan Times said 
Trump is expected to hold talks with Japan's Prime Minister Sanae Takaichi to discuss Tokyo-Beijing relations and Taiwan.",B2,5.3298,False,acknowledgment|advert|bring up|citation|credit|mention|name|quotation|quote|refer|reference
troops,troop,NOUN,명사,,a group of soldiers,,,"4.
U.S. President Donald Trump on Thursday said he will ""probably"" 
consider pulling out troops from Italy and Spain.",B2,5.3098,False,flock|parade|promenade|scout group|scout troop
accused,accuse,VERB,동사,/əˈkjuːz/,bring an accusation against; level a charge against,,The neighbors accused the man of spousal abuse,"Russia and China opposed more pressure, and North Korea accused the U.S. of hostility and double standards.",B2,5.2899,False,charge|criminate|impeach|incriminate
disruptions,disruption,NOUN,명사,/dɪsˈɹʌpʃən/,an act of delaying or interrupting the continuity,,it was presented without commercial breaks,"Exports to the U.S. and China both posted strong growth,
while shipments to the Middle East fell over 25 percent,
hit by war-related disruptions.",B2,5.2899,False,break|commotion|dislocation|disturbance|flutter|gap|hoo-ha|hoo-hah|hurly burly|interruption|kerfuffle|perturbation|to-do
tactics,tactic,NOUN,명사,/ˈtæktɪk/,a plan for attaining a particular goal,,,"A UK-based research group told the Council that North Korean ships have continued moving coal and iron ore, using false signals and 
other tactics to evade sanctions.",B2,5.2899,False,maneuver|manoeuvre|tactics
notified,notify,VERB,동사,,inform (somebody) of something,,I advised him that the rent was due,"It added that Washington has not yet notified Tokyo of the plan 
due to Trump's fluctuating schedule amid the Middle East conflict
and that any decision will likely be made at the last minute.",B2,5.27,False,advise|apprise|apprize|give notice|send word
shipments,shipment,NOUN,명사,/ˈʃɪpmənt/,goods carried by a large vehicle,,,"Exports to the U.S. and China both posted strong growth,
while shipments to the Middle East fell over 25 percent,
hit by war-related disruptions.",B2,5.2403,False,cargo|consignment|despatch|dispatch|freight|lading|load|loading|payload
surged,surge,VERB,동사,/sɜːdʒ/,a sudden forceful flow,,He felt a surge of excitement.,"Korea’s export numbers surged last month, driven by a 
semiconductor boom, marking a second straight month above 
80 billion dollars.",B2,5.1798,False,billow|heave|rush|soar|soar up|soar upwards|spate|upsurge|zoom
sharply,sharply,ADV,부사,/ʃɑːpli/,in an aggressive manner,,she was being sharply questioned,"Memory prices have spiked sharply, with DDR4 up more than 
eightfold over the past year, amid rising investment in AI servers.",B2,5.1101,False,acutely|aggressively|crisply|precipitously|sharp
prosperity,prosperity,NOUN,명사,/pɹɒˈspɛɹ.ɪ.ti/,an economic state of growth with rising profits and full employment,,,Ensuring workplace safety and pursuing labor-management co-prosperity.,B2,5.0899,False,successfulness
opposed,oppose,VERB,동사,/əˈpəʊz/,be against; express opposition to,,We oppose the ban on abortion,"Russia and China opposed more pressure, and North Korea accused the U.S. of hostility and double standards.",B2,5.06,False,counterbalance|defend|fight|fight back|fight down|match|pit|play off|react
