word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
data,datum,NOUN,명사,/ˈdeɪtəm/,an item of factual information derived from measurement or research,,,"According to preliminary data from the Bank of Korea on Friday, 
the country’s current account recorded a surplus of 
37-point-3-3 billion U.S. dollars in March.",C1,6.4802,False,data point
carnations,carnation,NOUN,명사,,Eurasian plant with pink to purple-red spice-scented usually double flowers; widely cultivated in many varieties and many colors,,,The president and First Lady Kim Hea Kyung also took time to engage in a gesture of gratitude common during Parents' Day here that is the pinning of carnations on parents by their children.,C1,6.3002,False,Dianthus caryophyllus|clove pink|gillyflower
hoon,hoon,NOUN,명사,,A worthless person; a hooligan or lout.,,,Welcome to Arirang News This is Park Kee hoon,C1,6.0101,False,
invalidated,invalidate,VERB,동사,/ˌɪnˈvæl.ɪ.deɪt/,declare invalid,,The contract was annulled,"In a 2-1 decision issued on Thursday local time, the Court of 
International Trade invalidated the administration’s use of Section 122 
of the Trade Act and that it was not intended to address the types of 
trade deficits cited by Trump.",C1,6.0,False,annul|avoid|cancel|nullify|quash|vitiate|void
solemnly,solemnly,ADV,부사,/ˈsɒləmli/,in a grave and sedate manner,,the judge sat there solemnly,We will solemnly remember the noble sacrifice of those who fulfilled their duties.,B2,5.9706,False,
pinning,pinning,NOUN,명사,,a mutual promise of a couple not to date anyone else; on college campuses it was once signaled by the giving of a fraternity pin,,,The president and First Lady Kim Hea Kyung also took time to engage in a gesture of gratitude common during Parents' Day here that is the pinning of carnations on parents by their children.,B2,5.8697,False,immobilise|immobilize|pin|trap
deepen,deepen,VERB,동사,/ˈdiːpən/,"make more intense, stronger, or more marked; ,",,The efforts were intensified,The leaders of Korea and Canada discussed ways to deepen bilateral ties during talks on the phone on Friday.,B2,5.8097,False,change|compound|heighten|intensify
firefighters,firefighter,NOUN,명사,/ˈfaɪə(ɹ)ˌfaɪt.ə(ɹ)/,a member of a fire department who tries to extinguish fires,,,President Lee Jae Myung marked Parents' Day today with solemn words of comfort to the parents of firefighters and police officers who lost their lives in the line of duty.,B2,5.6308,False,fire fighter|fire-eater|fireman
solemn,solemn,ADJ,형용사,/ˈsɒləm/,dignified and somber in manner or character and committed to keeping promises,,a grave God-fearing man,President Lee Jae Myung marked Parents' Day today with solemn words of comfort to the parents of firefighters and police officers who lost their lives in the line of duty.,B2,5.5901,False,earnest|grave|sedate|sincere|sober
bidder,bidder,NOUN,명사,/ˈbɪdɚ/,someone who makes an offer,,The highest bidder shall get the house.,The preferred bidder is expected to be announced next month.,B2,5.52,False,
tariff,tariff,NOUN,명사,/ˈtæɹəf/,a government tax on imports or exports,,they signed a treaty to lower duties on trade between their countries,"A U.S. federal trade court has ruled that President Donald Trump 
exceeded his authority by imposing a 10-percent global tariff 
on imported goods.",B2,5.51,True,duty
semiconductors,semiconductor,NOUN,명사,,a substance as germanium or silicon whose electrical conductivity is intermediate between that of a metal and an insulator; its conductivity increases with temperature and in the presence of impurities,,,"Korea’s current account surplus reached a record high in March, 
fueled by a surge in exports of information technology products 
such as semiconductors and computer peripherals.",B2,5.4698,False,semiconducting material|semiconductor device|semiconductor unit
fulfilled,fulfil,VERB,동사,,put in effect,,carry out a task,We will solemnly remember the noble sacrifice of those who fulfilled their duties.,B2,5.4498,False,accomplish|action|carry out|carry through|execute|fill|fulfill|live up to|meet|satisfy
