word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
ultrafine,ultrafine,NOUN,명사,,,,,"Tomorrow, ultrafine dust levels will reach “bad” across the capital area, the Chungcheong-do provinces, inland Gangwon and Jeonbuk states.",C2,7.0701,False,
refiners,refiner,NOUN,명사,,one whose work is to refine a specific thing,,he was a sugar refiner,"The president also vowed to strongly punish any attempts at price collusion,... adding that the prosecution has launched investigations into oil refiners.",C1,6.719,False,
readjusting,readjust,VERB,동사,,adjust anew,,"After moving back to America, he had to readjust","The current Prosecutors' Office will be abolished in October, - the first major change in 78 years, following decades of debate over readjusting the prosecutions' powers.",C1,6.4202,False,readapt|reset
stipulate,stipulate,VERB,동사,/ˈstɪpjuˌleɪt/,specify as a condition or requirement in a contract or agreement; make an express demand or provision in an agreement,,The will stipulates that she can live in the house for the rest of her life,"The bills stipulate creating two new agencies, one that will exclusively handle investigations under the interior ministry... and the other in charge of indictments under the justice ministry.",C1,6.2299,False,condition|qualify|specify
preemptive,preemptive,ADJ,형용사,/pɹiːˈɛmp.tɪv/,designed or having the power to deter or prevent an anticipated situation or occurrence,,a preemptive business offer,"Devising an emergency response system in a preemptive manner,... so that the conflict in the Middle East does not pose grave threats to lives in Korea.",C1,6.2,False,pre-emptive
reaffirmed,reaffirm,VERB,동사,,affirm once again,,He reaffirmed his faith in the church,"He warned that South Korea would “pay the price” for any provocation and reaffirmed that North Korea’s status as a nuclear weapons state will never change, vowing continued efforts to confront what he described as hostile forces.",C1,6.1701,False,
downplay,downplay,VERB,동사,,represent as less significant or important,,,Seoul also protested Japan’s approval of textbook passages that downplay the coercive nature of wartime forced labor and sexual slavery by the Japanese military.,C1,6.0899,False,background|minimise|minimize|play down|understate
workdays,workday,NOUN,명사,,a day on which work is done,,It will take five workdays to process your application.,"To reduce private vehicle use on workdays, public institutions will adopt a system limiting use based on the last digit of license plate numbers.",C1,6.06,False,work day|working day
coercive,coercive,ADJ,형용사,,serving or intended to coerce,,authority is directional instead of coercive,Seoul also protested Japan’s approval of textbook passages that downplay the coercive nature of wartime forced labor and sexual slavery by the Japanese military.,C1,6.02,False,
untenable,untenable,ADJ,형용사,,(of theories etc) incapable of being defended or justified,,The theory of cold fusion was untenable.,"Citing U.S. Trade Representative Jamieson Greer, the report describes the current global order in international trade as “untenable and unsustainable.",B2,5.9914,False,indefensible
merciless,merciless,NOUN,명사,,having or showing no mercy,,the merciless enemy,"5.
North Korean leader Kim Jong-un has formally labeled South Korea the “most hostile state” and warned of merciless consequences if Pyongyang is provoked.",B2,5.9586,False,unmerciful
unsustainable,unsustainable,ADJ,형용사,,Not sustainable,,,"Citing U.S. Trade Representative Jamieson Greer, the report describes the current global order in international trade as “untenable and unsustainable.",B2,5.8508,False,
Devising,devise,VERB,동사,/dɪˈvaɪz/,a will disposing of real property,,,"Devising an emergency response system in a preemptive manner,... so that the conflict in the Middle East does not pose grave threats to lives in Korea.",B2,5.8097,False,contrive|excogitate|forge|formulate|get up|invent|machinate|organise|organize|prepare
provocation,provocation,NOUN,명사,,unfriendly behavior that causes anger or resentment,,,"He warned that South Korea would “pay the price” for any provocation and reaffirmed that North Korea’s status as a nuclear weapons state will never change, vowing continued efforts to confront what he described as hostile forces.",B2,5.8097,False,aggravation|incitation|incitement|irritation
adversary,adversary,NOUN,명사,,someone who offers opposition,,,"Kim made the remarks on the final day of the first session of the Supreme People’s Assembly, declaring that Seoul has now been officially designated as North Korea’s principal adversary.",B2,5.71,False,antagonist|opponent|opposer|resister
instructed,instruct,VERB,동사,/ˌɪnˈstɹʌkt/,impart skills or knowledge to,,I taught them French,"That's what President Lee Jae Myung has instructed his officials to do, with response measures topping Tuesday's Cabinet meeting agenda for a third straight week.",B2,5.6904,False,apprise|apprize|learn|teach
stagnant,stagnant,ADJ,형용사,,not circulating or flowing,,dead air,"With stagnant air, fine dust is building up.",B2,5.6904,False,dead|moribund
reelection,reelection,NOUN,명사,,election again,,he did not run for reelection,"Meanwhile, Russian President Vladimir Putin congratulated Kim on his reelection and expressed hope for deeper cooperation between Moscow and Pyongyang.",B2,5.6799,False,
revisited,revisit,VERB,동사,,visit again,,We revisited Rome after 25 years,"President Lee revisited the need to swiftly organize a ""war-response"" extra budget.",B2,5.6402,False,
designated,designate,VERB,동사,,assign a name or title to,,,"Kim made the remarks on the final day of the first session of the Supreme People’s Assembly, declaring that Seoul has now been officially designated as North Korea’s principal adversary.",B2,5.6308,False,assign|delegate|denominate|depute|destine|doom|fate|indicate|intend|point|show|specify
collusion,collusion,NOUN,명사,/kəˈluːʒən/,secret agreement,,,"The president also vowed to strongly punish any attempts at price collusion,... adding that the prosecution has launched investigations into oil refiners.",B2,5.5702,False,connivance
oriented,orient,VERB,동사,,the countries of Asia,,The weather vane points North,"The ministry stressed that a correct understanding of history among future generations is essential for building future-oriented ties between the two countries, and urged Japan to take a more responsible approach to history education.",B2,5.5607,False,East|Orient|eastern hemisphere|orientate|point
abolished,abolish,VERB,동사,,do away with,,Slavery was abolished in the mid-19th century in America and in Russia,"The current Prosecutors' Office will be abolished in October, - the first major change in 78 years, following decades of debate over readjusting the prosecutions' powers.",B2,5.52,False,get rid of
tariff,tariff,NOUN,명사,/ˈtæɹəf/,a government tax on imports or exports,,they signed a treaty to lower duties on trade between their countries,"SDT allows developing countries greater flexibility, including slower tariff cuts and extended timelines for implementing trade commitments.",B2,5.51,True,duty
provoked,provoke,VERB,동사,,"call forth (emotions, feelings, and responses)",,arouse pity,"5.
North Korean leader Kim Jong-un has formally labeled South Korea the “most hostile state” and warned of merciless consequences if Pyongyang is provoked.",B2,5.5003,False,arouse|beset|call forth|chevvy|chevy|chivvy|chivy|elicit|enkindle|evoke|fire|harass|harry|hassle|kick up
coastlines,coastline,NOUN,명사,,the outline of a coast,,,"Rain will begin on Jeju-do Island late tonight, then spread to the southern coastlines by early tomorrow morning.",B2,5.4895,False,coastline
swiftly,swiftly,ADV,부사,/ˈswɪftli/,in a swift manner,,she moved swiftly,"President Lee revisited the need to swiftly organize a ""war-response"" extra budget.",B2,5.4597,False,fleetly
summoned,summon,VERB,동사,,"call in an official matter, such as to attend court",,,"The foreign ministry summoned Hirotaka Matsuo,... deputy chief of mission at the Japanese Embassy,... to lodge a complaint,... saying the country cannot accept any such claims.",B2,5.4498,False,cite|come up|marshal|mobilise|mobilize|muster|muster up|rally|summons
congratulated,congratulate,VERB,동사,,say something to someone that expresses praise,,He complimented her on her last physics paper,"Meanwhile, Russian President Vladimir Putin congratulated Kim on his reelection and expressed hope for deeper cooperation between Moscow and Pyongyang.",B2,5.4101,False,compliment|felicitate|plume|preen|pride
wartime,wartime,ADJ,형용사,,a period of time during which there is armed conflict,,,Seoul also protested Japan’s approval of textbook passages that downplay the coercive nature of wartime forced labor and sexual slavery by the Japanese military.,B2,5.4101,False,
