word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
puppetry,puppetry,NOUN,명사,/ˈpə.pə.tri/,the art of making puppets and presenting puppet shows,,,"They also watched a water puppetry show, and wished for deeper friendship between the two countries.",C1,6.58,False,
resumption,resumption,NOUN,명사,,beginning again,,,The envoy further expressed hope that the resumption of negotiations between the United States and Iran would lead to the early restoration of peace and stability in the region.,B2,5.9101,False,recommencement
deepening,deepen,VERB,동사,/ˈdiːpən/,"make more intense, stronger, or more marked; ,",,The efforts were intensified,"Talks focused on deepening economic cooperation, with President Lee presenting South Korea as a reliable partner in supporting Vietnam's rapid growth.",B2,5.8097,False,change|compound|heighten|intensify
flagged,flagged,ADJ,형용사,/flæɡd/,communicate or signal with a flag,,,"Chung also raised the need to ensure free and safe passage of all vessels in the Strait of Hormuz, as over two dozen Korean-flagged ships remain in regional waters.",B2,5.6904,False,droop|ease off|ease up|flag|sag|slacken off|swag
liter,liter,NOUN,명사,/ˈliː.tə/,"a metric unit of capacity, formerly defined as the volume of one kilogram of pure water under standard conditions; now equal to 1,000 cubic centimeters (or approximately 1.75 pints)",,You should be able to fill four cups with one litre of water.,"#5
The government will freeze wholesale petroleum prices for another two weeks, keeping gasoline capped at 1-thousand-9-hundred-34 won per liter and diesel at 1-thousand-9-hundred-23 won.",B2,5.5406,False,cubic decimeter|cubic decimetre|l|litre
envoy,envoy,NOUN,명사,/ˈɛn.vɔɪ/,a diplomat having less authority than an ambassador,,,"#3
Seoul's diplomatic envoy to Tehran, Chung Byung-ha, has met with Iran’s Foreign Minister Abbas Araghchi to discuss the safety of Korean citizens and vessels in the Strait of Hormuz.",B2,5.52,False,emissary|envoi|envoy extraordinary|minister plenipotentiary
volatility,volatility,NOUN,명사,,the property of changing readily from a solid or liquid to a vapor,,,The decision to maintain these price levels aims to manage domestic demand and protect the economy amid global market volatility.,B2,5.51,False,excitability|excitableness|unpredictability
oversees,oversee,VERB,동사,/əʊvə(ɹ)siː/,watch and direct,,Who is overseeing this project?,"Lee first met with Prime Minister Le Minh Hung, who oversees the country's economy and administration.",B2,5.4895,False,manage|superintend|supervise
abruptly,abruptly,ADV,부사,/ə.ˈbɹʌpt.li/,quickly and without warning,,he stopped suddenly,The Foreign Ministry says the meeting was abruptly arranged and held on Wednesday in Tehran.,B2,5.4401,False,dead|short|suddenly
similarities,similarity,NOUN,명사,/sɪmɪˈlæɹɪti/,the quality of being similar,,,They also exchanged cultural similarities between Korea and Vietnam.,B2,5.4202,False,law of similarity
wartime,wartime,ADJ,형용사,,a period of time during which there is armed conflict,,,"#4
South Korea and the U.S. aim to meet the required conditions for the transfer of wartime operational control to Seoul, no later than the second quarter of the U.S. fiscal year 2029.",B2,5.4101,False,
remarks,remark,NOUN,명사,/ɹɪˈmɑːk/,a statement that expresses a personal opinion or belief or adds information,,from time to time she contributed a personal comment on his account,"This is according to remarks made on Wednesday, local time, by General Xavier Brunson, the U.S. Forces Korea commander, when answering a question from the U.S. House Armed Services Committee.",B2,5.3401,False,comment|input|mention|note|notice|observe|point out
counterpart,counterpart,NOUN,명사,/ˈkaʊntəˌpɑːt/,a person or thing having the same function or characteristics as another,,Those brass knobs and their hollow counterparts interlock perfectly,First lady Kim Hea Kyung was hosted by her Vietnamese counterpart Ngo Phuong Ly for cultural exchanges.,B2,5.3002,False,opposite number|similitude|twin|vis-a-vis
instability,instability,NOUN,명사,,an unstable order,,,Authorities dismissed the possibility of scrapping the price controls in the near term due to ongoing instability in the Middle East.,B2,5.2899,False,imbalance|unbalance|unstableness
bilateral,bilateral,ADJ,형용사,/baɪˈlætəɹəl/,having identical parts on each side of an axis,,,"As these meetings come just weeks after Vietnam's new administration took office, they are seen as efforts to set a positive tone for bilateral ties in the years ahead.",B2,5.2798,True,bilaterally symmetric|bilaterally symmetrical|isobilateral|two-sided
negotiations,negotiation,NOUN,명사,/nɪˌɡəʊʃiˈeɪʃən/,a discussion intended to produce an agreement,,the buyout negotiation lasted several days,The envoy further expressed hope that the resumption of negotiations between the United States and Iran would lead to the early restoration of peace and stability in the region.,B2,5.2197,True,dialogue|talks
according,accord,VERB,동사,,harmony of people's opinions or actions or characters,,the two parties were in agreement,"This is according to remarks made on Wednesday, local time, by General Xavier Brunson, the U.S. Forces Korea commander, when answering a question from the U.S. House Armed Services Committee.",B2,5.1898,False,accordance|agree|agreement|concord|conformity|consort|fit in|harmonise|harmonize|pact|treaty
inland,inland,ADJ,형용사,,situated away from an area's coast or border,,,"Temperatures are gradually warming up, but inland areas will see big day-to-night temperature swings of around 20 degrees.",B2,5.1701,False,
dismissed,dismiss,VERB,동사,/dɪsˈmɪs/,bar from attention or consideration,,She dismissed his advances,Authorities dismissed the possibility of scrapping the price controls in the near term due to ongoing instability in the Middle East.,B2,5.15,False,brush aside|brush off|can|discount|displace|disregard|drop|fire|force out|give notice|give the axe|give the sack|ignore|push aside|sack
gasoline,gasoline,NOUN,명사,/ˈɡæs.ə.lin/,a volatile flammable mixture of hydrocarbons (hexane and heptane and octane etc.) derived from petroleum; used mainly as a fuel in internal-combustion engines,,,"#5
The government will freeze wholesale petroleum prices for another two weeks, keeping gasoline capped at 1-thousand-9-hundred-34 won per liter and diesel at 1-thousand-9-hundred-23 won.",B2,5.15,False,gas|gasolene|petrol
Vietnamese,vietnamese,ADJ,형용사,,a native or inhabitant of Vietnam,,,First lady Kim Hea Kyung was hosted by her Vietnamese counterpart Ngo Phuong Ly for cultural exchanges.,B2,5.15,False,Annamese|Annamite|Vietnamese
petroleum,petroleum,NOUN,명사,/pəˈtɹoʊliəm/,a dark oil consisting mainly of hydrocarbons,,,"#5
The government will freeze wholesale petroleum prices for another two weeks, keeping gasoline capped at 1-thousand-9-hundred-34 won per liter and diesel at 1-thousand-9-hundred-23 won.",B2,5.1002,False,crude|crude oil|fossil oil|oil|rock oil
scrapping,scrap,VERB,동사,/skɹæp/,a small fragment of something broken off from the whole,,a bit of rock caught him in the eye,Authorities dismissed the possibility of scrapping the price controls in the near term due to ongoing instability in the Middle East.,B2,5.1002,False,bit|chip|combat|fight|fighting|flake|fleck|junk|rubbish|trash
amid,amid,ADP,,/əˈmɪd/,In the middle of; in the center of; surrounded by.,,,The decision to maintain these price levels aims to manage domestic demand and protect the economy amid global market volatility.,B2,5.0501,False,
wholesale,wholesale,ADJ,형용사,/ˈhoʊlseɪl/,the selling of goods to merchants; usually in large quantities for resale to consumers,,,"#5
The government will freeze wholesale petroleum prices for another two weeks, keeping gasoline capped at 1-thousand-9-hundred-34 won per liter and diesel at 1-thousand-9-hundred-23 won.",B2,5.0301,False,in large quantities|sweeping
arranged,arrange,VERB,동사,/əˈɹeɪndʒ/,put into a proper or systematic order,,arrange the books on the shelves in chronological order,The Foreign Ministry says the meeting was abruptly arranged and held on Wednesday in Tehran.,B2,5.0,False,coif|coiffe|coiffure|do|dress|fix up|format|set|set up|stage
