word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
Myung's,myung's,,,,,,,"That's according to Presidential Chief of Staff Kang Hoon-sik, 
who returned from the UAE on Thursday after serving as 
President Lee Jae Myung's special envoy 
for strategic economic cooperation.",C2,7.9706,False,
Khaldoon,khaldoon,,,,,,,"Kang said he reached the agreement during talks with 
Khaldoon Khalifa Al Mubarak, 
Abu Dhabi’s Executive Affairs Authority Chairman.",C2,7.9393,False,
Arirang,arirang,,,,,,,"Welcome to Arirang News This is Park Kee hoon 
And we start with the top headlines at this hour.",C1,6.9318,False,
Nahyan,nahyan,,,,,,,"Kang also delivered a personal letter from President Lee 
inviting UAE President
Mohamed bin Zayed Al Nahyan to visit South Korea.",C1,6.8894,False,
Pursing,pursing,,,/pɜːs/,contract one's lips into a rounded shape,,she reached into her bag and found a comb,"Pursing values of peace and stability, while ending the past that was dashing towards confrontation and war, was the response by 
President Lee Jae Myung to a hostile message by North Korea's 
Kim Jong-un, condemning the South during the regime's recent 
political event.",C1,6.8097,False,purse|wrinkle
predecessor's,predecessor's,,,,,,,"President Lee was critical of his predecessor's hawkish stance 
on North Korea and those who criticize his view as ""submissive,"" 
as he opened Thursday's weekly meeting with his aides.",C1,6.719,False,
reasserted,reasserted,,,,strengthen or make more firm,,The witnesses confirmed the victim's account,He reasserted the permanent status of North Korea as a nuclear weapons state and his commitment to maintaining defense capabilities.,C1,6.71,False,confirm|reassert
ICBMs,icbms,,,,a ballistic missile that is capable of traveling from one continent to another,,,"He also outlined a new five-year plan for defense buildup, citing on-land and underwater-launched ICBMs, AI-equipped drones, surveillance satellites and strategic and electric weapons.",C1,6.6198,False,ICBM|intercontinental ballistic missile
hawkish,hawkish,,,,disposed to warfare or hard-line policies,,militant nations,"Meanwhile, President Lee Jae Myung once again vowed to continue his peace drive against North Korea, as he was critical of a hawkish stance 
by his predecessor.",C1,6.5702,False,militant|warlike
Hoon-sik,hoon-sik,,,,,,,"That's according to Presidential Chief of Staff Kang Hoon-sik, 
who returned from the UAE on Thursday after serving as 
President Lee Jae Myung's special envoy 
for strategic economic cooperation.",C1,6.4672,False,
bolstering,bolstering,,,,support and strengthen,,bolster morale,"According to the North's state-run Korean Central News Agency 
on Thursday, Kim Jong-un presented a report at the 9th Congress, reaffirming the regime’s strategic line of bolstering its nuclear capabilities.",C1,6.4101,False,bolster|bolster up|pad
Zayed,zayed,,,,,,,"Kang also delivered a personal letter from President Lee 
inviting UAE President
Mohamed bin Zayed Al Nahyan to visit South Korea.",C1,6.3904,False,
reaffirming,reaffirming,,,,affirm once again,,He reaffirmed his faith in the church,"According to the North's state-run Korean Central News Agency 
on Thursday, Kim Jong-un presented a report at the 9th Congress, reaffirming the regime’s strategic line of bolstering its nuclear capabilities.",C1,6.3497,False,reaffirm
North's,north's,,,,,,,"According to the North's state-run Korean Central News Agency 
on Thursday, Kim Jong-un presented a report at the 9th Congress, reaffirming the regime’s strategic line of bolstering its nuclear capabilities.",C1,6.3298,False,
vowing,vowing,,,,make a vow; promise,,He vowed never to drink alcohol again,"The People Power Party immediately launched another filibuster, 
vowing to resist what it calls an excessive overhaul of the judicial system.",C1,6.3197,False,consecrate|vow
regime's,regime's,,,,,,,"Pursing values of peace and stability, while ending the past that was dashing towards confrontation and war, was the response by 
President Lee Jae Myung to a hostile message by North Korea's 
Kim Jong-un, condemning the South during the regime's recent 
political event.",C1,6.2798,False,
Jong-un's,jong-un's,,,,,,,"Kim Jong-un's daughter, Ju-ae, also attended the military parade, 
drawing attention for her attire as she appeared in a matching 
leather jacket with her father and took a central position on the stairs.",C1,6.2147,False,
Myung,myung,,,,,,,"Meanwhile, President Lee Jae Myung once again vowed to continue his peace drive against North Korea, as he was critical of a hawkish stance 
by his predecessor.",C1,6.1798,False,
filibuster,filibuster,,,,a legislator who gives long speeches in an effort to delay or obstruct legislation that he (or she) opposes,,,"South Korea's National Assembly today passed a revised Criminal Act bill, creating the crime of ""legal distortion,"" after a ruling party-led motion brought an end to an opposition filibuster 
and the bill cleared the chamber in a vote.",C1,6.1101,False,filibusterer
constitutionality,constitutionality,,,,The status of being constitutional; of being in accord with the provisions of the appropriate constitution,,,"The amendment, one of the Democratic Party’s three flagship judicial 
reform measures, limits its application to criminal cases 
and clarifies its provisions amid earlier concerns over constitutionality.",C1,6.06,False,
clarifies,clarifies,,,,make clear and (more) comprehensible,,clarify the mystery surrounding her death,"The amendment, one of the Democratic Party’s three flagship judicial 
reform measures, limits its application to criminal cases 
and clarifies its provisions amid earlier concerns over constitutionality.",C1,6.0301,False,clarify|clear up|elucidate
hoon,hoon,,,,A worthless person; a hooligan or lout.,,,"Welcome to Arirang News This is Park Kee hoon 
And we start with the top headlines at this hour.",C1,6.0101,False,
Pyongyang,pyongyang,,,,capital of North Korea and an industrial center,,Pyongyang is Korea's oldest city but little of its history has been preserved,"Pyongyang held a large-scale military parade on Wednesday night 
to mark the 9th Congress of the Workers' Party of Korea, 
but no major weapons systems appeared to be on display.",B2,5.8894,False,Pyongyang|capital of North Korea
Thursday's,thursday's,,,,,,,"President Lee was critical of his predecessor's hawkish stance 
on North Korea and those who criticize his view as ""submissive,"" 
as he opened Thursday's weekly meeting with his aides.",B2,5.8894,False,
Ju-ae,ju-ae,,,,,,,"Kim Jong-un's daughter, Ju-ae, also attended the military parade, 
drawing attention for her attire as she appeared in a matching 
leather jacket with her father and took a central position on the stairs.",B2,5.7721,False,
Mubarak,mubarak,,,,Egyptian statesman who became president in 1981 after Sadat was assassinated (born in 1929),,,"Kang said he reached the agreement during talks with 
Khaldoon Khalifa Al Mubarak, 
Abu Dhabi’s Executive Affairs Authority Chairman.",B2,5.7595,False,Hosni Mubarak|Mubarak
submissive,submissive,,,/səbˈmɪsɪv/,inclined or willing to submit to orders or wishes of others or showing such inclination,,submissive servants,"President Lee was critical of his predecessor's hawkish stance 
on North Korea and those who criticize his view as ""submissive,"" 
as he opened Thursday's weekly meeting with his aides.",B2,5.7496,False,slavish|subservient
Khalifa,khalifa,,,,,,,"Kang said he reached the agreement during talks with 
Khaldoon Khalifa Al Mubarak, 
Abu Dhabi’s Executive Affairs Authority Chairman.",B2,5.7399,False,
dashing,dashing,,,/ˈdæʃɪŋ(ɡ)/,run or move very quickly or hastily,,She dashed into the yard,"Pursing values of peace and stability, while ending the past that was dashing towards confrontation and war, was the response by 
President Lee Jae Myung to a hostile message by North Korea's 
Kim Jong-un, condemning the South during the regime's recent 
political event.",B2,5.7305,False,crash|dart|dash|daunt|flash|frighten away|frighten off|pall|scare|scare away|scare off|scoot|scud|shoot|smash
outlining,outlining,,,,describe roughly or briefly or give the main points or summary of,,sketch the outline of the book,"The two sides signed a memorandum of understanding 
outlining cooperation in weapons design, training, and maintenance.",B2,5.6904,False,adumbrate|delineate|draft|limn|outline|sketch
