word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
seok,seok,NOUN,명사,,,,,"The meeting came a day after the government announced the launch 
of an emergency economic task force led by Prime Minister Kim Min-seok.",C1,6.06,False,
hoon,hoon,NOUN,명사,,A worthless person; a hooligan or lout.,,,Welcome to Arirang News This is Park Kee hoon,C1,6.0101,False,
worsen,worsen,VERB,동사,/ˈwɜː(r)sən/,grow worse,,Conditions in the slum worsened,"Inflation in South Korea is also expected to worsen, 
with the forecast adjusted to 2.7 percent, up 0.9 percentage points.",B2,5.9393,False,aggravate|decline|exacerbate|exasperate
lawmakers,lawmaker,NOUN,명사,,a maker of laws; someone who gives a code of laws,,,"The announcement was made Thursday morning during a 
consultative meeting between government officials and DP lawmakers.",B2,5.9318,False,lawgiver
consultative,consultative,ADJ,형용사,,"giving advice; ,",,an advisory memorandum,"The announcement was made Thursday morning during a 
consultative meeting between government officials and DP lawmakers.",B2,5.8794,False,advisory|consultatory|consultive
prolonged,prolong,VERB,동사,,lengthen in time; cause to be or last longer,,We prolonged our stay,"As a manufacturing powerhouse that imports nearly all of its crude oil
with a massive share coming directly from the Middle East, 
prolonged warfare poses a direct threat to domestic production.",B2,5.7905,False,draw out|extend|keep up|protract|sustain
downgraded,downgrade,VERB,동사,/ˈdaʊnˌɡɹeɪd/,the property possessed by a slope or surface that descends,,,"4.
South Korea’s economic growth forecast for this year 
has been downgraded by the OECD.",B2,5.7696,False,
supplementary,supplementary,ADJ,형용사,,functioning in a supporting capacity,,the main library and its auxiliary branches,"The government and the ruling Democratic Party are pushing for a supplementary budget proposal, set to be submitted to the 
National Assembly on March 31st for swift processing.",B2,5.6402,False,auxiliary|subsidiary|supplemental
conserve,conserve,VERB,동사,,fruit preserved by cooking with sugar,,,"In his opening remarks, Lee delivered a direct message to the public, 
urging them to help conserve energy, particularly electricity.",B2,5.6308,False,conserves|economise|economize|husband|keep up|maintain|preserve|preserves
surpassed,surpass,VERB,동사,/sɚˈpæs/,distinguish oneself,,She excelled in math,"Its debt has surpassed 2-hundred-trillion Korean won, 
which is more than 1-hundred-32-billion U.S. dollars.",B2,5.6308,False,exceed|excel|go by|go past|outdo|outgo|outmatch|outperform|outstrip|pass|pass by|stand out|surmount|transcend|travel by
gloomy,gloomy,ADJ,형용사,/ˈɡlumi/,depressingly dark,,the gloomy forest,The primary driver behind this gloomy outlook is South Korea's structural vulnerability to global energy shocks.,B2,5.6108,False,blue|dark|depressed|dingy|disconsolate|dismal|dispirited|down|down in the mouth|downcast|downhearted|drab|drear|dreary|gloomful
livelihoods,livelihood,NOUN,명사,/ˈlaɪvlɪhʊd/,the financial means whereby one lives,,each child was expected to pay for their keep,"The plan is aimed at easing the burden of rising fuel costs, stabilizing livelihoods, and supporting small and mid-sized firms.",B2,5.58,False,bread and butter|keep|living|support|sustenance
powerhouse,powerhouse,NOUN,명사,,a highly energetic and indefatigable person,,,"As a manufacturing powerhouse that imports nearly all of its crude oil
with a massive share coming directly from the Middle East, 
prolonged warfare poses a direct threat to domestic production.",B2,5.5607,False,ball of fire|fireball|human dynamo|power plant|power station
liter,liter,NOUN,명사,/ˈliː.tə/,"a metric unit of capacity, formerly defined as the volume of one kilogram of pure water under standard conditions; now equal to 1,000 cubic centimeters (or approximately 1.75 pints)",,You should be able to fill four cups with one litre of water.,"The gasoline price ceiling will rise from the current 
1-thousand-7-hundred-24 won to 1-thousand-9-hundred-34 won per liter, which is around 1.29 U.S. dollars, while diesel will increase from 
1-thousand-7-hundred-13 won to 1-thousand-9-hundred-23 won.",B2,5.5406,False,cubic decimeter|cubic decimetre|l|litre
stabilizing,stabilize,VERB,동사,,make stable and keep from fluctuating or put into an equilibrium,,The drug stabilized her blood pressure,"The plan is aimed at easing the burden of rising fuel costs, stabilizing livelihoods, and supporting small and mid-sized firms.",B2,5.5406,False,brace|stabilise|steady
listeners,listener,NOUN,명사,,someone who listens attentively,,,"Following their comeback show at Gwanghwamun Square, BTS saw first-time listeners on Spotify surge by over 690%, while streams of their new album jumped 120% after their performance.",B2,5.4802,False,attender|auditor|hearer
mitigate,mitigate,VERB,동사,/ˈmɪt.ɪ.ɡeɪt/,lessen or to try to lessen the seriousness or extent of,,The circumstances extenuate the crime,"This is part of efforts to mitigate the economic impact 
of the prolonged war in the Middle East.",B2,5.4597,False,extenuate|palliate
remarks,remark,NOUN,명사,/ɹɪˈmɑːk/,a statement that expresses a personal opinion or belief or adds information,,from time to time she contributed a personal comment on his account,"In his opening remarks, Lee delivered a direct message to the public, 
urging them to help conserve energy, particularly electricity.",B2,5.3401,False,comment|input|mention|note|notice|observe|point out
vulnerability,vulnerability,NOUN,명사,/ˌvʌlnəɹəˈbɪlɪti/,the state of being vulnerable or exposed,,his vulnerability to litigation,The primary driver behind this gloomy outlook is South Korea's structural vulnerability to global energy shocks.,B2,5.3002,False,exposure
trillion,trillion,NUM,,/ˈtɹɪljən/,a very large indefinite number (usually hyperbole),,there were millions of flies,"Its debt has surpassed 2-hundred-trillion Korean won, 
which is more than 1-hundred-32-billion U.S. dollars.",B2,5.2097,False,1000000000000|billion|gazillion|jillion|million|one million million|one million million million|zillion
According,accord,VERB,동사,,harmony of people's opinions or actions or characters,,the two parties were in agreement,"According to the OECD's March Interim Economic Outlook on Thursday, South Korea's economic growth for 2026 is now projected at 1.7 percent.",B2,5.1898,False,accordance|agree|agreement|concord|conformity|consort|fit in|harmonise|harmonize|pact|treaty
prolonged,prolonged,ADJ,형용사,/pɹoʊˈlɑŋd/,lengthen in time; cause to be or last longer,,We prolonged our stay,"This is part of efforts to mitigate the economic impact 
of the prolonged war in the Middle East.",B2,5.1898,False,draw out|drawn-out|elongated|extend|extended|keep up|lengthened|lengthy|prolong|protract|protracted|sustain
surge,surge,NOUN,명사,,a sudden forceful flow,,,"Following their comeback show at Gwanghwamun Square, BTS saw first-time listeners on Spotify surge by over 690%, while streams of their new album jumped 120% after their performance.",B2,5.1798,False,billow|heave|rush|soar|soar up|soar upwards|spate|upsurge|zoom
gasoline,gasoline,NOUN,명사,/ˈɡæs.ə.lin/,a volatile flammable mixture of hydrocarbons (hexane and heptane and octane etc.) derived from petroleum; used mainly as a fuel in internal-combustion engines,,,"Two weeks after implementing a domestic oil price cap, 
the government has set new two-week price caps for gasoline, diesel, 
and household kerosene, saying they will be raised slightly on Friday 
in response to sharply rising international oil prices.",B2,5.15,False,gas|gasolene|petrol
adjustments,adjustment,NOUN,명사,/əˈdʒʌst.mənt/,making or becoming suitable; adjusting to circumstances,,,"Compared to the price caps set two weeks ago, these adjustments represent a uniform increase of 210 won across the board.",B2,5.1198,False,accommodation|adaptation|adaption|allowance|alteration|fitting|modification|readjustment|registration
sharply,sharply,ADV,부사,/ʃɑːpli/,in an aggressive manner,,she was being sharply questioned,"Two weeks after implementing a domestic oil price cap, 
the government has set new two-week price caps for gasoline, diesel, 
and household kerosene, saying they will be raised slightly on Friday 
in response to sharply rising international oil prices.",B2,5.1101,False,acutely|aggressively|crisply|precipitously|sharp
shortages,shortage,NOUN,명사,,the property of being an amount by which something is less than expected or required,,new blood vessels bud out from the already dilated vascular bed to make up the nutritional deficit,"As the conflict in the Middle East nears the one-month mark, 
concerns are growing in South Korea over possible energy shortages.",B2,5.0899,False,dearth|deficit|famine|shortfall
crude,crude,ADJ,형용사,,a dark oil consisting mainly of hydrocarbons,,,"As a manufacturing powerhouse that imports nearly all of its crude oil
with a massive share coming directly from the Middle East, 
prolonged warfare poses a direct threat to domestic production.",B2,5.0,False,crude oil|earthy|fossil oil|gross|oil|petroleum|primitive|rock oil|rough|rude|unprocessed|unrefined|vulgar
