word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
daero,daero,NOUN,명사,,,,,"Major roads around Sejong-daero will be closed starting the night before the event, while nearby subway stations — including Gwanghwamun, Gyeongbokgung, and City Hall — will be bypassed during peak hours on the day of the concert.",C2,8.0,False,
HYBE,hybe,ADV,부사,,,,,"The inspection, led by the interior and safety minister alongside officials from Seoul city, police, fire authorities, and HYBE, reviewed crowd control, emergency response systems, and potential risk factors along the entire event route – from subway access points to the main stage and nearby rooftops.",C2,8.0,False,
data,datum,NOUN,명사,/ˈdeɪtəm/,an item of factual information derived from measurement or research,,,"According to data from the Ministry of Justice, nearly 1-point-1 million foreigners entered the country between March 1st and 18th up roughly 32-point-7 percent on-year.",C1,6.4802,False,data point
attendees,attendee,NOUN,명사,,a person who is present and participates in a meeting,,he was a regular attender at department meetings,"The concert, set for March 21st, is expected to draw up to 260 thousand people, marking the first time since the 2002 and 2006 World Cup celebrations that more than 200 thousand attendees will gather in the Gwanghwamun area for a cultural event.",C1,6.2798,False,attendant|attender|meeter
logistics,logistic,NOUN,명사,/lɒdʒˈɪs.tɪk/,of or relating to logistics,,logistic requirements,"""
A Blue House official told Arirang News on Friday that Seoul hopes global maritime logistics will return to normal as soon as possible, acknowledging that the safety of international shipping lanes and the freedom of navigation serve the interests of all countries.",B2,5.8894,False,logistical
unmatched,unmatched,ADJ,형용사,,"of the remaining member of a pair, of socks e.g.",,,"The same official added that the government is carefully reviewing its response options, taking into account domestic laws and procedures, as well as its defense posture on the Korean Peninsula

#5
Kim Jong-un has claimed North Korea’s new battle tank has ""unmatched"" capabilities, as he attended a drill that showcased his push for high-tech weaponry, while again placing his teenage daughter into the spotlight.",B2,5.8697,False,matchless|nonpareil|odd|one|one and only|peerless|unmatchable|unmated|unpaired|unrivaled|unrivalled
enrich,enrich,VERB,동사,/ɪnˈɹɪt͡ʃ/,make better or improve in quality,,The experience enriched her understanding,"Israeli Prime Minister Benjamin Netanyahu held his second press conference since the outbreak of the war, where he said that Iran has effectively lost its capacity to enrich nuclear fuel and manufacture ballistic missiles.",B2,5.699,False,
weaponry,weaponry,NOUN,명사,,weapons considered collectively,,,"The same official added that the government is carefully reviewing its response options, taking into account domestic laws and procedures, as well as its defense posture on the Korean Peninsula

#5
Kim Jong-un has claimed North Korea’s new battle tank has ""unmatched"" capabilities, as he attended a drill that showcased his push for high-tech weaponry, while again placing his teenage daughter into the spotlight.",B2,5.6402,False,arms|implements of war|munition|weapons system
ballistic,ballistic,ADJ,형용사,/bəˈlɪs.tɪk/,relating to or characteristic of the motion of objects moving under their own momentum and the force of gravity,,ballistic missile,"Israeli Prime Minister Benjamin Netanyahu held his second press conference since the outbreak of the war, where he said that Iran has effectively lost its capacity to enrich nuclear fuel and manufacture ballistic missiles.",B2,5.52,True,
foreigners,foreigner,NOUN,명사,/ˈfɒɹ.ɪ.nə(ɹ)/,a person who comes from a foreign country; someone who does not owe allegiance to your country,,,"According to data from the Ministry of Justice, nearly 1-point-1 million foreigners entered the country between March 1st and 18th up roughly 32-point-7 percent on-year.",B2,5.52,False,alien|noncitizen|outlander|outsider
equipped,equip,VERB,동사,/ɪˈkwɪp/,provide with (something) usually for a specific purpose,,"The expedition was equipped with proper clothing, food, and other necessities","At the center of the exercise was a new tank equipped with an active protection system, which the North says can automatically detect and intercept incoming anti-tank missiles and drones.",B2,5.5003,False,fit|fit out|outfit
oversaw,oversee,VERB,동사,/əʊvə(ɹ)siː/,watch and direct,,Who is overseeing this project?,"The North's Korean Central News Agency reported Friday that Kim oversaw a joint offensive tactical drill by infantry and tank sub-units, at a military training base in Pyongyang.",B2,5.4895,False,manage|superintend|supervise
rooftops,rooftop,NOUN,명사,,the top of a (usually flat) roof,,,"The inspection, led by the interior and safety minister alongside officials from Seoul city, police, fire authorities, and HYBE, reviewed crowd control, emergency response systems, and potential risk factors along the entire event route – from subway access points to the main stage and nearby rooftops.",B2,5.4498,False,rooftop
intercept,intercept,VERB,동사,,the point at which a line intersects a coordinate axis,,,"At the center of the exercise was a new tank equipped with an active protection system, which the North says can automatically detect and intercept incoming anti-tank missiles and drones.",B2,5.4295,False,bug|stop|tap|wiretap
awaited,await,VERB,동사,/əˈwɛɪt/,look forward to the probable occurrence of,,We were expecting a visit from our relatives,"As BTS gears up for a long-awaited performance in central Seoul on Saturday, fans from around the world are already arriving, eager to witness what many are calling ""historic.",B2,5.3696,False,expect|look|wait
posture,posture,NOUN,명사,/ˈpɒstʃə/,the arrangement of the body and its limbs,,he assumed an attitude of surrender,"The same official added that the government is carefully reviewing its response options, taking into account domestic laws and procedures, as well as its defense posture on the Korean Peninsula

#5
Kim Jong-un has claimed North Korea’s new battle tank has ""unmatched"" capabilities, as he attended a drill that showcased his push for high-tech weaponry, while again placing his teenage daughter into the spotlight.",B2,5.3497,False,attitude|bearing|carriage|military capability|military posture|military strength|pose|position|stance|strength
deployed,deploy,VERB,동사,/dɪˈplɔɪ/,place troops or weapons in battle formation,,,"Around 6,500 police officers will be deployed, along with some 800 emergency personnel and over 100 pieces of rescue equipment, including ambulances.",B2,5.3002,False,
outdoors,outdoors,ADV,부사,,where the air is unconfined,,he wanted to get outdoors a little,"Air quality remains fair, making it comfortable to be outdoors.",B2,5.2899,False,alfresco|open|open air|out of doors|out-of-doors|outside
anticipated,anticipate,VERB,동사,/ænˈtɪs.ɪ.peɪt/,regard something as probable or likely,,The meteorologists are expecting rain for tomorrow,"#2
Authorities in South Korea carried out a high-level, on-site safety inspection Friday, just one day ahead of BTS’s highly anticipated full-group comeback performance at Gwanghwamun Square.",B2,5.27,False,call|counter|expect|forebode|foreknow|foresee|forestall|foretell|look for|look to|predict|previse|prognosticate|promise
bypassed,bypass,VERB,동사,/ˈbaɪpɑːs/,a highway that encircles an urban area so that traffic does not have to pass through the center,,,"Major roads around Sejong-daero will be closed starting the night before the event, while nearby subway stations — including Gwanghwamun, Gyeongbokgung, and City Hall — will be bypassed during peak hours on the day of the concert.",B2,5.2403,False,beltway|electrical shunt|get around|go around|ring road|ringway|short-circuit|shunt
According,accord,VERB,동사,,harmony of people's opinions or actions or characters,,the two parties were in agreement,"According to data from the Ministry of Justice, nearly 1-point-1 million foreigners entered the country between March 1st and 18th up roughly 32-point-7 percent on-year.",B2,5.1898,False,accordance|agree|agreement|concord|conformity|consort|fit in|harmonise|harmonize|pact|treaty
surged,surge,VERB,동사,/sɜːdʒ/,a sudden forceful flow,,He felt a surge of excitement.,"""
Foreign arrivals to South Korea have surged by more than thirty percent this March from a year earlier.",B2,5.1798,False,billow|heave|rush|soar|soar up|soar upwards|spate|upsurge|zoom
unprecedented,unprecedented,ADJ,형용사,/ʌnˈpɹɛsɪdɛntɪd/,having no precedent; novel,,an unprecedented expansion in population and industry,"With those numbers in mind, authorities are rolling out what they describe as an unprecedented, stadium-level crowd management plan.",B2,5.1798,False,
inland,inland,NOUN,명사,,situated away from an area's coast or border,,,"But watch out for frost—it’s expected in inland areas tomorrow morning, and across central regions on Sunday.",B2,5.1701,False,
dismissed,dismiss,VERB,동사,/dɪsˈmɪs/,bar from attention or consideration,,She dismissed his advances,"He also dismissed claims that Israel sought to draw the U.S. into the conflict as “fake news.”

#4
The Blue House says it is in close communication with key partners, including the United States, on how South Korea can ""contribute to the situation in the Strait of Hormuz.",B2,5.15,False,brush aside|brush off|can|discount|displace|disregard|drop|fire|force out|give notice|give the axe|give the sack|ignore|push aside|sack
emerging,emerge,VERB,동사,/iˈmɜːd͡ʒ/,"come out into view, as from concealment",,"Suddenly, the proprietor emerged from his office","He added that signs of cracking are emerging within Iran’s leadership, signaling the possibility that the conflict could end sooner than many expect.",B2,5.1101,False,come forth|come out|egress|go forth|issue
spotlight,spotlight,NOUN,명사,,a focus of public attention,,he enjoyed being in the limelight,"The same official added that the government is carefully reviewing its response options, taking into account domestic laws and procedures, as well as its defense posture on the Korean Peninsula

#5
Kim Jong-un has claimed North Korea’s new battle tank has ""unmatched"" capabilities, as he attended a drill that showcased his push for high-tech weaponry, while again placing his teenage daughter into the spotlight.",B2,5.1002,False,foreground|glare|highlight|limelight|play up|public eye|spot
cracking,cracking,NOUN,명사,/ˈkɹækɪŋ/,a sudden sharp noise,,the crack of a whip,"He added that signs of cracking are emerging within Iran’s leadership, signaling the possibility that the conflict could end sooner than many expect.",B2,5.0799,False,break|check|crack|fracture|snap
exceeding,exceed,VERB,동사,/ɪkˈsiːd/,be greater in scope or size than some standard,,Their loyalty exceeds their national bonds,"Arrivals in these groups jumped 40 percent and 35-point-2 percent respectively, exceeding the overall growth rate.",B2,5.0799,False,go past|outdo|outgo|outmatch|outperform|outstrip|overstep|pass|surmount|surpass|top|transcend
showcased,showcase,VERB,동사,/ˈʃəʊˌkeɪs/,a setting in which something can be displayed to best effect,,it was a showcase for democracy in Africa,"The same official added that the government is carefully reviewing its response options, taking into account domestic laws and procedures, as well as its defense posture on the Korean Peninsula

#5
Kim Jong-un has claimed North Korea’s new battle tank has ""unmatched"" capabilities, as he attended a drill that showcased his push for high-tech weaponry, while again placing his teenage daughter into the spotlight.",B2,5.0799,False,case|display case|show window|vitrine
