word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
unseasonal,unseasonal,ADJ,형용사,,,,,"Visitors are enjoying the blooms nearly a week earlier than last year, 
with flowers opening on March 29, as an unseasonal surge in spring temperatures accelerated the season, according to the weather authorities.",C2,7.1798,False,
deescalate,deescalate,ADJ,형용사,,To decrease in intensity or magnitude.,,,Macron also underscored the need for France and South Korea to cooperate to help reopen the Strait of Hormuz and deescalate conflict in the Middle East at the international level.,C2,7.04,False,
naphtha,naphtha,NOUN,명사,/ˈnæfθə/,any of various volatile flammable liquid hydrocarbon mixtures; used chiefly as solvents,,,"The Ministry of Finance and Economy unveiled emergency steps on Friday, targeting naphtha and crude oil shortages affecting daily essentials 
like food packaging and garbage bags.",C1,6.8697,False,
rerouting,reroute,VERB,동사,,To change the route taken by something.,,We'll have to reroute some buses to avoid the construction work.,"Importers will be exempt from tariffs on extra shipping costs 
caused by rerouting around the blocked Strait of Hormuz.",C1,6.5901,False,
redistribute,redistribute,VERB,동사,/ˌɹɪːdɪˈstɹɪbjuːt/,distribute anew,,redistribute the troops more strategically,"On top of that, quality inspections for garbage bags will be cut from 
10 days to just one day, and local governments can now 
buy and redistribute stocks without bidding limits.",C1,6.2299,False,
bottlenecks,bottleneck,NOUN,명사,,a narrowing that reduces the flow through a channel,,,"As part of its plan to ease supply chain bottlenecks caused by the 
Middle East conflict, the ministry announced two major measures.",C1,6.0301,False,chokepoint|constriction
underscored,underscore,VERB,동사,/ˈʌn.də(ɹ)ˌskɔː(ɹ)/,a line drawn underneath (especially under written matter),,,Macron also underscored the need for France and South Korea to cooperate to help reopen the Strait of Hormuz and deescalate conflict in the Middle East at the international level.,C1,6.0301,False,emphasise|emphasize|underline
hoon,hoon,NOUN,명사,,A worthless person; a hooligan or lout.,,,Welcome to Arirang News This is Park Kee hoon,C1,6.0101,False,
Importers,importer,NOUN,명사,,someone whose business involves importing goods from outside (especially from a foreign country),,India is the world's biggest importer of gold.,"Importers will be exempt from tariffs on extra shipping costs 
caused by rerouting around the blocked Strait of Hormuz.",B2,5.9208,False,
deepen,deepen,VERB,동사,/ˈdiːpən/,"make more intense, stronger, or more marked; ,",,The efforts were intensified,"Lee addressed concerns over uncertainties in global energy supply chains following summit talks with Macron, during which the two leaders discussed ways to deepen economic ties and strengthen coordination on security issues.",B2,5.8097,False,change|compound|heighten|intensify
unveiled,unveil,VERB,동사,/ʌnˈveɪl/,remove the veil from,,Women must not unveil themselves in public in Islamic societies,"The Ministry of Finance and Economy unveiled emergency steps on Friday, targeting naphtha and crude oil shortages affecting daily essentials 
like food packaging and garbage bags.",B2,5.8013,False,bring out|reveal|uncover
watercolor,watercolor,NOUN,명사,,a painting produced with watercolors,,,"After a series of unpredictable cold snaps, the cherry blossoms along Yeouido’s Yunjung-ro road have reached their peak, 
turning the road into a watercolor painting of flowers.",B2,5.7696,False,water-color|water-colour|watercolour
prioritizing,prioritize,VERB,동사,,assign a priority to,,we have too many things to do and must prioritize,"With the festival running through Friday to next Tuesday, 
the city is prioritizing pedestrian safety.",B2,5.6904,False,prioritise
bipartisan,bipartisan,ADJ,형용사,/ˈbaɪˌpɑː(ɹ)t.ɪ.zæn/,supported by both sides,,a two-way treaty,"Senior Presidential Secretary for Political Affairs Hong Ihk-pyo 
told reporters on Friday that Lee proposed the meeting himself, 
stressing the need for national unity and bipartisan cooperation 
in responding to the crisis.",B2,5.6308,False,bipartizan|two-party|two-way
reopen,reopen,VERB,동사,,open again or anew,,They reopened the theater,Macron also underscored the need for France and South Korea to cooperate to help reopen the Strait of Hormuz and deescalate conflict in the Middle East at the international level.,B2,5.58,False,
stabilize,stabilize,VERB,동사,,make stable and keep from fluctuating or put into an equilibrium,,The drug stabilized her blood pressure,"The government expects these temporary changes to quickly clear 
import and production disruptions and stabilize household living costs.",B2,5.5406,False,brace|stabilise|steady
tariffs,tariff,NOUN,명사,/ˈtæɹəf/,a government tax on imports or exports,,they signed a treaty to lower duties on trade between their countries,"Importers will be exempt from tariffs on extra shipping costs 
caused by rerouting around the blocked Strait of Hormuz.",B2,5.51,True,duty
mitigate,mitigate,VERB,동사,/ˈmɪt.ɪ.ɡeɪt/,lessen or to try to lessen the seriousness or extent of,,The circumstances extenuate the crime,President Lee Jae Myung said Friday he and French President Emmanuel Macron agreed to work together to secure the safe passage through the Strait of Hormuz and mitigate the broad impact from the war in the Middle East.,B2,5.4597,False,extenuate|palliate
blossoms,blossom,NOUN,명사,,reproductive organ of angiosperm plants especially one having showy or colorful parts,,,"After a series of unpredictable cold snaps, the cherry blossoms along Yeouido’s Yunjung-ro road have reached their peak, 
turning the road into a watercolor painting of flowers.",B2,5.3799,False,bloom|blossom forth|blossom out|efflorescence|flower|flush|heyday|peak|prime|unfold
accelerated,accelerate,VERB,동사,,move faster,,The car accelerated,"Visitors are enjoying the blooms nearly a week earlier than last year, 
with flowers opening on March 29, as an unseasonal surge in spring temperatures accelerated the season, according to the weather authorities.",B2,5.3401,False,quicken|speed|speed up
unpredictable,unpredictable,ADJ,형용사,,not capable of being foretold,,,"After a series of unpredictable cold snaps, the cherry blossoms along Yeouido’s Yunjung-ro road have reached their peak, 
turning the road into a watercolor painting of flowers.",B2,5.3197,False,irregular
fallout,fallout,NOUN,명사,/ˈfɔːlaʊt/,the radioactive particles that settle to the ground after a nuclear explosion,,,"President Lee will sit down with the leaders of South Korea's two main political parties next Tuesday to discuss the economic fallout 
from the Middle East conflict.",B2,5.3098,False,radioactive dust|side effect
flocked,flock,VERB,동사,,a church congregation guided by a pastor,,Tourists flocked to the shrine where the statue was said to have shed tears,"Local officials report that over 3-hundred forty thousand visitors flocked to this area on Thursday alone, a day before the festival’s formal start.",B2,5.3098,False,batch|deal|fold|good deal|great deal|hatful|heap|lot|mass|mess|mickle|mint|mountain|muckle|passel
disruptions,disruption,NOUN,명사,,an act of delaying or interrupting the continuity,,it was presented without commercial breaks,"The government expects these temporary changes to quickly clear 
import and production disruptions and stabilize household living costs.",B2,5.2899,False,break|commotion|dislocation|disturbance|flutter|gap|hoo-ha|hoo-hah|hurly burly|interruption|kerfuffle|perturbation|to-do
pedestrian,pedestrian,NOUN,명사,,a person who travels by foot,,,"With the festival running through Friday to next Tuesday, 
the city is prioritizing pedestrian safety.",B2,5.2899,False,earthbound|footer|prosaic|prosy|walker
bilateral,bilateral,ADJ,형용사,/baɪˈlætəɹəl/,having identical parts on each side of an axis,,,"Lee said the two leaders also agreed to boost trade and investment with a goal of reaching $20 billion in annual bilateral trade by 2030, up from $15 billion last year.",B2,5.2798,True,bilaterally symmetric|bilaterally symmetrical|isobilateral|two-sided
exempt,exempt,ADJ,형용사,/ɛɡˈzɛm(p)t/,grant relief or an exemption from a rule or requirement to,,She exempted me from the exam,"Importers will be exempt from tariffs on extra shipping costs 
caused by rerouting around the blocked Strait of Hormuz.",B2,5.2197,False,excuse|free|let off|nontaxable|relieve
cooperate,cooperate,VERB,동사,/koʊˈɒpəɹeɪt/,work together on a common enterprise of project,,The soprano and the pianist did not get together very well,Macron also underscored the need for France and South Korea to cooperate to help reopen the Strait of Hormuz and deescalate conflict in the Middle East at the international level.,B2,5.2097,False,collaborate|get together|join forces
restricted,restrict,VERB,동사,,place restrictions on,,curtail drinking in school,Traffic on nearby roads will remain fully restricted until April 8th.,B2,5.2,False,bound|confine|curb|curtail|cut back|limit|qualify|restrain|throttle|trammel
according,accord,VERB,동사,,harmony of people's opinions or actions or characters,,the two parties were in agreement,"Visitors are enjoying the blooms nearly a week earlier than last year, 
with flowers opening on March 29, as an unseasonal surge in spring temperatures accelerated the season, according to the weather authorities.",B2,5.1898,False,accordance|agree|agreement|concord|conformity|consort|fit in|harmonise|harmonize|pact|treaty
