word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
unwelcomed,unwelcomed,ADJ,형용사,,not welcome; not giving pleasure or received with pleasure,,unwelcome publicity,"Moving to the weather forecast,
Most regions have been trapped by unwelcomed spring guest dusty air for several days now but the dust should begin to clear late tomorrow afternoon as cleaner northeasterly winds move in, starting from the eastern regions.",C2,7.3595,False,unwished|unwished-for
northeasterly,northeasterly,ADJ,형용사,,coming from the northeast,,northeasterly winds,"Moving to the weather forecast,
Most regions have been trapped by unwelcomed spring guest dusty air for several days now but the dust should begin to clear late tomorrow afternoon as cleaner northeasterly winds move in, starting from the eastern regions.",C1,6.6596,False,northeast|northeastern
centimeters,centimeter,NOUN,명사,,a metric unit of length equal to one hundredth of a meter,,,East of Gangwon State might get snow instead with 5 to 15 centimeters expected through Friday.,C1,6.1101,False,centimetre|cm
multipurpose,multipurpose,ADJ,형용사,,having multiple uses,,a multipurpose tool,"#4
North Korean leader Kim Jong-un has once again observed the test-firing 
of strategic cruise missiles from the Choe Hyon, 
a 5-thousand-ton multipurpose destroyer.",C1,6.0501,False,
delve,delve,VERB,동사,,"turn up, loosen, or remove earth",,Dig we must,"The UN Women's center in Seoul held a ceremony to commemorate the day on Wednesday, to invite experts to delve into the discourse.",B2,5.8601,False,cut into|dig|turn over
Ghanaian,ghanaian,ADJ,형용사,,of or relating to or characteristic of Ghana or its people or language,,Ghanaian cocoa production,"And We start with the top headlines at this hour
#1
Bolstering the partnership was the focal point 
as President Lee Jae Myung hosted his Ghanaian counterpart John Mahama, 
noting the two countries' shared experiences of achieving democracy 
and the increasing trade volume.",B2,5.8601,False,Ghanaian|Ghanese|Ghanian
denounced,denounce,VERB,동사,/diˈnaʊns/,speak out against,,He denounced the Nazis,"The launches came as Seoul and Washington 
kicked off their annual joint military exercise Freedom Shield on Monday, 
which the North has long denounced despite them being defensive in nature.",B2,5.7595,False,betray|brand|give away|grass|mark|rat|shit|shop|snitch|stag|stigmatise|stigmatize|tell on
Bolstering,bolster,VERB,동사,/ˈbəʊlstə/,a pillow that is often put across a bed underneath the regular pillows,,,"And We start with the top headlines at this hour
#1
Bolstering the partnership was the focal point 
as President Lee Jae Myung hosted his Ghanaian counterpart John Mahama, 
noting the two countries' shared experiences of achieving democracy 
and the increasing trade volume.",B2,5.6904,False,bolster up|long pillow|pad
lingering,linger,VERB,동사,/ˈlɪŋɡə/,remain present although waning or gradually dying,,Her perfume lingered on,"Global energy markets have been rocked by extreme volatility, 
with the impact lingering nationwide.",B2,5.6904,False,dawdle|footle|hang around|hover|lallygag|loaf|loiter|lollygag|lounge|lurk|mess about|mill about|mill around|tarry
commissioning,commissioning,NOUN,명사,,the act of granting authority to undertake certain functions,,a committee is a group that keeps minutes and loses hours,"Similar strategic cruise missile launches were conducted earlier this month, 
ahead of the Choe Hyon's commissioning, 
which Kim had observed from the site alone.",B2,5.6799,False,commission
escalating,escalate,VERB,동사,/ˈɛs.kə.leɪt/,increase in extent or intensity,,The Allies escalated the bombing,"#3
South Korea is aggressively deploying all available policy tools 
to shield its economy from the escalating situation in the Middle East.",B2,5.6498,False,intensify|step up
designated,designate,VERB,동사,/ˈdɛzɪɡ.neɪt/,assign a name or title to,,to designate the boundaries of a country,"The KCNA said multiple cruise missiles were launched in quick succession 
along flight trajectories set over the Yellow Sea 
and flew for just under 3 hours before striking designated targets.",B2,5.6308,False,assign|delegate|denominate|depute|destine|doom|fate|indicate|intend|point|show|specify
surpassed,surpass,VERB,동사,/sɚˈpæs/,distinguish oneself,,She excelled in math,The Seoul average even surpassed 2-thousand won at one point.,B2,5.6308,False,exceed|excel|go by|go past|outdo|outgo|outmatch|outperform|outstrip|pass|pass by|stand out|surmount|transcend|travel by
elevated,elevate,VERB,동사,/ˈɛləveɪt/,give a promotion to or assign to a higher position,,John was kicked upstairs when a replacement was hired,"This came on Wednesday as the government, 
recognizing that domestic pumps often lag behind global price drops, 
upgraded its regular economic meetings to an emergency status 
and elevated its joint response task force to the vice-ministerial level.",B2,5.6198,False,advance|bring up|get up|kick upstairs|lift|promote|raise|upgrade
liter,liter,NOUN,명사,/ˈliː.tə/,"a metric unit of capacity, formerly defined as the volume of one kilogram of pure water under standard conditions; now equal to 1,000 cubic centimeters (or approximately 1.75 pints)",,You should be able to fill four cups with one litre of water.,"The national average price of gasoline has surged past 1,905 won per liter, 
with prices in Seoul nearing 1,950 won.",B2,5.5406,False,cubic decimeter|cubic decimetre|l|litre
commemorate,commemorate,VERB,동사,,mark by some ceremony or observation,,The citizens mark the anniversary of the revolution with a march and a parade,"The UN Women's center in Seoul held a ceremony to commemorate the day on Wednesday, to invite experts to delve into the discourse.",B2,5.51,False,immortalise|immortalize|mark|memorialise|memorialize|record|remember
volatility,volatility,NOUN,명사,,the property of changing readily from a solid or liquid to a vapor,,,"Just a day earlier, on Monday, global oil prices had spiked dramatically, 
with Brent briefly hitting 119 dollars per barrel 
due to volatility stemming from fears over supply disruptions in the Middle East, particularly through the Strait of Hormuz.",B2,5.51,False,excitability|excitableness|unpredictability
destroyer,destroyer,NOUN,명사,,a small fast lightly armored but heavily armed warship,,,"#4
North Korean leader Kim Jong-un has once again observed the test-firing 
of strategic cruise missiles from the Choe Hyon, 
a 5-thousand-ton multipurpose destroyer.",B2,5.5003,False,guided missile destroyer|ruiner|undoer|uprooter|waster
tackling,tackling,NOUN,명사,,accept as a challenge,,I'll tackle this difficult task,"MOUs were signed on Wednesday for cooperation not only on maritime security, but also on technology and science, as well as joint tackling of climate change.",B2,5.5003,False,harness|tackle|take on|undertake
ministerial,ministerial,ADJ,형용사,/ˌmɪn.əˈstiɹ.i.əl/,of or relating to a minister of religion or the minister's office,,ministerial duties,"This came on Wednesday as the government, 
recognizing that domestic pumps often lag behind global price drops, 
upgraded its regular economic meetings to an emergency status 
and elevated its joint response task force to the vice-ministerial level.",B2,5.4498,False,
reversal,reversal,NOUN,명사,/ɹɪˈvɜː(ɹ)səl/,a change from one state to the opposite state,,there was a reversal of autonomic function,"The sharp reversal came after U.S. President Donald Trump signaled 
an early resolution in the conflict in the Middle East.",B2,5.4401,False,black eye|blow|change of mind|flip-flop|reverse|setback|turn around|turnabout|turnaround
superiority,superiority,NOUN,명사,,the quality of being superior,,,"Kim expressed satisfaction that the tests verified the reliability 
of the national integrated control system 
for strategic weapons and the superiority 
of the destroyer's integrated combat system.",B2,5.4101,False,favorable position|favourable position|high quality|transcendence|transcendency
trajectories,trajectory,NOUN,명사,/tɹəˈdʒɛktəɹɪ/,the path followed by an object moving through space,,,"While recent international oil trends have shown signs of cooling 
over hopes of an end to Operation Epic Fury, 
the government remains on high alert, closely monitoring price trajectories.",B2,5.3904,False,flight
aggressively,aggressively,ADV,부사,,in an aggressive manner,,she was being sharply questioned,"#3
South Korea is aggressively deploying all available policy tools 
to shield its economy from the escalating situation in the Middle East.",B2,5.3696,False,sharply
cocoa,cocoa,NOUN,명사,/ˈkəʊ.kəʊ/,a beverage made from cocoa powder and milk and sugar; usually drunk hot,,,"There was a friendly atmosphere as the leaders touched upon a link 
between the two countries represented by 'Ghana' chocolate, 
a chocolate bar made from Ghanaian cocoa 
that was launched in Korea more than 50 years ago.",B2,5.3595,False,chocolate|drinking chocolate|hot chocolate
dusty,dusty,ADJ,형용사,,covered with a layer of dust,,a dusty pile of books,"Moving to the weather forecast,
Most regions have been trapped by unwelcomed spring guest dusty air for several days now but the dust should begin to clear late tomorrow afternoon as cleaner northeasterly winds move in, starting from the eastern regions.",B2,5.3298,False,cold|dust-covered|moth-eaten|stale
focal,focal,ADJ,형용사,/ˈfəʊ.kl̩/,having or localized centrally at a focus,,focal point,"And We start with the top headlines at this hour
#1
Bolstering the partnership was the focal point 
as President Lee Jae Myung hosted his Ghanaian counterpart John Mahama, 
noting the two countries' shared experiences of achieving democracy 
and the increasing trade volume.",B2,5.3298,False,
Brent,brent,NOUN,명사,,small dark geese that breed in the north and migrate southward,,,"Brent crude futures on the Intercontinental Exchange settled 
at 87-point-8 U.S. dollars per barrel, down 11 percent from the previous day.",B2,5.3098,False,brant|brant goose|brent goose
counterpart,counterpart,NOUN,명사,/ˈkaʊntəˌpɑːt/,a person or thing having the same function or characteristics as another,,Those brass knobs and their hollow counterparts interlock perfectly,"And We start with the top headlines at this hour
#1
Bolstering the partnership was the focal point 
as President Lee Jae Myung hosted his Ghanaian counterpart John Mahama, 
noting the two countries' shared experiences of achieving democracy 
and the increasing trade volume.",B2,5.3002,False,opposite number|similitude|twin|vis-a-vis
deploying,deploy,VERB,동사,/dɪˈplɔɪ/,place troops or weapons in battle formation,,,"#3
South Korea is aggressively deploying all available policy tools 
to shield its economy from the escalating situation in the Middle East.",B2,5.3002,False,
