word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
hynix,hynix,NOUN,명사,,,,,SK hynix... LG... and Naver... to name a few... to address... high-bandwidth memory... physical AI... and cloud computing... respectively.,C2,7.1302,False,
redeployment,redeployment,NOUN,명사,,the withdrawal and redistribution of forces in an attempt to use them more effectively,,,The latest House draft also includes provisions aimed at strongly limiting the U.S. president’s ability to make unilateral decisions regarding the reduction or redeployment of troops stationed in Europe.,C1,6.6402,False,redisposition
obligated,obligate,VERB,동사,,force somebody to do something,,We compel all students to fill out this form,"Released by the House Armed Services Committee Chairman Mike Rogers on Friday,... the NDAA for fiscal year from October this year to September next year says that no funds authorized under the act may be “obligated or expended” for the purpose of reducing the number of U.S. troops stationed in South Korea below 28-thousand-500.",C1,6.4295,False,bind|compel|hold|oblige
finalized,finalize,VERB,동사,/ˈfaɪnəlaɪz/,make final; put the last touches on; put into final form,,let's finalize the proposal,"The NDAA must pass both the House and Senate,... and thus, this version could still change during negotiations with the Senate before the bill is finalized.",C1,6.1101,False,finalise|nail down|settle
expended,expend,VERB,동사,/ɛkˈspɛnd/,"use up, consume fully",,The legislature expended its time on school questions,"Released by the House Armed Services Committee Chairman Mike Rogers on Friday,... the NDAA for fiscal year from October this year to September next year says that no funds authorized under the act may be “obligated or expended” for the purpose of reducing the number of U.S. troops stationed in South Korea below 28-thousand-500.",C1,6.1002,False,drop|spend|use
northward,northward,ADV,부사,/ˈnɔːθwəd/,the cardinal compass point that is at 0 or 360 degrees,,,"Meanwhile, Typhoon Jangmi is heading northward, south of Japan.",B2,5.7799,False,N|due north|north|northbound|northerly|northwards
gubernatorial,gubernatorial,ADJ,형용사,/ˌɡjuː.bə.neˈtɔː.ɹi.əl/,relating to a governor,,gubernatorial election,"The two-day early voting began earlier Friday for the local elections and parliamentary by-elections, in which 16 mayoral and gubernatorial posts will be contested, along with 227 local government chief positions and some 4,000 seats on local councils.",B2,5.7696,False,
mayoral,mayoral,ADJ,형용사,/meɪˈɔː.ɹəl/,of or relating to a mayor or the office of mayor,,mayoral elections,"The two-day early voting began earlier Friday for the local elections and parliamentary by-elections, in which 16 mayoral and gubernatorial posts will be contested, along with 227 local government chief positions and some 4,000 seats on local councils.",B2,5.719,False,
broadening,broaden,VERB,동사,,make broader,,broaden the road,"The ""FY2027 NDAA"" draft goes further than this year’s version by broadening the funding restrictions on reducing U.S. troops in South Korea.",B2,5.699,False,branch out|diversify|extend|widen
allocated,allocate,VERB,동사,/ˈæl.ə.keɪt/,distribute according to a plan or set apart for a special purpose,,I am allocating a loaf of bread to everyone on a daily basis,"It bars not only NDAA funds, but also any funds allocated in fiscal years 2026 and 2027, from being used for troop cuts.",B2,5.6904,False,apportion
unilateral,unilateral,ADJ,형용사,[ˌjʉː.nɪˈlæt.ə.ɹɫ̩],involving only one part or side,,unilateral paralysis,The latest House draft also includes provisions aimed at strongly limiting the U.S. president’s ability to make unilateral decisions regarding the reduction or redeployment of troops stationed in Europe.,B2,5.6498,True,one-sided
authorized,authorize,VERB,동사,/ˈɑθəɹaɪz/,grant authorization or clearance for,,Clear the manuscript for publication,"Released by the House Armed Services Committee Chairman Mike Rogers on Friday,... the NDAA for fiscal year from October this year to September next year says that no funds authorized under the act may be “obligated or expended” for the purpose of reducing the number of U.S. troops stationed in South Korea below 28-thousand-500.",B2,5.6198,False,authorise|clear|empower|pass
soar,soar,VERB,동사,/sɔː/,the act of rising upward into the air,,,"By Sunday, Seoul will rise to 30 degrees, while Pohang is forecast to soar to 34 degrees.",B2,5.6108,False,hang glide|soar up|soar upwards|surge|zoom
Ozone,ozone,NOUN,명사,/ˈoʊzoʊn/,a colorless gas (O3) soluble in alkalis and cold water; a strong oxidizing agent; can be produced by electric discharge in oxygen or by the action of ultraviolet radiation on oxygen in the stratosphere (where it acts as a screen for ultraviolet radiation),,,Ozone concentrations will also be on the rise.,B2,5.58,False,
weakening,weaken,VERB,동사,/ˈwikən/,lessen the strength of,,The fever weakened his body,"3.
Korea must play a larger role in global climate diplomacy,... amid weakening global leadership in an increasingly contested world.",B2,5.51,False,break|counteract|countermine|damp|dampen|de-escalate|sabotage|soften|step down|subvert|undermine
bandwidth,bandwidth,ADJ,형용사,/ˈbændwɪdθ/,a data transmission rate; the maximum amount of information (bits/second) that can be transmitted along a channel,,,"4.

Samsung Electronics has begun shipping samples of its latest high-bandwidth memory chip, becoming the first in the industry to supply 12-layer HBM4E samples.",B2,5.3799,False,
troops,troop,NOUN,명사,/tɹuːp/,a group of soldiers,,,A draft of the National Defense Authorization Act submitted by the U.S. House of Representatives for the fiscal year 2027 contains strengthened restrictions on the use of funds to reduce the number of U.S. Forces Korea troops.,B2,5.3098,False,flock|parade|promenade|scout group|scout troop
emissions,emission,NOUN,명사,/ɪˈmɪʃn̩/,the act of emitting; causing to flow forth,,the emission was mostly blood,"The forum featured presentations on energy security and emissions reduction,... followed by a broader discussion between government officials, academics, industry experts and media.",B2,5.3002,True,discharge|emanation|expelling
diplomacy,diplomacy,NOUN,명사,,negotiation between nations,,National diplomacy typically deploys its dexterity to secure advantage for one's nation.,"3.
Korea must play a larger role in global climate diplomacy,... amid weakening global leadership in an increasingly contested world.",B2,5.2899,False,delicacy|diplomatic negotiations|discreetness|finesse|statecraft|statesmanship
restrictions,restriction,NOUN,명사,/ɹɪˈstɹɪkʃən/,a principle that limits the extent of something,,I am willing to accept certain restrictions on my movements,A draft of the National Defense Authorization Act submitted by the U.S. House of Representatives for the fiscal year 2027 contains strengthened restrictions on the use of funds to reduce the number of U.S. Forces Korea troops.,B2,5.2403,False,confinement|limitation
contested,contested,ADJ,형용사,,"to make the subject of dispute, contention, or litigation",,They contested the outcome of the race,"3.
Korea must play a larger role in global climate diplomacy,... amid weakening global leadership in an increasingly contested world.",B2,5.2299,False,contend|contest|repugn
negotiations,negotiation,NOUN,명사,/nɪˌɡəʊʃiˈeɪʃən/,a discussion intended to produce an agreement,,the buyout negotiation lasted several days,"The NDAA must pass both the House and Senate,... and thus, this version could still change during negotiations with the Senate before the bill is finalized.",B2,5.2197,True,dialogue|talks
according,accord,VERB,동사,,harmony of people's opinions or actions or characters,,the two parties were in agreement,"That’s according to experts and officials attending a forum in Seoul,... hosted by the Seoul International Law Academy.",B2,5.1898,False,accordance|agree|agreement|concord|conformity|consort|fit in|harmonise|harmonize|pact|treaty
predecessor,predecessor,NOUN,명사,/ˈpɹiːdɪsɛsɚ/,one who precedes you in time (as in holding a position or office),,,"Samsung said the new HBM4E offers faster speeds and greater bandwidth than its predecessor, while also improving capacity and energy efficiency.",B2,5.1798,False,forerunner|harbinger|herald|precursor
polling,polling,NOUN,명사,/pɔl/,get the opinions (of people) by asking specific questions,,,"Voters can cast their ballots at any of more than 3,500 polling stations across the nation from 6 a.m. to 6 p.m. on Friday and Saturday.",B2,5.1701,False,canvas|canvass|poll|pollard
dominate,dominate,VERB,동사,/ˈdɒməˌneɪt/,"be larger in number, quantity, power, status or importance",,Money reigns supreme here,Strong sunshine will dominate throughout tomorrow.,B2,5.1302,False,command|eclipse|master|overlook|overshadow|overtop|predominate|prevail|reign|rule
amid,amid,ADP,,/əˈmɪd/,In the middle of; in the center of; surrounded by.,,,"3.
Korea must play a larger role in global climate diplomacy,... amid weakening global leadership in an increasingly contested world.",B2,5.0501,False,
referendum,referendum,NOUN,명사,/ˌɹɛfəˈɹɛndəm/,a legislative act is referred for final approval to a popular vote by the electorate,,,The upcoming elections are the first major ones for the Lee administration since it took office in June and thus widely regarded as a referendum on its first year in office.,B2,5.02,True,
