word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
KOSPI,kospi,NOUN,명사,,,,,"In particular, the KOSPI's total market capitalization surpassed 6-thousand trillion won, approximately 4 trillion U.S. dollars for the first time ever, increasing more than 1-thousand trillion won in just about three months.",C2,7.5302,False,
destined,destine,VERB,동사,,decree or designate beforehand,,She was destined to become a great pianist,"#5
North Korea has revised its constitution to formally codify Kim Jong-un’s “hostile two states” doctrine, abandoning decades of rhetoric portraying the two Koreas as part of a single nation destined for reunification.",C2,7.2798,False,designate|doom|fate|intend|specify
codify,codify,VERB,동사,,"organize into a code or system, such as a body of law",,Hammurabi codified the laws,"#5
North Korea has revised its constitution to formally codify Kim Jong-un’s “hostile two states” doctrine, abandoning decades of rhetoric portraying the two Koreas as part of a single nation destined for reunification.",C1,6.6108,False,
data,datum,NOUN,명사,,an item of factual information derived from measurement or research,,statistical data,"With chip exports hitting historic highs driven by the global AI boom, officials say the refined data will allow for more precise monitoring of South Korea’s top export engine.",C1,6.4802,False,data point
sidecar,sidecar,NOUN,명사,,a cocktail made of orange liqueur with lemon juice and brandy,,,"The rally gained further momentum early in the session, surging into the 7-thousand-3-hundred range and triggering a buy-side sidecar that temporarily halted program buying for five minutes.",C1,6.4597,False,
intraday,intraday,NOUN,명사,,Occurring during a single day.,,,The breakthrough came just over two months after the KOSPI first topped the 6-thousand mark intraday in late February.,C1,6.3904,False,
legitimizing,legitimize,VERB,동사,,make legal,,Marijuana should be legalized,"The revised constitution also boosts Kim’s authority, defining the State Affairs Commission chairman as the country’s head of state, and legitimizing his authority over nuclear weapons usage, for the first time.",C1,6.2503,False,decriminalise|decriminalize|legalise|legalize|legitimate|legitimatise|legitimatize|legitimise
agri,agri,NOUN,명사,,,,,"The Ministry of Trade, Industry and Resources said on Wednesday that it's expanding its list of ""major export items"" from 15 to 20, adding categories such as agri-food and cosmetics.",C1,6.1101,False,
finalized,finalize,VERB,동사,/ˈfaɪnəlaɪz/,make final; put the last touches on; put into final form,,let's finalize the proposal,"Citing requests from mediating countries like Pakistan and what he described as ""great progress"" toward a final agreement with Iran, Trump stated the movement of ships is being halted to determine if a deal can be finalized.",C1,6.1101,False,finalise|nail down|settle
reunification,reunification,NOUN,명사,,the act of coming together again,,monetary unification precipitated the reunification of the German state in October 1990,"#5
North Korea has revised its constitution to formally codify Kim Jong-un’s “hostile two states” doctrine, abandoning decades of rhetoric portraying the two Koreas as part of a single nation destined for reunification.",B2,5.9101,False,reunion
capitalization,capitalization,NOUN,명사,,writing in capital letters,,,"In particular, the KOSPI's total market capitalization surpassed 6-thousand trillion won, approximately 4 trillion U.S. dollars for the first time ever, increasing more than 1-thousand trillion won in just about three months.",B2,5.8794,False,capitalisation
mediating,mediate,VERB,동사,/ˈmidi.ət/,act between parties with a view to reconciling differences,,He interceded in the family dispute,"Citing requests from mediating countries like Pakistan and what he described as ""great progress"" toward a final agreement with Iran, Trump stated the movement of ships is being halted to determine if a deal can be finalized.",B2,5.8697,False,arbitrate|in-between|intercede|intermediate|liaise|middle
millimeters,millimeter,NOUN,명사,,a metric unit of length equal to one thousandth of a meter,,,"But the Seoul metropolitan area and inland Gangwon State will only see around 5 millimeters, and Chungcheong-do Province will receive less than 5 millimeters.",B2,5.8697,False,millimetre|mm
towing,towing,NOUN,명사,,drag behind,,Horses used to tow barges along the canal,A staff member from the shipping company HMM said it has finalized contracts for both towing and repairs.,B2,5.6799,False,tow
surpassed,surpass,VERB,동사,/sɚˈpæs/,distinguish oneself,,She excelled in math,"In particular, the KOSPI's total market capitalization surpassed 6-thousand trillion won, approximately 4 trillion U.S. dollars for the first time ever, increasing more than 1-thousand trillion won in just about three months.",B2,5.6308,False,exceed|excel|go by|go past|outdo|outgo|outmatch|outperform|outstrip|pass|pass by|stand out|surmount|transcend|travel by
statistics,statistic,NOUN,명사,,a datum that can be represented numerically,,,"#4
The government is overhauling its export statistics system for the first time in seven years to better reflect the nation’s shifting industrial landscape.",B2,5.5498,False,statistic
revised,revise,VERB,동사,,the act of rewriting something,,revise a thesis,"#5
North Korea has revised its constitution to formally codify Kim Jong-un’s “hostile two states” doctrine, abandoning decades of rhetoric portraying the two Koreas as part of a single nation destined for reunification.",B2,5.52,False,rescript|retool|revisal|revision
relentless,relentless,ADJ,형용사,/ɹɪˈlɛntləs/,not to be placated or appeased or moved by entreaty,,grim determination,"And We start with the top headlines at this hour
#1
Fueled by a relentless rally, Korea's benchmark KOSPI broke through the 7-thousand range for the first time ever on Wednesday.",B2,5.4895,False,grim|inexorable|persistent|stern|unappeasable|unforgiving|unrelenting
semiconductor,semiconductor,NOUN,명사,,a substance as germanium or silicon whose electrical conductivity is intermediate between that of a metal and an insulator; its conductivity increases with temperature and in the presence of impurities,,,"Most notably, the government will now track memory and system chips separately within the semiconductor category.",B2,5.4698,False,semiconducting material|semiconductor device|semiconductor unit
blockade,blockade,NOUN,명사,/blɒˈkeɪd/,a war measure that isolates some area of importance to the enemy,,,"He emphasized, however, that the broader U.S. naval blockade of Iranian ports remains in full effect.",B2,5.4295,False,bar|barricade|block|block off|block up|embarrass|encirclement|hinder|obstruct|stop|stymie|stymy
similarities,similarity,NOUN,명사,/sɪmɪˈlæɹɪti/,the quality of being similar,,,"On ""Maritime Freedom Construct,"" --- which has been separately proposed by the U.S., --- Wi added that Seoul is studying similarities and differences between the coalition approach and Project Freedom.",B2,5.4202,False,law of similarity
overhauling,overhaul,VERB,동사,/ˈoʊvɚˌhɑl/,periodic maintenance on a car or machine,,it was time for an overhaul on the tractor,"#4
The government is overhauling its export statistics system for the first time in seven years to better reflect the nation’s shifting industrial landscape.",B2,5.4101,False,inspection and repair|modernise|modernize|overtake|pass|redevelopment|renovation|service
benchmark,benchmark,ADJ,형용사,,a standard by which something can be measured or judged,,his painting sets the benchmark of quality,"And We start with the top headlines at this hour
#1
Fueled by a relentless rally, Korea's benchmark KOSPI broke through the 7-thousand range for the first time ever on Wednesday.",B2,5.4001,True,bench mark
portraying,portray,VERB,동사,,portray in words,,The book portrays the actor as a selfish person,"#5
North Korea has revised its constitution to formally codify Kim Jong-un’s “hostile two states” doctrine, abandoning decades of rhetoric portraying the two Koreas as part of a single nation destined for reunification.",B2,5.3696,False,depict|impersonate|limn|present
