word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
pending,pende,VERB,동사,,awaiting conclusion or confirmation,,business still pending,The court also imposed a 20-day detention period pending a possible appeal.,C2,7.9393,False,
KOSPI,kospi,NOUN,명사,,,,,"The benchmark KOSPI opened at 6-thousand-141-point-6, up 2.91 percent from the previous session, and was trading higher at 6-thousand-146-point-0-6 as of 10:30 a.m. before hitting 6-thousand-183-point-2-1.",C2,7.5302,False,
deepfake,deepfake,NOUN,명사,,,,,"#5
An American YouTuber, known online as Johnny Somali, has been sentenced to six months in jail in South Korea for multiple charges including public nuisance and distributing sexually explicit deepfake content.",C2,7.4895,False,
naphtha,naphtha,NOUN,명사,/ˈnæfθə/,any of various volatile flammable liquid hydrocarbon mixtures; used chiefly as solvents,,,"According to Presidential Chief of Staff Kang Hoon-sik on this Wednesday 
Korea has secured 2-hundred-73 million barrels of crude oil 
and 2-point-1 million tons of naphtha to be delivered through waterways that bypass the Strait of Hormuz.",C1,6.8697,False,
impartially,impartially,ADV,부사,,in an impartial manner,,he smiled at them both impartially,The U.S. Central Command stressed that the blockade is being enforced impartially against vessels of all nations entering or departing Iranian ports and coastal areas.,C1,6.5702,False,
data,datum,NOUN,명사,/ˈdeɪtəm/,an item of factual information derived from measurement or research,,,The crude oil volume is reportedly equivalent to more than three months of domestic consumption based on last year's data while the naphtha supply is equivalent to one month of imports.,C1,6.4802,False,data point
intraday,intraday,NOUN,명사,,Occurring during a single day.,,,"Kang's address to the media at the Blue House today follows his week-long trip to Kazakhstan Oman Saudi Arabia and Qatar as a special presidential envoy for strategic economic cooperation

#3
The Korea Composite Stock Price Index surged about 3 percent, breaking 6-thousand-100 during intraday trading on Wednesday.",C1,6.3904,False,
reaffirmed,reaffirm,VERB,동사,/ɹiːəˈfɜː(ɹ)m/,affirm once again,,He reaffirmed his faith in the church,"According to the Foreign Ministry, Cho reaffirmed that Seoul will fully comply with its obligations under the Non-Proliferation Treaty in the process of introducing conventionally armed nuclear-powered submarines, and emphasized its commitment to transparent communication with the IAEA.",C1,6.1701,False,
symbolizing,symbolize,VERB,동사,,"express indirectly by an image, form, or model; be a symbol",,What does the Statue of Liberty symbolize?,"Kalid sparked outrage after posting videos of himself engaging in lewd acts at public places, including at a statue symbolizing victims of wartime sexual slavery.",B2,5.9586,False,represent|stand for|symbolise|typify
conventionally,conventionally,ADV,부사,,in a conventional manner,,he usually behaves rather conventionally,"According to the Foreign Ministry, Cho reaffirmed that Seoul will fully comply with its obligations under the Non-Proliferation Treaty in the process of introducing conventionally armed nuclear-powered submarines, and emphasized its commitment to transparent communication with the IAEA.",B2,5.9318,False,
warships,warship,NOUN,명사,/wɔːˌʃɪp/,a government ship that is available for waging war,,,"The U.S. military said more than 10,000 Navy, Air Force and Marine Corps personnel, along with more than a dozen warships and over 100 aircraft, were taking part in the operation.",B2,5.8508,False,combat ship|war vessel
waterways,waterway,NOUN,명사,,a navigable body of water,,,"According to Presidential Chief of Staff Kang Hoon-sik on this Wednesday 
Korea has secured 2-hundred-73 million barrels of crude oil 
and 2-point-1 million tons of naphtha to be delivered through waterways that bypass the Strait of Hormuz.",B2,5.821,False,watercourse
lewd,lewd,ADJ,형용사,,suggestive of or tending to moral looseness,,lewd whisperings of a dirty old man,"Kalid sparked outrage after posting videos of himself engaging in lewd acts at public places, including at a statue symbolizing victims of wartime sexual slavery.",B2,5.8097,False,lascivious|libidinous|lustful|obscene|raunchy|salacious
constraints,constraint,NOUN,명사,/kənˈstɹeɪnt/,the state of being physically constrained,,dogs should be kept under restraint,"Seoul has long explored the move to develop nuclear-powered submarines, but has faced legal and diplomatic constraints tied to its civil nuclear agreement with the United States, as well as concerns of nuclear proliferation.",B2,5.719,False,restraint
