word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
pending,pende,VERB,동사,/ˈpɛndɪŋ/,awaiting conclusion or confirmation,,business still pending,"He urged resolving pending issues based on mutual respect and shared principles, while building forward-looking relationships.",C2,7.9393,False,
outpaces,outpace,VERB,동사,,surpass in speed,,Malthus believed that population increase would outpace increases in the means of subsistence,"This far outpaces the UK, which has seen only a roughly 3 percent rise to 3-point-99 trillion.",C1,6.58,False,
intraday,intraday,NOUN,명사,,Occurring during a single day.,,,"At one point in the session, the index rose to 6,712-point-73, topping the previous intraday high in the 6,600 range set just a day earlier and moving above the 6,700 mark for the first time.",C1,6.3904,False,
reshaping,reshape,VERB,동사,,shape anew or differently,,The new foreign minister reshaped the foreign policy of his country,"Chairing his first Cabinet meeting since the trip on Tuesday, President Lee said the war in the Middle East is reshaping the global economic and security landscape, and called for a more strategic and flexible diplomatic approach.",C1,6.1302,False,remold
underscored,underscore,VERB,동사,/ˈʌn.də(ɹ)ˌskɔː(ɹ)/,a line drawn underneath (especially under written matter),,,"At the same time, President Lee underscored the importance of maintaining stable ties with traditional partners.",C1,6.0301,False,emphasise|emphasize|underline
persistently,persistently,ADV,부사,,in a persistent manner,,"he was asking questions, unavoidable questions, persistently...",The gains were garnered... amid a persistently high exchange rate... that averaged over 1-thousand-4-hundred 60 won... to the dollar... throughout the quarter... boosting returns... on the bank's foreign currency securities... and overseas asset management.,B2,5.9508,False,
derailed,derail,VERB,동사,,cause to run off the tracks,,they had planned to derail the trains that carried atomic waste,"Speaking shortly after his arrival, Araghchi sharply criticized Washington, saying its approach had derailed negotiations.",B2,5.9208,False,jump
capitalization,capitalization,NOUN,명사,,writing in capital letters,,,Bloomberg reported Tuesday that the total market capitalization of Korean-listed firms has jumped more than 45 percent this year to around 4-point-04 trillion U.S. dollars.,B2,5.8794,False,capitalisation
hovering,hover,VERB,동사,,be undecided about something; waver between conflicting positions or courses of action,,He oscillates between accepting the new position and retirement,"Moving to weather forecast,
Skies will clear up again from tomorrow, with daytime highs hovering around 20 degrees.",B2,5.7399,False,brood|bulk large|levitate|linger|loom|oscillate|vacillate|vibrate
broaden,broaden,VERB,동사,,make broader,,broaden the road,"President Lee Jae Myung has stressed the need to broaden South Korea's diplomatic outreach to the Global South, following his recent trip to India and Vietnam.",B2,5.699,False,branch out|diversify|extend|widen
