word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
outplacing,outplace,VERB,동사,,,,,"According to The Art Newspaper on Wednesday, the museum recorded 6.5 million visitors in 2025, outplacing the British Museum and the Metropolitan Museum of Art.",C2,8.0,False,
KOSPI,kospi,NOUN,명사,,,,,"#4
The KOSPI ended 8.4 percent higher at 5478.7 on Wednesday, rebounding after barely holding above the 5,000 level the day before on hopes of a possible end to the U.S.-Iran conflict.",C2,7.5302,False,
deliverables,deliverable,NOUN,명사,/dɪˈlɪvɹəbəɫ/,something that can be provided as the product of development,,under this contract the deliverables include both software and hardware,"The talks yielded key deliverables on trade, defense industry, AI, shipbuilding and nuclear energy, with the bilateral cooperation highlighted amid the a global energy crisis due to the conflict in the Middle East.",C1,6.5702,False,
sidecar,sidecar,NOUN,명사,,a cocktail made of orange liqueur with lemon juice and brandy,,,"A buy-side sidecar was triggered shortly after the opening, as the KOSPI 200 futures index jumped more than five percent, halting program buying for five minutes.",C1,6.4597,False,
materialize,materialize,VERB,동사,,come into being; become reality,,Her dream really materialized,"The Industry Ministry said Wednesday the measure will take effect from midnight tonight, while the natural gas alert was also elevated to the third-highest level as energy supply disruptions begin to materialize.",C1,6.0101,False,happen|materialise
bolster,bolster,VERB,동사,/ˈbəʊlstə/,a pillow that is often put across a bed underneath the regular pillows,,,"Furthermore, South Korea and Indonesia plan to bolster their cooperation in defense industry, based upon their joint development of the KF-21 fighter jet.",B2,5.6904,False,bolster up|long pillow|pad
instructed,instruct,VERB,동사,/ˌɪnˈstɹʌkt/,impart skills or knowledge to,,I taught them French,Lee also instructed related ministries to set up a communication hotline with related industries... and impressed on them the need to find alternative supply lines.,B2,5.6904,False,apprise|apprize|learn|teach
shipbuilding,shipbuilding,NOUN,명사,,the construction of ships,,,"The talks yielded key deliverables on trade, defense industry, AI, shipbuilding and nuclear energy, with the bilateral cooperation highlighted amid the a global energy crisis due to the conflict in the Middle East.",B2,5.6696,False,ship building
elevated,elevate,VERB,동사,/ˈɛləveɪt/,give a promotion to or assign to a higher position,,John was kicked upstairs when a replacement was hired,"The Industry Ministry said Wednesday the measure will take effect from midnight tonight, while the natural gas alert was also elevated to the third-highest level as energy supply disruptions begin to materialize.",B2,5.6198,False,advance|bring up|get up|kick upstairs|lift|promote|raise|upgrade
hotline,hotline,NOUN,명사,,A telephone line that is always staffed and able to give immediate assistance.,,"If you've got any problems with the product, ring our hotline.",Lee also instructed related ministries to set up a communication hotline with related industries... and impressed on them the need to find alternative supply lines.,B2,5.6108,False,
volatility,volatility,NOUN,명사,,the property of changing readily from a solid or liquid to a vapor,,,March was dominated by volatility on Korean stock markets amid the Middle East conflict.,B2,5.51,False,excitability|excitableness|unpredictability
tightened,tighten,VERB,동사,/ˈtaɪ.tən/,make tight or tighter,,Tighten the wire,"In response, the Environment Ministry announced that starting next week, the current five-day vehicle rotation system will be tightened to a stricter two-day system.",B2,5.4895,False,constrain|fasten|reduce|stiffen|tighten up
rebounding,rebound,VERB,동사,/ɹiˈbaʊnd/,a movement back from an impact,,,"#4
The KOSPI ended 8.4 percent higher at 5478.7 on Wednesday, rebounding after barely holding above the 5,000 level the day before on hopes of a possible end to the U.S.-Iran conflict.",B2,5.4698,False,backlash|bounce|bound|rally|recoil|repercussion|resile|reverberate|ricochet|spring|take a hop
blossoms,blossom,NOUN,명사,,reproductive organ of angiosperm plants especially one having showy or colorful parts,,The blossom has come early this year.,It will be a perfect day to go out and enjoy the cherry blossoms at their peak.,B2,5.3799,False,bloom|blossom forth|blossom out|efflorescence|flower|flush|heyday|peak|prime|unfold
citing,cite,VERB,동사,/saɪt/,a short note recognizing a source of information or of a quoted passage,,the student's essay failed to list several important citations,"#3
The South Korean government has raised its oil security alert to the second-highest level, citing growing concerns over supply disruptions.",B2,5.3298,False,acknowledgment|advert|bring up|citation|credit|mention|name|quotation|quote|refer|reference
procurement,procurement,NOUN,명사,/pɹəˈkjʊə.mənt/,the act of getting possession of something,,he was responsible for the procurement of materials and supplies,"The move comes about a month into the ongoing conflict involving the United States and Israel against Iran, with difficulties in oil procurement and a more than 20 percent drop in domestic reserves.",B2,5.3197,True,procural|procurance
counterpart,counterpart,NOUN,명사,/ˈkaʊntəˌpɑːt/,a person or thing having the same function or characteristics as another,,Those brass knobs and their hollow counterparts interlock perfectly,"And We start with the top headlines at this hour
#1
President Lee Jae Myung hosted his Indonesian counterpart Prabowo Subianto on Wednesday at the Blue House, where they agreed to forge a ""special comprehensive strategic partnership.""",B2,5.3002,False,opposite number|similitude|twin|vis-a-vis
