word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
naphtha,naphtha,NOUN,명사,/ˈnæfθə/,any of various volatile flammable liquid hydrocarbon mixtures; used chiefly as solvents,,,"As naphtha supplies from the Middle East come under strain and prices soar, biodegradable bags are now gaining unprecedented attention.",C1,6.8697,False,
capsized,capsize,VERB,동사,/kæpˈsaɪz/,overturn accidentally,,Don't rock the boat or it will capsize!,"Over 300 people mostly students from Danwon High School in Ansan City lost their lives when the ferry capsized off the country's southwestern coast on April 16th 2014.

5.",C1,6.6696,False,turn turtle|turtle
reconsideration,reconsideration,NOUN,명사,,a consideration of a topic (as in a meeting) with a view to changing an earlier decision,,,"What began as a crisis is now forcing a reconsideration of our dependence on petroleum-based plastics, and opening new opportunities in the eco-friendly sector.
 
4.",C1,6.3497,False,afterthought|rethink|second thought
biodegradable,biodegradable,ADJ,형용사,/baɪoʊdəˈɡɹeɪdəbl̩/,capable of being decomposed by e.g. bacteria,,a biodegradable detergent,"As naphtha supplies from the Middle East come under strain and prices soar, biodegradable bags are now gaining unprecedented attention.",C1,6.1599,False,
finalized,finalize,VERB,동사,/ˈfaɪnəlaɪz/,make final; put the last touches on; put into final form,,let's finalize the proposal,"The White House spokeswoman Karoline Leavitt added that while discussions about a second round of talks are ongoing, no decisions have been finalized.",C1,6.1101,False,finalise|nail down|settle
deterrence,deterrence,NOUN,명사,/dɪˈtɛɹəns/,a negative motivational influence,,,"2.

U.S. commanders are set to face scrutiny on Capitol Hill next week, over whether key military assets diverted from Korea have created gaps in deterrence against North Korea.",C1,6.0101,False,determent|disincentive|intimidation
spokeswoman,spokeswoman,NOUN,명사,,a female spokesperson,,,"The White House spokeswoman Karoline Leavitt added that while discussions about a second round of talks are ongoing, no decisions have been finalized.",B2,5.8794,False,
mediator,mediator,NOUN,명사,/ˈmidieɪtɚ/,a negotiator who acts as a link between parties,,,"She did indicate if there is a second round of talks, those would likely be held in Pakistan, which she described as the ""only mediator in this negotiation.",B2,5.71,False,go-between|intercessor|intermediary|intermediator
starch,starch,NOUN,명사,/stɑːtʃ/,"a complex carbohydrate found chiefly in seeds, fruits, tubers, roots and stem pith of plants, notably in corn, potatoes, wheat, and rice; an important foodstuff and used otherwise especially in adhesives and as fillers and stiffeners for paper and textiles",,,"Under heat and pressure, this eco-friendly alternative, made from starch and other plant-based materials, is shaped into plastic bags.",B2,5.699,False,amylum
ceasefire,ceasefire,NOUN,명사,,"In warfare, an agreed end to hostilities for a specific purpose. (Typically only temporary).",,The rebels agreed to a ceasefire while the peace talks were underway.,"In a press briefing on Wednesday, the White House said reports that the U.S. formally requested a ceasefire extension with Iran are not true.",B2,5.6799,True,
soar,soar,VERB,동사,/sɔː/,the act of rising upward into the air,,,"As naphtha supplies from the Middle East come under strain and prices soar, biodegradable bags are now gaining unprecedented attention.",B2,5.6108,False,hang glide|soar up|soar upwards|surge|zoom
diverted,divert,VERB,동사,/daɪˈvɜːt/,turn aside; turn away from,,The workers diverted the stream away from the road.,"2.

U.S. commanders are set to face scrutiny on Capitol Hill next week, over whether key military assets diverted from Korea have created gaps in deterrence against North Korea.",B2,5.58,False,amuse|deviate|disport|hive off
southwestern,southwestern,ADJ,형용사,,a dialect of Middle English,,,"Over 300 people mostly students from Danwon High School in Ansan City lost their lives when the ferry capsized off the country's southwestern coast on April 16th 2014.

5.",B2,5.3595,False,Southwestern|West Saxon|southwest|southwesterly
posture,posture,NOUN,명사,/ˈpɒstʃə/,the arrangement of the body and its limbs,,he assumed an attitude of surrender,The hearing will examine the posture of U.S. Forces Korea and the regional Indo-Pacific Command.,B2,5.3497,False,attitude|bearing|carriage|military capability|military posture|military strength|pose|position|stance|strength
dependence,dependence,NOUN,명사,/dɪˈpɛndəns/,the state of relying on or being controlled by someone or something else,,He had a deep dependence on her for guidance.,"What began as a crisis is now forcing a reconsideration of our dependence on petroleum-based plastics, and opening new opportunities in the eco-friendly sector.
 
4.",B2,5.3401,False,addiction|dependance|dependency|habituation
briefing,briefing,NOUN,명사,/ˈbɹiːfɪŋ/,"detailed instructions, as for a military operation",,The U.S. president was briefed on the military coup and its implications on African stability.,"In a press briefing on Wednesday, the White House said reports that the U.S. formally requested a ceasefire extension with Iran are not true.",B2,5.2596,False,brief
scrutiny,scrutiny,NOUN,명사,/ˈskɹuː.tɪ.ni/,the act of examining something closely (as for mistakes),,,"2.

U.S. commanders are set to face scrutiny on Capitol Hill next week, over whether key military assets diverted from Korea have created gaps in deterrence against North Korea.",B2,5.2596,False,examination
sustainability,sustainability,NOUN,명사,/səsˌteɪnəˈbɪlɪti/,the property of being sustainable,,,"The war has sped up a move away from plastic, but with higher costs and added effort, sustainability remains a challenge.",B2,5.2299,False,
negotiation,negotiation,NOUN,명사,/nɪˌɡəʊʃiˈeɪʃən/,a discussion intended to produce an agreement,,the buyout negotiation lasted several days,"She did indicate if there is a second round of talks, those would likely be held in Pakistan, which she described as the ""only mediator in this negotiation.",B2,5.2197,True,dialogue|talks
According,accord,VERB,동사,,harmony of people's opinions or actions or characters,,the two parties were in agreement,"""

According to Iranian state media, Foreign Minister Abbas Araghchi held a preliminary meeting with Pakistan’s Army Chief, Asim Munir, in Tehran on Wednesday.",B2,5.1898,False,accordance|agree|agreement|concord|conformity|consort|fit in|harmonise|harmonize|pact|treaty
unprecedented,unprecedented,ADJ,형용사,/ʌnˈpɹɛsɪdɛntɪd/,having no precedent; novel,,an unprecedented expansion in population and industry,"As naphtha supplies from the Middle East come under strain and prices soar, biodegradable bags are now gaining unprecedented attention.",B2,5.1798,False,
testify,testify,VERB,동사,/ˈtɛstɪfaɪ/,give testimony in a court of law,,,"According to the U.S. Senate Armed Services Committee, U.S. Forces Korea Commander General Xavier Brunson will testify on Tuesday alongside Indo-Pacific Command chief Admiral Samuel Paparo, as part of a fiscal planning review for 2027.",B2,5.1599,False,attest|bear witness|evidence|prove|show|take the stand
positively,positively,ADV,부사,/ˈpɒzɪtɪvli/,extremely,,it was positively monumental,"Consumers are also responding positively due to the ease of use.
.",B2,5.1101,False,
petroleum,petroleum,NOUN,명사,/pəˈtɹoʊliəm/,a dark oil consisting mainly of hydrocarbons,,,"What began as a crisis is now forcing a reconsideration of our dependence on petroleum-based plastics, and opening new opportunities in the eco-friendly sector.
 
4.",B2,5.1002,False,crude|crude oil|fossil oil|oil|rock oil
sensation,sensation,NOUN,명사,,an unelaborated elementary awareness of stimulation,,a sensation of touch,Contributing to this jump was K-pop sensation BTS's comeback performance at Seoul's Gwanghwamun Square in March.,B2,5.1002,False,ace|adept|aesthesis|champion|esthesis|genius|hotshot|maven|mavin|sense|sense datum|sense experience|sense impression|sensory faculty|sentience
amid,amid,ADP,,/əˈmɪd/,In the middle of; in the center of; surrounded by.,,,"While the hearings are held annually, this year’s sessions come amid the ongoing U.S. war with Iran.",B2,5.0501,False,
pledged,pledge,VERB,동사,/plɛdʒ/,a deposit of personal property as security for a debt,,his saxophone was in pledge,"Meanwhile earlier today President Lee Jae Myung attended a memorial service to mark the 12th anniversary of the Sewol {세월} ferry disaster becoming the first sitting South Korean president to participate in the annual event
Speaking at the service in Ansan City Gyeonggi-do Province he linked the state's priority to the protection of its people and pledged to build a country that well serves this purpose.",B2,5.0,False,assurance|plight|toast
