word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
livestreamed,livestreame,VERB,동사,,,,,"The appellate ruling for Yoon, which began at 3 PM, was livestreamed, and the verdict was handed down at around 4 PM.

#5
Korea's small and medium-sized enterprises posted record exports in the first quarter, driven by the strong demand for cosmetics and semiconductors.",C2,8.0,False,
reexamination,reexamination,NOUN,명사,,(law) questioning of a witness by the party that called the witness after that witness has been subject to cross-examination,,,"During the first meeting of an expert panel at the Prime Minister’s Office in Tokyo, voices emerged calling for a reexamination of the ""Three Non-Nuclear Principles.",C1,6.9706,False,follow-up|followup|redirect examination|review
unsold,unsold,ADJ,형용사,,not disposed of by purchase,,the house has been on the market almost a year and is still unsold,"A senior U.S. official said Iran is struggling to store unsold oil and has recently reached out to Washington.

#2
The head of U.S. Forces Korea, Army General Xavier Brunson, has outlined a new potential strategy to combine the military capabilities of South Korea, Japan, and possibly the Philippines, to create a faster and more flexible networked system across land, sea, and air as well as the space, cyber, and electromagnetic arenas.",C1,6.1198,False,
networked,networked,ADJ,형용사,,communicate with and within a group,,You have to network if you want to get a good job,"A senior U.S. official said Iran is struggling to store unsold oil and has recently reached out to Washington.

#2
The head of U.S. Forces Korea, Army General Xavier Brunson, has outlined a new potential strategy to combine the military capabilities of South Korea, Japan, and possibly the Philippines, to create a faster and more flexible networked system across land, sea, and air as well as the space, cyber, and electromagnetic arenas.",C1,6.02,False,network
outbound,outbound,NOUN,명사,,that is going out or leaving,,the departing train,"The Ministry of SMEs and Startups said on Wednesday that outbound shipments rose 9-point-1 percent year-on-year to 29-point-8 billion U.S. dollars, the highest ever for a first quarter.",C1,6.0,False,outward|outward-bound
obstructing,obstruct,VERB,동사,,hinder or prevent the progress or accomplishment of,,His brother blocked him at every turn,"""

#4
A special appellate panel at the Seoul High Court dedicated to insurrection-related cases, sentenced former President Yoon Suk Yeol to seven years for obstructing his own arrest and related charges on Wednesday afternoon.",B2,5.9101,False,block|blockade|close up|embarrass|hinder|impede|jam|obturate|occlude|stymie|stymy
intensify,intensify,VERB,동사,,increase in extent or intensity,,The Allies escalated the bombing,"Brunson emphasized that South Korea, Japan, and the Philippines all U.S. alliances cannot afford to exist in isolation, but connected, the overlapping strengths leave ""no single axis for an adversary to plan against.""

#3
Tokyo has scrapped its decades-old ban on exporting lethal weapons, aiming to bolster allies as security tensions with China and North Korea intensify.",B2,5.8386,False,compound|deepen|escalate|heighten|step up
insurrection,insurrection,NOUN,명사,,organized opposition to authority; a conflict in which one faction tries to wrest control from another,,,"""

#4
A special appellate panel at the Seoul High Court dedicated to insurrection-related cases, sentenced former President Yoon Suk Yeol to seven years for obstructing his own arrest and related charges on Wednesday afternoon.",B2,5.8297,False,rebellion|revolt|rising|uprising
prolong,prolong,VERB,동사,/pɹoʊˈlɑŋ/,lengthen in time; cause to be or last longer,,We prolonged our stay,"Still, the strategy could prolong a conflict that has already pushed gas prices up, hurt Trump’s approval ratings and raised concerns among Republicans ahead of this year’s midterm elections.",B2,5.7905,False,draw out|extend|keep up|protract|sustain
adversary,adversary,NOUN,명사,/ædˈvɜː.sə.ɹi/,someone who offers opposition,,He prepared to fight his adversary.,"Brunson emphasized that South Korea, Japan, and the Philippines all U.S. alliances cannot afford to exist in isolation, but connected, the overlapping strengths leave ""no single axis for an adversary to plan against.""

#3
Tokyo has scrapped its decades-old ban on exporting lethal weapons, aiming to bolster allies as security tensions with China and North Korea intensify.",B2,5.71,False,antagonist|opponent|opposer|resister
bolster,bolster,VERB,동사,/ˈbəʊlstə/,a pillow that is often put across a bed underneath the regular pillows,,,"Brunson emphasized that South Korea, Japan, and the Philippines all U.S. alliances cannot afford to exist in isolation, but connected, the overlapping strengths leave ""no single axis for an adversary to plan against.""

#3
Tokyo has scrapped its decades-old ban on exporting lethal weapons, aiming to bolster allies as security tensions with China and North Korea intensify.",B2,5.6904,False,bolster up|long pillow|pad
midterm,midterm,NOUN,명사,/ˈmɪdˌtəɹm/,the middle of the gestation period,,,"Still, the strategy could prolong a conflict that has already pushed gas prices up, hurt Trump’s approval ratings and raised concerns among Republicans ahead of this year’s midterm elections.",B2,5.6904,False,midterm exam|midterm examination
deterrent,deterrent,NOUN,명사,/dɪˈtɛɹənt/,something immaterial that interferes with or delays action or progress,,,Some experts also advocated for the acquisition of nuclear-powered submarines to secure an ultimate nuclear deterrent.,B2,5.6696,False,balk|baulk|check|handicap|hinderance|hindrance|impediment
appellate,appellate,ADJ,형용사,/əˈpɛlət/,of or relating to or taking account of appeals (usually legal appeals),,appellate court,"""

#4
A special appellate panel at the Seoul High Court dedicated to insurrection-related cases, sentenced former President Yoon Suk Yeol to seven years for obstructing his own arrest and related charges on Wednesday afternoon.",B2,5.6596,False,appellant
openness,openness,NOUN,명사,,without obstructions to passage or view,,the openness of the prairies,"Prime Minister Sanae Takaichi, who has previously expressed openness to reviewing non-nuclear principles, did not directly mention possessing nuclear weapons during the meeting.",B2,5.6003,False,nakedness|receptiveness|receptivity
revise,revise,VERB,동사,/ɹɪˈvaɪ̯z/,the act of rewriting something,,,"Following this move, the Japanese government has launched discussions to revise three key security-related documents by the end of this year.",B2,5.52,False,rescript|retool|revisal|revision
chilly,chilly,ADJ,형용사,,very hot and finely tapering pepper of special pungency,,,"It may feel a bit chilly in the mornings and evenings, but tomorrow, highs will climb to around 20 degrees — right near seasonal averages.",B2,5.5003,False,chile|chili|chili pepper|chilli|parky
dedicated,dedicate,VERB,동사,/ˈdɛdɪkeɪt/,"give entirely to a specific person, activity, or cause",,She committed herself to the work of God,"""

#4
A special appellate panel at the Seoul High Court dedicated to insurrection-related cases, sentenced former President Yoon Suk Yeol to seven years for obstructing his own arrest and related charges on Wednesday afternoon.",B2,5.4895,False,commit|consecrate|devote|give
