word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
tangibly,tangibly,ADV,부사,,in a tangible manner,,virtue is tangibly rewarded,"The president added that the past year had been dedicated to fixing an ""abnormal"" system and that now... the focus should be on policies that tangibly help improve people's livelihoods.",C1,6.9706,False,
sidecar,sidecar,NOUN,명사,,a cocktail made of orange liqueur with lemon juice and brandy,,,A buy-side sidecar is triggered when the KOSPI 200 Futures index increases 5 percent or more for at least one minute.,C1,6.4597,False,
intraday,intraday,NOUN,명사,,Occurring during a single day.,,,"After experiencing high volatility with a sharp drop following its intraday passing above the 8-thousand mark for the first time last Friday, the KOSPI recorded its largest gain of the day.",C1,6.3904,False,
flotilla,flotilla,NOUN,명사,/floʊˈtɪlə/,a United States Navy fleet consisting of two or more squadrons of small warships,,,The activists had been aboard a humanitarian aid flotilla... bound for Gaza... when they were arrested... by Israel.,C1,6.1302,False,
millimeters,millimeter,NOUN,명사,,a metric unit of length equal to one thousandth of a meter,,,"Between tomorrow morning and afternoon, Jejudo Island could see less than 5 millimeters of rain.",B2,5.8697,False,millimetre|mm
deported,deport,VERB,동사,/dɪˈpɔːt/,behave in a certain manner,,She carried herself well,The top office here added... that the two Koreans were deported... without being detained in a facility... following the government's diplomatic efforts.,B2,5.821,False,acquit|bear|behave|carry|comport|conduct|deliver|exile|expatriate|extradite
detained,detain,VERB,동사,/dɪˈteɪn/,deprive of freedom; take into confinement,,,The top office here added... that the two Koreans were deported... without being detained in a facility... following the government's diplomatic efforts.,B2,5.7905,False,confine|delay|hold up|stay
prolonged,prolong,VERB,동사,/pɹoʊˈlɑŋ/,lengthen in time; cause to be or last longer,,We prolonged our stay,The decision reflects... the uncertainty in global oil markets... amid the prolonged Middle East conflict... which in turn is weighing heavily... on Korean household budgets.,B2,5.7905,False,draw out|extend|keep up|protract|sustain
sunscreen,sunscreen,NOUN,명사,,a cream spread on the skin; contains a chemical (as PABA) to filter out ultraviolet light and so protect from sunburn,,,"UV levels will be ""very high"" in most parts of the country, so please wear sunscreen and try to avoid outdoor activities during the daytime.",B2,5.71,False,sun blocker|sunblock
stabilization,stabilization,NOUN,명사,,the act of stabilizing something or making it more stable,,he worked for price stabilization for farm products,"Additionally, an overnight tech-led rally on Wall Street, along with a stabilization in U.S. Treasury yields and international oil prices, also fueled the market's upward momentum.",B2,5.699,False,stabilisation
mountainous,mountainous,ADJ,형용사,,having hills and crags,,hilly terrain,Although parts of the East Coast and mountainous areas may still see light rain into early tomorrow morning.,B2,5.6198,False,cragged|craggy|hilly
soared,soar,VERB,동사,/sɔː/,the act of rising upward into the air,,,In April alone... the number of foreign travelers to Korea... soared almost 20 percent... on year... driven by visitors from neighboring China and Japan.,B2,5.6108,False,hang glide|soar up|soar upwards|surge|zoom
livelihoods,livelihood,NOUN,명사,/ˈlaɪvlɪhʊd/,the financial means whereby one lives,,each child was expected to pay for their keep,"The president added that the past year had been dedicated to fixing an ""abnormal"" system and that now... the focus should be on policies that tangibly help improve people's livelihoods.",B2,5.58,False,bread and butter|keep|living|support|sustenance
volatility,volatility,NOUN,명사,,the property of changing readily from a solid or liquid to a vapor,,,"After experiencing high volatility with a sharp drop following its intraday passing above the 8-thousand mark for the first time last Friday, the KOSPI recorded its largest gain of the day.",B2,5.51,False,excitability|excitableness|unpredictability
dedicated,dedicate,VERB,동사,/ˈdɛdɪkeɪt/,"give entirely to a specific person, activity, or cause",,She committed herself to the work of God,"The president added that the past year had been dedicated to fixing an ""abnormal"" system and that now... the focus should be on policies that tangibly help improve people's livelihoods.",B2,5.4895,False,commit|consecrate|devote|give
