word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
sidecar,sidecar,NOUN,명사,,a cocktail made of orange liqueur with lemon juice and brandy,,,"The index opened 2-point-2-5 percent lower than the previous day and extended its losses, triggering its first sell-side sidecar of the year.",C1,6.4597,False,
extradite,extradite,VERB,동사,/ˈɛkstɹədaɪt/,hand over to the authorities of another country,,They extradited the fugitive to his native country so he could be tried there,"He added that he has asked for help from the Philippine government to extradite a Korean national who is currently imprisoned in the Philippines to South Korea at an early date, adding that the person has reportedly been managing the export of drugs to Korea from behind bars via Telegram.

#3
President Lee Jae Myung will convene an extraordinary Cabinet Meeting on Thursday to discuss the situation in the Middle East.",C1,6.4101,False,deliver|deport
shockwaves,shockwave,NOUN,명사,,A powerful compression wave produced by the movement of a body through a fluid or gas at a velocity greater than the local speed of sound.,,,"#4
War fears in Iran sent shockwaves through South Korea’s stock market, leaving the country’s benchmark indexes with double-digit losses.",C1,6.3002,False,
congratulatory,congratulatory,ADJ,형용사,/kɒŋˌɡɹætʃuːˈleɪtəɹiː/,expressive of sympathetic pleasure or joy on account of someone's success or good fortune,,a congratulatory telegram,"In his congratulatory remarks, Lee highlighted the strong potential for the two countries to join hands in manufacturing by leveraging their respective strengths.",C1,6.27,False,gratulatory
heightened,heighten,VERB,동사,/ˈhaɪtən/,become more extreme,,The tension heightened,"The agreement comes following concerns that delays could trigger strong trade retaliation from Washington amid heightened global tensions, including conflict involving the U.S. and Iran.",C1,6.1599,False,enhance|raise|rise|sharpen
imprisoned,imprison,VERB,동사,/ɪmˈpɹɪzən/,"lock up or confine, in or as in a jail",,The suspects were imprisoned without trial,"He added that he has asked for help from the Philippine government to extradite a Korean national who is currently imprisoned in the Philippines to South Korea at an early date, adding that the person has reportedly been managing the export of drugs to Korea from behind bars via Telegram.

#3
President Lee Jae Myung will convene an extraordinary Cabinet Meeting on Thursday to discuss the situation in the Middle East.",C1,6.1302,False,gaol|immure|incarcerate|jail|jug|lag|put away|put behind bars|remand
seok,seok,NOUN,명사,,,,,"Lee, who is currently on a four-day trip to Southeast Asia, has instructed the government to maintain an emergency response system led by Prime Minister Kim Min-seok.",C1,6.06,False,
underscores,underscore,VERB,동사,/ˈʌn.də(ɹ)ˌskɔː(ɹ)/,a line drawn underneath (especially under written matter),,,This underscores the Philippines' growing importance as a key economic partner for South Korea in the ASEAN region.,C1,6.0301,False,emphasise|emphasize|underline
LOTTE,lotte,ADJ,형용사,,fishes having large mouths with a wormlike filament attached for luring prey,,,"They include the heads of South Korea's LOTTE Group and HD Hyundai, as well as the Philippines' SM Prime Holdings and Alliance Global.",C1,6.0101,False,Lophius Americanus|allmouth|angler|angler fish|anglerfish|goosefish|monkfish
convene,convene,VERB,동사,/kənˈvɪin/,meet formally,,The council convened last week,"He added that he has asked for help from the Philippine government to extradite a Korean national who is currently imprisoned in the Philippines to South Korea at an early date, adding that the person has reportedly been managing the export of drugs to Korea from behind bars via Telegram.

#3
President Lee Jae Myung will convene an extraordinary Cabinet Meeting on Thursday to discuss the situation in the Middle East.",B2,5.9586,True,convoke
Lawmakers,lawmaker,NOUN,명사,,a maker of laws; someone who gives a code of laws,,,"Lawmakers say a broad consensus has already been reached on major issues, including transparency, oversight, and whether to establish a separate investment entity.",B2,5.9318,False,lawgiver
instructed,instruct,VERB,동사,/ˌɪnˈstɹʌkt/,impart skills or knowledge to,,I taught them French,"Lee, who is currently on a four-day trip to Southeast Asia, has instructed the government to maintain an emergency response system led by Prime Minister Kim Min-seok.",B2,5.6904,False,apprise|apprize|learn|teach
shipbuilding,shipbuilding,NOUN,명사,,the construction of ships,,,Among them are agreements to introduce new nuclear power plants and train skilled shipbuilding workers in the Philippines.,B2,5.6696,False,ship building
memorandums,memorandum,NOUN,명사,,a written proposal or reminder,,,Wednesday's forum resulted in the signing of seven memorandums of understanding.,B2,5.5302,False,memo|memoranda
plunging,plunge,VERB,동사,/plʌndʒ/,a brief swim in water,,,"The index closed at 5-thousand 93-point-5-4, plunging more than 12 percent from the previous session and falling back to the 5-thousand level.",B2,5.51,False,dip|dive|immerse|plunk
chilly,chilly,ADJ,형용사,,very hot and finely tapering pepper of special pungency,,,"Despite chilly morning temperatures, afternoon highs climbed above 10 degrees Celsius, leading to wide gaps in readings.",B2,5.5003,False,chile|chili|chili pepper|chilli|parky
retaliation,retaliation,NOUN,명사,/ɹɪˌtæliˈeɪʃən/,action taken in return for an injury or offense,,,"#5
South Korea’s rival parties have agreed to fast-track a special bill aimed at facilitating large-scale investment in the United States, citing concerns that further delays could invite trade retaliation.",B2,5.4498,False,revenge
benchmark,benchmark,NOUN,명사,,a standard by which something can be measured or judged,,his painting sets the benchmark of quality,"#4
War fears in Iran sent shockwaves through South Korea’s stock market, leaving the country’s benchmark indexes with double-digit losses.",B2,5.4001,True,bench mark
