word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
deliverables,deliverable,NOUN,명사,/dɪˈlɪvɹəbəɫ/,something that can be provided as the product of development,,under this contract the deliverables include both software and hardware,"The talks yielded key deliverables,... including MOUs on trade, science, AI and small modular reactors.",C1,6.5702,False,
condolences,condolence,NOUN,명사,,an expression of sympathy with another's grief,,they sent their condolences,"Trump expressed his condolences for the three U.S. soldiers killed during the operations,... and added there could likely be more.",C1,6.2197,False,commiseration
lessening,lessening,NOUN,명사,,a change downward,,there was a decrease in his temperature as the fever subsided,"Lastly,

With U.S. military strikes on Iran showing no signs of lessening,... 
oil prices have surged,... while U.S. shares have dropped.",C1,6.2197,False,decrease|diminish|drop-off|fall|lessen|minify|subside
Singaporean,singaporean,ADJ,형용사,,an inhabitant of Singapore,,,"Presidents Lee Jae Myung and Tharman Shanmugaratnam together named an orchid, -- a unique Singaporean ceremonial event for foreign leaders, representing a stronger friendship.",C1,6.0301,False,Singaporean
hoon,hoon,NOUN,명사,,A worthless person; a hooligan or lout.,,,"The ministerial post has been vacant since President Lee withdrew his earlier nominee, Lee Hye-hoon, following allegations related to real estate fraud and workplace bullying.",C1,6.0101,False,
lawmaker,lawmaker,NOUN,명사,,a maker of laws; someone who gives a code of laws,,,"Moving on,
President Lee Jae Myung has nominated ruling Democratic Party lawmaker Park Hong-keun to head the Ministry of Planning and Budget.",B2,5.9318,False,lawgiver
transnational,transnational,ADJ,형용사,,involving or operating in several nations or nationalities,,multinational corporations,"They also agreed to strengthen their joint efforts to tackle transnational online scams... and bolster their partnership in investment, defense industry and culture.",B2,5.821,False,multinational
orchid,orchid,NOUN,명사,/ˈɔː.kɪd/,any of numerous plants of the orchid family usually having flowers of unusual shapes and beautiful colors,,,"Presidents Lee Jae Myung and Tharman Shanmugaratnam together named an orchid, -- a unique Singaporean ceremonial event for foreign leaders, representing a stronger friendship.",B2,5.699,False,orchidaceous plant
Bolstering,bolster,VERB,동사,/ˈbəʊlstə/,a pillow that is often put across a bed underneath the regular pillows,,,"Bolstering the bilateral strategic partnership was a focal point of Monday's summit with Prime Minister Lawrence Wong, the Singaporean head of government.",B2,5.6904,False,bolster up|long pillow|pad
instructed,instruct,VERB,동사,/ˌɪnˈstɹʌkt/,impart skills or knowledge to,,I taught them French,Lee added that he has instructed the foreign ministry to collect opinions from each and every one of the 7-million Koreans living overseas.,B2,5.6904,False,apprise|apprize|learn|teach
colonialism,colonialism,NOUN,명사,/kəˈləʊ.ni.ə.lɪ.zəm/,exploitation by a stronger country of weaker one; the use of the weaker country's resources to strengthen and enrich the stronger country,,,"As his trip on Sunday coincided with the 107th anniversary of the March 1st Independence movement, President Lee noted the dedication and efforts by the Korean community in Singapore for independence against Japan's colonialism.",B2,5.6696,False,
mountainous,mountainous,ADJ,형용사,,having hills and crags,,hilly terrain,"In particular, a heavy snow advisory is in effect for the mountainous regions of Gangwon State, where wet and heavy snow will fall.",B2,5.6198,False,cragged|craggy|hilly
openness,openness,NOUN,명사,,without obstructions to passage or view,,the openness of the prairies,"In particular, he appreciated autonomy and openness of the Korean community in Singapore, taking into account how it has been formed and operated.",B2,5.6003,False,nakedness|receptiveness|receptivity
ceremonial,ceremonial,ADJ,형용사,,a formal event performed on a special occasion,,a ceremony commemorating Pearl Harbor,"Presidents Lee Jae Myung and Tharman Shanmugaratnam together named an orchid, -- a unique Singaporean ceremonial event for foreign leaders, representing a stronger friendship.",B2,5.51,False,ceremonial occasion|ceremony|observance
coincided,coincide,VERB,동사,/ˌkoʊɪnˈsaɪd/,"go with, fall together",,The two squares coincide nicely.,"As his trip on Sunday coincided with the 107th anniversary of the March 1st Independence movement, President Lee noted the dedication and efforts by the Korean community in Singapore for independence against Japan's colonialism.",B2,5.51,False,co-occur|concur|cooccur
allegations,allegation,NOUN,명사,/ˌæl.əˈɡeɪ.ʃən/,(law) a formal accusation against somebody (often in a court of law),,an allegation of malpractice,"The ministerial post has been vacant since President Lee withdrew his earlier nominee, Lee Hye-hoon, following allegations related to real estate fraud and workplace bullying.",B2,5.5003,True,allegement
modular,modular,ADJ,형용사,,constructed with standardized units or dimensions allowing flexibility and variety in use,,modular furniture,"The talks yielded key deliverables,... including MOUs on trade, science, AI and small modular reactors.",B2,5.4895,False,
