word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
cruide,cruide,NOUN,명사,,,,,"#3
South Korea has secured an additional 18 million barrels of cruide oil from the United Arab Emirates, with the UAE pledging to give Seoul top prioirty in oil supplies amid growing concerns over global energy markets due to the ongoing Middle East crisis.",C2,8.0,False,
prioirty,prioirty,NOUN,명사,,,,,"#3
South Korea has secured an additional 18 million barrels of cruide oil from the United Arab Emirates, with the UAE pledging to give Seoul top prioirty in oil supplies amid growing concerns over global energy markets due to the ongoing Middle East crisis.",C2,8.0,False,
repercussions,repercussion,NOUN,명사,,a remote or indirect consequence of some action,,his declaration had unforeseen repercussions,"He and Trump discussed the passive attitude of European allies toward military support to maintain passage through the Strait of Hormuz, where he said he sympathized with Trump as the passage through the strait benefits Europe more than the U.S.
He further warned that if European allies do not support controlling the Strait of Hormuz, it will lead to extensive and severe repercussions for both Europe and the U.S.

Moving to the weather forecast,
With moisture lingering from today’s rain and temperatures set to drop tomorrow, some areas may see fog developing.",C1,6.7496,False,backlash|rebound|recoil|reverberation
undervalued,undervalue,VERB,동사,/ˌʌndə(ɹ)ˈvælju/,assign too low a value to,,Don't underestimate the value of this heirloom-you may sell it at a good price,The financial authorities plan to introduce the naming and shaming of undervalued stocks and reorganize the KOSDAQ market by separating more mature firms from less mature ones.,C1,6.6498,False,depreciate|devaluate|devalue|underestimate
reorganize,reorganize,VERB,동사,,organize anew,,We must reorganize the company if we don't want to go under,The financial authorities plan to introduce the naming and shaming of undervalued stocks and reorganize the KOSDAQ market by separating more mature firms from less mature ones.,C1,6.2,False,regroup|reorganise|shake up
predictability,predictability,NOUN,명사,,the quality of being predictable,,,"President Lee focused not only on cracking down on stock manipulation and enhancing the predictability of economic policies, but also on geopolitical risks.",C1,6.15,False,
sympathized,sympathize,VERB,동사,,share the feelings of; understand the sentiments of,,,"He and Trump discussed the passive attitude of European allies toward military support to maintain passage through the Strait of Hormuz, where he said he sympathized with Trump as the passage through the strait benefits Europe more than the U.S.
He further warned that if European allies do not support controlling the Strait of Hormuz, it will lead to extensive and severe repercussions for both Europe and the U.S.

Moving to the weather forecast,
With moisture lingering from today’s rain and temperatures set to drop tomorrow, some areas may see fog developing.",B2,5.9393,False,commiserate|empathise|empathize|sympathise|understand
geopolitical,geopolitical,ADJ,형용사,,of or relating to geopolitics,,,"President Lee focused not only on cracking down on stock manipulation and enhancing the predictability of economic policies, but also on geopolitical risks.",B2,5.8508,True,
reassuring,reassure,VERB,동사,/ɹiəˈʃʊə(ɹ)/,cause to feel sure; give reassurance to,,The airline tried to reassure the customers that the planes were safe,"Kang said that the UAE promised South Korea as their ""number one priority"" in terms of its oil supply, reassuring that South Korea has avoided the worst-case scenario of an oil supply crisis, and will not face a situation where crude oil supplies are cut off.",B2,5.699,False,assure
lingering,linger,VERB,동사,,remain present although waning or gradually dying,,Her perfume lingered on,"He and Trump discussed the passive attitude of European allies toward military support to maintain passage through the Strait of Hormuz, where he said he sympathized with Trump as the passage through the strait benefits Europe more than the U.S.
He further warned that if European allies do not support controlling the Strait of Hormuz, it will lead to extensive and severe repercussions for both Europe and the U.S.

Moving to the weather forecast,
With moisture lingering from today’s rain and temperatures set to drop tomorrow, some areas may see fog developing.",B2,5.6904,False,dawdle|footle|hang around|hover|lallygag|loaf|loiter|lollygag|lounge|lurk|mess about|mill about|mill around|tarry
