word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
sidecar,sidecar,NOUN,명사,,a cocktail made of orange liqueur with lemon juice and brandy,,,The steep decline prompted authorities to activate a sell-sidecar early in the session to temporarily halt program trading.,C1,6.4597,False,
offloading,offload,VERB,동사,,"transfer to a peripheral device, of computer data",,,"Foreign investors led the exodus, offloading trillions of won in local shares.",C1,6.2403,False,unlade|unload
reshuffle,reshuffle,NOUN,명사,,a redistribution of something,,there was a reshuffle of cabinet officers,"North Korea has re-appointed Kim Jong-un as chairman of the State Affairs Commission,... in a leadership reshuffle that indicates tighter regime control.",C1,6.1898,False,reshuffling
presided,preside,VERB,동사,,act as president,,preside over companies and corporations,President Lee Jae Myung presided over the first Central Integrated Defense Council meeting of his administration at the Blue House on Monday.,C1,6.0101,False,
convenes,convene,VERB,동사,/kənˈvɪin/,meet formally,,The council convened last week,"The council convenes officials from the government, the military, and the civilian sector to assess the country's defense readiness and review key policy outcomes.",B2,5.9586,True,convoke
overcast,overcast,ADJ,형용사,,the state of the sky when it is covered by clouds,,,"Jeju-do Island will remain mostly overcast, while the Chungcheong-do provinces and southern regions will gradually turn cloudy from the morning.",B2,5.9508,False,cloud|cloud cover|cloudiness|overcasting
worsening,worsen,VERB,동사,/ˈwɜː(r)sən/,grow worse,,Conditions in the slum worsened,"South Korea's foreign ministry says Cho expressed deep concern that the worsening Middle East situation is affecting not only the region,... but also global security and economy,... asking Iran to stop targeting civilians and public infrastructure,... and to help restore normal global energy supplies.",B2,5.9393,False,aggravate|decline|exacerbate|exasperate
geopolitical,geopolitical,ADJ,형용사,,of or relating to geopolitics,,,"There, President Lee described self-reliant defense as the key to South Korea's defense system, citing an ""increasingly complex and rapidly changing geopolitical environment.",B2,5.8508,True,
ultimatum,ultimatum,NOUN,명사,/ˌʌl.tɪˈmeɪ.təm/,a final peremptory demand,,,"Following Iran's blockade of the Strait of Hormuz and a 48-hour ultimatum issued by U.S. President Donald Trump, international oil prices have surged,... leading to investors turning to safe-haven assets.",B2,5.7496,False,
preparedness,preparedness,NOUN,명사,,the state of having been made ready or prepared for use or action (especially military action),,putting them in readiness,"""

He called for strengthening preparedness so the country can defend itself under any circumstances, while expressing confidence in South Korea's capabilities.",B2,5.6799,False,preparation|readiness
escalating,escalate,VERB,동사,/ˈɛs.kə.leɪt/,increase in extent or intensity,,The Allies escalated the bombing,"Global oil prices are surging amid escalating tensions in the Middle East, putting South Korea on high alert over potential supply disruptions.",B2,5.6498,False,intensify|step up
depreciation,depreciation,NOUN,명사,/dɪˌpɹiːʃɪˈeɪʃən/,a decrease in price or value,,depreciation of the dollar against the yen,This depreciation stems from extreme volatility gripping global financial markets.,B2,5.6308,False,derogation|disparagement|wear and tear
surpassing,surpass,VERB,동사,,distinguish oneself,,She excelled in math,"6.
BTS has set a new milestone with its fifth album ""Arirang""... surpassing four million sales within three days of its release.",B2,5.6308,False,exceed|excel|go by|go past|outdo|outgo|outmatch|outperform|outstrip|pass|pass by|stand out|surmount|transcend|travel by
elevated,elevate,VERB,동사,,give a promotion to or assign to a higher position,,John was kicked upstairs when a replacement was hired,"Kim was once again elevated to the top state post,... while one of his closest aides, Jo Yong-won,... replaced Choe Ryong-hae as president of the Presidium of the Supreme People’s Assembly,... a position equivalent to parliamentary speaker.",B2,5.6198,False,advance|bring up|get up|kick upstairs|lift|promote|raise|upgrade
reliant,reliant,ADJ,형용사,,relying on another for support,,dependent on Middle Eastern oil,"There, President Lee described self-reliant defense as the key to South Korea's defense system, citing an ""increasingly complex and rapidly changing geopolitical environment.",B2,5.5901,False,
reopen,reopen,VERB,동사,,open again or anew,,They reopened the theater,Uncertainty around the Strait of Hormuz — which carries about 20 percent of global oil — has driven sharp price swings after Donald Trump demanded that Iran reopen the route.,B2,5.58,False,
volatility,volatility,NOUN,명사,,the property of changing readily from a solid or liquid to a vapor,,,This depreciation stems from extreme volatility gripping global financial markets.,B2,5.51,False,excitability|excitableness|unpredictability
cloudy,cloudy,ADJ,형용사,,lacking definite form or limits; - H.T.Moore,,gropes among cloudy issues toward a feeble conclusion,"Moving to weather forecast,
Tomorrow, we’ll see partly cloudy skies nationwide.",B2,5.4498,False,mirky|muddy|murky|nebulose|nebulous|turbid
blockade,blockade,NOUN,명사,/blɒˈkeɪd/,a war measure that isolates some area of importance to the enemy,,,"Following Iran's blockade of the Strait of Hormuz and a 48-hour ultimatum issued by U.S. President Donald Trump, international oil prices have surged,... leading to investors turning to safe-haven assets.",B2,5.4295,False,bar|barricade|block|block off|block up|embarrass|encirclement|hinder|obstruct|stop|stymie|stymy
readiness,readiness,NOUN,명사,,the state of having been made ready or prepared for use or action (especially military action),,putting them in readiness,"The council convenes officials from the government, the military, and the civilian sector to assess the country's defense readiness and review key policy outcomes.",B2,5.4101,False,eagerness|facility|forwardness|preparation|preparedness|set|zeal
benchmark,benchmark,NOUN,명사,,a standard by which something can be measured or judged,,his painting sets the benchmark of quality,"According to Bloomberg on Monday, Brent crude briefly climbed above 114 dollars a barrel, while the U.S. benchmark WTI crossed the 100-dollar mark.",B2,5.4001,True,bench mark
