word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
Ultrafine,ultrafine,ADJ,형용사,,(of particles) Very fine,,,Ultrafine dust levels will stay “bad” nationwide.,C2,7.0701,False,
livestream,livestream,NOUN,명사,,To broadcast as a live stream.,,,The figures include people who watched the initial livestream as well as those who streamed the performance again within the following day,C1,6.0799,False,
underscore,underscore,VERB,동사,/ˈʌn.də(ɹ)ˌskɔː(ɹ)/,a line drawn underneath (especially under written matter),,,"The Navy says the deployment is meant to underscore 
both the submarine’s operational capability and cooperation 
between the South Korean and Canadian navies.",C1,6.0301,False,emphasise|emphasize|underline
supersonic,supersonic,ADJ,형용사,,(of speed) greater than the speed of sound in a given medium (especially air),,a supersonic bomber flies so fast that it must release its bombs while the target is still over the horizon,"#2 
South Korea has launched its domestically produced supersonic fighter jet.",B2,5.8508,False,ultrasonic
kilometres,kilometre,NOUN,명사,/kɪˈlɒmɪtə/,a metric unit of length equal to 1000 meters (or 0.621371 miles),,,"The 3-thousand-ton vessel is set to sail 14-thousand kilometres 
to Esquimalt Harbour in Victoria, arriving in late May, 
before conducting combined drills with Canada in early June.",B2,5.7905,False,kilometer|klick|km
domestically,domestically,ADV,부사,,with respect to the internal affairs of a government,,"domestically, the president proposes a more moderate economic policy","#2 
South Korea has launched its domestically produced supersonic fighter jet.",B2,5.7399,False,
aspiration,aspiration,NOUN,명사,/ˌæspəˈɹeɪʃən/,a will to succeed,,Morgan has an aspiration of winning the game.,"It was a decade in the making, and President Lee Jae Myung 
hailed the first delivery of a KF-21 as a symbol of South Korea's 
""aspiration for self-reliant defense"" over more than half a century.",B2,5.699,False,ambition|breathing in|dream|inhalation|inspiration|intake
reliant,reliant,ADJ,형용사,,relying on another for support,,dependent on Middle Eastern oil,"It was a decade in the making, and President Lee Jae Myung 
hailed the first delivery of a KF-21 as a symbol of South Korea's 
""aspiration for self-reliant defense"" over more than half a century.",B2,5.5901,False,
hashtags,hashtag,NOUN,명사,/ˈhæʃˌtæɡ/,"A metadata tag, signaled by a preceding hash sign (#), used to label content.",,,"Netflix also reported that its concert-related content 
has reached 2-point-6-2 billion global social impressions to date, 
solely on its official channels,
while numerous hashtags linked to BTS and Netflix trended around the world.",B2,5.3298,False,
unusually,unusually,ADV,부사,/ʌnˈjuːʒuəli/,to a remarkable degree or extent,,she was unusually tall,"Moving to the weather forecast,
It’s been unusually mild lately.",B2,5.2403,False,outstandingly|remarkably|unco
