word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
ultrafine,ultrafine,ADJ,형용사,,,,,"As for ultrafine dust levels, most regions will be seeing bad levels.",C2,7.0701,False,
naphtha,naphtha,NOUN,명사,,any of various volatile flammable liquid hydrocarbon mixtures; used chiefly as solvents,,,"The minister also vowed to make efforts to prevent disruptions in production across major industries, including the medical and everyday goods sectors, due to potential shortages of industrial materials such as naphtha.",C1,6.8697,False,
stabilise,stabilise,VERB,동사,,"support or hold steady and make steadfast, with or as if with a brace",,brace your elbows while working on the potter's wheel,"He expressed concern over the situation in the Strait of Hormuz and stressed that de-escalation is urgently needed to guarantee safe navigation for all vessels, including Korean ships, and to stabilise global energy and logistics supply chains.",C1,6.3002,False,brace|stabilize|steady
deterrence,deterrence,NOUN,명사,/dɪˈtɛɹəns/,a negative motivational influence,,,This is seen as part of efforts to strengthen extended deterrence for South Korea.,C1,6.0101,False,determent|disincentive|intimidation
presided,preside,VERB,동사,,act as president,,preside over companies and corporations,"#4
Industry Minister Kim Jung-kwan presided over an emergency government meeting on Friday to formulate plans to stabilize industrial supply chains and manage energy demands amid the prolonged Middle East crisis.",C1,6.0101,False,
hoarding,hoarding,NOUN,명사,/ˈhɔːdɪŋ/,large outdoor signboard,,,"Kim called for cooperation among senior officials from business associations, urging them to step up efforts to secure alternative supply sources, and especially to refrain from collusion and hoarding.",B2,5.8996,False,accumulate|amass|billboard|cache|collect|compile|hive up|hoard|lay away|pile up|roll up|squirrel away|stash
logistics,logistic,NOUN,명사,/lɒdʒˈɪs.tɪk/,of or relating to logistics,,logistic requirements,"He expressed concern over the situation in the Strait of Hormuz and stressed that de-escalation is urgently needed to guarantee safe navigation for all vessels, including Korean ships, and to stabilise global energy and logistics supply chains.",B2,5.8894,False,logistical
geopolitical,geopolitical,ADJ,형용사,,of or relating to geopolitics,,,"It has already been four weeks since the war began, and as the conflict in the Middle East persists, its broader impact on the global economy and geopolitical risks may intensify.",B2,5.8508,True,
intensify,intensify,VERB,동사,,increase in extent or intensity,,The Allies escalated the bombing,"It has already been four weeks since the war began, and as the conflict in the Middle East persists, its broader impact on the global economy and geopolitical risks may intensify.",B2,5.8386,False,compound|deepen|escalate|heighten|step up
prolonged,prolong,VERB,동사,/pɹoʊˈlɑŋ/,lengthen in time; cause to be or last longer,,We prolonged our stay,"#4
Industry Minister Kim Jung-kwan presided over an emergency government meeting on Friday to formulate plans to stabilize industrial supply chains and manage energy demands amid the prolonged Middle East crisis.",B2,5.7905,False,draw out|extend|keep up|protract|sustain
