word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
peacemaker,peacemaker,NOUN,명사,,someone who tries to bring peace,,,"He also touched upon the importance of talks between North Korea 
and the U.S., revisiting his earlier suggestion that U.S. President
 Donald Trump take on the role of a ""peacemaker"" 
while he plays as a ""pacemaker.""
Earlier this week, President Lee also met a six-member U.S. delegation consisting of members from the House of Representatives.",C1,6.3098,False,Browning machine gun|Peacemaker|conciliator|make-peace|pacifier|reconciler
multifaceted,multifaceted,ADJ,형용사,,having many aspects,,a many-sided subject,"In a budget speech to the National Assembly, Lee outlined the 26.2 trillion-won, roughly 17 billion US dollars, extra budget, describing the situation as an ""unexpected, multifaceted"" crisis as the U.S. war on Iran enters its second month.",C1,6.2,False,many-sided|miscellaneous|multifarious
earners,earner,NOUN,명사,,someone who earn wages in return for their labor,,,"A key measure is direct cash support for some 36 million people, the bottom 70-percent of income earners.",C1,6.06,False,wage earner
pacemaker,pacemaker,NOUN,명사,/ˈpeɪsˌmeɪkəɹ/,a leading instance in its field,,the new policy will be a pacesetter in community relations,"He also touched upon the importance of talks between North Korea 
and the U.S., revisiting his earlier suggestion that U.S. President
 Donald Trump take on the role of a ""peacemaker"" 
while he plays as a ""pacemaker.""
Earlier this week, President Lee also met a six-member U.S. delegation consisting of members from the House of Representatives.",C1,6.0301,False,SA node|artificial pacemaker|cardiac pacemaker|pacer|pacesetter|sinoatrial node
hoon,hoon,NOUN,명사,,A worthless person; a hooligan or lout.,,,Welcome to Arirang News This is Park Kee hoon,C1,6.0101,False,
lawmakers,lawmaker,NOUN,명사,,a maker of laws; someone who gives a code of laws,,,"President Lee Jae Myung has exchanged views on the Korean Peninsula 
as well as the Middle East situation during talks with U.S. lawmakers.",B2,5.9318,False,lawgiver
plenary,plenary,ADJ,형용사,/ˈpliːnəɹi/,full in all respects,,a plenary session of the legislature,The National Assembly is set to review the budget next week before putting it to a vote at a plenary session.,B2,5.8996,False,
allocated,allocate,VERB,동사,/ˈæl.ə.keɪt/,distribute according to a plan or set apart for a special purpose,,I am allocating a loaf of bread to everyone on a daily basis,"The extra budget focuses on easing the burden on consumers and businesses affected by rising oil prices, with more than 10 trillion won allocated for this.",B2,5.6904,False,apportion
revisiting,revisit,VERB,동사,,visit again,,We revisited Rome after 25 years,"He also touched upon the importance of talks between North Korea 
and the U.S., revisiting his earlier suggestion that U.S. President
 Donald Trump take on the role of a ""peacemaker"" 
while he plays as a ""pacemaker.""
Earlier this week, President Lee also met a six-member U.S. delegation consisting of members from the House of Representatives.",B2,5.6402,False,
supplementary,supplementary,ADJ,형용사,,functioning in a supporting capacity,,the main library and its auxiliary branches,"President Lee Jae Myung on Thursday asked the National Assembly to swiftly pass a supplementary budget to cope with the economic fallout from the war in the Middle East, stressing that extraordinary measures are needed to address the crisis.",B2,5.6402,False,auxiliary|subsidiary|supplemental
