word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
Suezmax,suezmax,NOUN,명사,,,,,"The vessel is a Suezmax-class tanker, capable of carrying up to one million barrels of oil, and is set to unload at a Hyundai Oilbank refinery.",C2,8.0,False,
naphtha,naphtha,NOUN,명사,/ˈnæfθə/,any of various volatile flammable liquid hydrocarbon mixtures; used chiefly as solvents,,,"Lee said during a joint press announcement, 
South Korea and India will continue to strengthen bilateral cooperation to ensure a stable supply of energy resources and key raw materials, 
including naphtha in the midst of the conflict in the Middle East.",C1,6.8697,False,
finalized,finalize,VERB,동사,,make final; put the last touches on; put into final form,,let's finalize the proposal,"The matchup was finalized after Oh was confirmed as the conservative candidate on April 18th, following Jeong securing his party’s nomination earlier on April 9th.",C1,6.1101,False,finalise|nail down|settle
hoon,hoon,NOUN,명사,,A worthless person; a hooligan or lout.,,,Welcome to Arirang News This is Park Kee hoon,C1,6.0101,False,
mistrust,mistrust,NOUN,명사,/mɪsˈtɹʌst/,doubt about someone's honesty,,,"The spokesperson criticised the U.S. for engaging in actions that contradict its claims of pursuing diplomacy, saying Iran’s mistrust toward the entire process has only been compounded.",B2,5.9393,False,distrust|distrustfulness|misgiving|suspect|suspicion
fairer,fairer,NOUN,명사,,free from favoritism or self-interest or bias or deception; conforming with established standards or rules,,a fair referee,"Jeong, the former head of Seongdong-gu District, pledged to ""defend democracy with citizens and build a fairer, more transparent Seoul.",B2,5.9101,False,average|bonnie|bonny|comely|fair|fairish|just|mediocre|middling|reasonable|sightly
mediated,mediate,VERB,동사,/ˈmidi.ət/,act between parties with a view to reconciling differences,,He interceded in the family dispute,"According to state media Tasnim, Tehran, as of Monday local time, 
has no plans to participate in what would be a second round of talks mediated by Pakistan.",B2,5.8697,False,arbitrate|in-between|intercede|intermediate|liaise|middle
negotiators,negotiator,NOUN,명사,/nɪˈɡoʊ.ʃi.eɪ.tɚ/,someone who negotiates (confers with others in order to reach a settlement),,,"Iran has not yet decided whether or not to attend a new round of negotiations with the United States, even as U.S. negotiators are set to arrive in Islamabad on Monday.",B2,5.8697,False,negotiant|treater
criticised,criticise,VERB,동사,,find fault with; express criticism of; point out real or perceived flaws,,The paper criticized the new movie,"The spokesperson criticised the U.S. for engaging in actions that contradict its claims of pursuing diplomacy, saying Iran’s mistrust toward the entire process has only been compounded.",B2,5.8013,False,criticize|knock|pick apart
unload,unload,VERB,동사,,leave or unload,,unload the cargo,"The vessel is a Suezmax-class tanker, capable of carrying up to one million barrels of oil, and is set to unload at a Hyundai Oilbank refinery.",B2,5.7595,False,discharge|drop|drop off|offload|put down|set down|unlade
