word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
evacuees,evacuee,NOUN,명사,,a person who has been evacuated from a dangerous place,,,"For security reasons, the ministry is not disclosing the exact number of evacuees, nor details such as timing or routes out of Iran.",C2,7.0701,False,evacuee
sunnier,sunnier,NOUN,명사,,bright and pleasant; promoting a feeling of cheer,,a cheery hello,"Tomorrow we are waking up to another chilly morning, Seoul and Daegu at 1 degree, Gwangju at 2 degrees under sunnier skies.",C1,6.8013,False,cheery|gay|sunny
slated,slat,VERB,동사,/slæt/,a thin strip (wood or metal),,slats of a window blind,"Many people's eyes were on potential talks between the U.S. and North Korea,... with U.S. President Donald Trump slated to visit Beijing from March 31st to April 2nd,... to hold talks with his Chinese counterpart Xi Jinping.",C1,6.6498,False,spline
jitters,jitter,NOUN,명사,/ˈdʒɪt.ə(ɹ)/,small rapid variations in a waveform resulting from fluctuations in the voltage supply or mechanical vibrations or other sources,,,"A ""Black Tuesday"" in Korea was marked by heavy foreign selling, driven by investor jitters over escalating risks in the Middle East.",C1,6.5302,False,
precondition,precondition,NOUN,명사,,an assumption on which rests the validity or effect of something else,,A marriage licence is a precondition for a wedding.,"Given that it is highly unlikely the U.S. will recognize North Korea as a nuclear state,... which is the regime's precondition for talks,... the possibility of any dialogue is low.",C1,6.3696,False,condition|given|presumption|stipulation
proactively,proactively,ADV,부사,,In a proactive manner; so as to look or plan ahead.,,,The Financial Services Commission has also pledged to proactively... deploy its existing 100 trillion won market stabilization fund... if necessary.,C1,6.1798,False,
paradoxically,paradoxically,ADV,부사,,in a paradoxical manner,,"paradoxically, ice ages seem to occur when the sun gets hotter","With some arguing that Iran’s case could paradoxically push Kim toward dialogue to manage tensions, attention is focused on what kind of strategic decision he will make, and when that will come.",C1,6.06,False,
seok,seok,NOUN,명사,,,,,"Prime Minister Kim Min-seok led Tuesday's session,... instructing the Foreign and Defense Ministries to ensure the safety of Korean nationals and deployed troops, provide guidance to short-term visitors seeking to return home, and prepare transportation plans upon evacuating.",C1,6.06,False,
underscored,underscore,VERB,동사,/ˈʌn.də(ɹ)ˌskɔː(ɹ)/,a line drawn underneath (especially under written matter),,,Lee underscored the importance of expanding bilateral ties beyond trade and investment into promising new sectors and stepping up cooperation amid a shifting international order during the talks held in Manila amid the widening conflict in the Middle East.,C1,6.0301,False,emphasise|emphasize|underline
convening,convene,VERB,동사,/kənˈvɪin/,meet formally,,The council convened last week,"2.
South Korea is prioritizing the safety of its nationals as Middle East tensions escalate,... with the government convening its third emergency inter-ministerial meeting in four days.",B2,5.9586,True,convoke
