word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
intraday,intraday,NOUN,명사,,Occurring during a single day.,,,"It started from around 6,598 and climbed steadily, with gains widening to nearly five percent intraday, breaking past 6,780 and even topping 6,930.",C1,6.3904,False,
fabricated,fabricate,VERB,동사,,"put together out of artificial or natural components or parts; ; ; He manufactured a popular cereal""",,the company fabricates plastic chairs,"The opposition has slammed the bill as a form of ""self-pardon,"" 
arguing that Lee, as president, would appoint the special counsel, 
who could then drop existing indictments if found to be based on 
fabricated evidence.",C1,6.1101,False,construct|cook up|invent|make up|manufacture
finalized,finalize,VERB,동사,,make final; put the last touches on; put into final form,,let's finalize the proposal,Candidate lineups for 16 metropolitan mayoral and gubernatorial races have now been finalized with just 30 days to go until voters head to the polls.,C1,6.1101,False,finalise|nail down|settle
hoon,hoon,NOUN,명사,,A worthless person; a hooligan or lout.,,,Welcome to Arirang News This is Park Kee hoon,C1,6.0101,False,
deliberation,deliberation,NOUN,명사,/dɪˌlɪbəˈɹeɪʃən/,(usually plural) discussion of all sides of a question,,the deliberations of the jury,"President Lee Jae Myung has asked the ruling Democratic Party 
to determine the timing and planned procedures for a proposed 
special counsel probe through public consultation and deliberation.",B2,5.9393,False,advisement|calculation|deliberateness|slowness|unhurriedness|weighing
battlegrounds,battleground,NOUN,명사,,a region where a battle is being (or has been) fought,,they made a tour of Civil War battlefields,"Meanwhile, the race for Seoul’s mayor, one of the country’s key battlegrounds, has taken shape as a two-way contest between the 
ruling Democratic Party’s candidate Jung Won-oh and the incumbent Mayor Oh Se-hoon of the main opposition People Power Party.",B2,5.9318,False,battlefield|field|field of battle|field of honor
lawmakers,lawmaker,NOUN,명사,,a maker of laws; someone who gives a code of laws,,,"""
Democratic Party lawmakers introduced a bill last week 
to appoint a special counsel to examine allegations 
that prosecutors under the former Yoon Suk Yeol administration 
brought politically motivated indictments.",B2,5.9318,False,lawgiver
alleged,allege,VERB,동사,/əˈlɛdʒ/,report or maintain,,He alleged that he was the victim of a crime,"The investigation would cover charges against Lee, including breach of trust in real estate development projects and alleged involvement 
in the illegal transfer of funds to North Korea.",B2,5.821,False,aver|say
gubernatorial,gubernatorial,ADJ,형용사,,relating to a governor,,gubernatorial election,Candidate lineups for 16 metropolitan mayoral and gubernatorial races have now been finalized with just 30 days to go until voters head to the polls.,B2,5.7696,False,
semifinals,semifinal,NOUN,명사,,one of the two competitions in the next to the last round of an elimination tournament,,,"According to Seoul’s Unification Ministry and the Korea Football Association, North Korea’s Naegohyang women’s football team will take part in the AFC Women’s Champions League semifinals on May 20th.",B2,5.7595,False,semi
widening,widen,VERB,동사,/ˈwaɪdən/,become broader or wider or more extensive,,The road widened,"It started from around 6,598 and climbed steadily, with gains widening to nearly five percent intraday, breaking past 6,780 and even topping 6,930.",B2,5.7496,False,broaden|extend|let out
mayoral,mayoral,ADJ,형용사,,of or relating to a mayor or the office of mayor,,mayoral elections,Candidate lineups for 16 metropolitan mayoral and gubernatorial races have now been finalized with just 30 days to go until voters head to the polls.,B2,5.719,False,
