word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
counterproposal,counterproposal,NOUN,명사,,a proposal offered as an alternative to an earlier proposal,,,"According to the Wall Street Journal, Washington has proposed a framework of up to 20 years, while the New York Times reports that Tehran has put forward a counterproposal with a shorter timeline of around five years.",C2,7.3799,False,
ultrafine,ultrafine,ADJ,형용사,,,,,"As for air quality, ultrafine dust levels are expected to be “good” in most areas...and Jeju Island could see occasional rain through tomorrow morning.",C2,7.0701,False,
earners,earner,NOUN,명사,,someone who earn wages in return for their labor,,,The government plans to begin distributing cash handouts to the bottom 70 percent of income earners starting April 27th.,C1,6.06,False,wage earner
easterly,easterly,ADJ,형용사,,a wind from the east,,,"Meanwhile, along the east coast, where there are easterly winds... and along with some rain on the south coast, it will feel relatively cooler.",C1,6.0501,False,east wind|easter|eastern
handouts,handout,NOUN,명사,/ˈhændaʊt/,an announcement distributed to members of the press in order to supplement or replace an oral presentation,,,The government plans to begin distributing cash handouts to the bottom 70 percent of income earners starting April 27th.,C1,6.0,False,press release|release
mediating,mediate,VERB,동사,/ˈmidi.ət/,act between parties with a view to reconciling differences,,He interceded in the family dispute,"Pakistani officials, who are mediating between the two sides, say they are in contact with both governments and that another round of talks is likely to take place over the weekend.",B2,5.8697,False,arbitrate|in-between|intercede|intermediate|liaise|middle
paved,pave,VERB,동사,/peɪv/,a setting with precious stones so closely set that no metal shows,,,These latest talks come in light of the two-week cease-fire that paved the path for peace talks in Pakistan this past weekend.,B2,5.7905,False,
exporters,exporter,NOUN,명사,,a businessperson who transports goods abroad (for sale),,"India is the leading exporter of guar gum, making up nearly 85 per cent of the global production.","Director General Yang said exporters are trying to reduce their dependence on the Strait of Hormuz, explaining that countries such as Saudi Arabia, the UAE, and Kuwait could face even more economic damage than South Korea if the strait remains closed, as crude oil exports account for a major share of their economies.",B2,5.71,False,
analytic,analytic,ADJ,형용사,,using or subjected to a methodology using algebra and calculus,,analytic statics,"Beyondparallel, an analytic vehicle focused on Korean unification, reported on Monday that a building at Yongbyon, believed to be a new uranium enrichment plant, seems to have been completed.",B2,5.6904,False,analytical|uninflected
supplementary,supplementary,ADJ,형용사,,functioning in a supporting capacity,,the main library and its auxiliary branches,He called for the swift implementation of the roughly 17 billion U.S. dollar supplementary budget to support people's livelihoods.,B2,5.6402,False,auxiliary|subsidiary|supplemental
unification,unification,NOUN,명사,,an occurrence that involves the production of a union,,,"Beyondparallel, an analytic vehicle focused on Korean unification, reported on Monday that a building at Yongbyon, believed to be a new uranium enrichment plant, seems to have been completed.",B2,5.6402,False,conjugation|fusion|jointure|merger|union|uniting
livelihoods,livelihood,NOUN,명사,/ˈlaɪvlɪhʊd/,the financial means whereby one lives,,each child was expected to pay for their keep,He called for the swift implementation of the roughly 17 billion U.S. dollar supplementary budget to support people's livelihoods.,B2,5.58,False,bread and butter|keep|living|support|sustenance
sanctions,sanction,NOUN,명사,,formal and explicit approval,,a Democrat usually gets the union's endorsement,"The report adds that the U.S. is also offering possible sanctions relief in return, marking a shift from its previous demand for a complete halt to enrichment.",B2,5.5702,True,O.K.|approve|authorisation|authority|authorization|countenance|endorsement|imprimatur|indorsement|okay|warrant
enrichment,enrichment,NOUN,명사,,act of making fuller or more meaningful or rewarding,,,"The report adds that the U.S. is also offering possible sanctions relief in return, marking a shift from its previous demand for a complete halt to enrichment.",B2,5.4802,False,
persist,persist,VERB,동사,/pəˈsɪst/,continue to exist,,These stories die hard,"Chairing a Cabinet meeting on Tuesday, Lee warned that high oil prices and disruptions to global energy and raw material supplies are likely to persist.",B2,5.4698,False,die hard|endure|hang in|hang on|hold on|persevere|prevail|remain|run|stay
strait,strait,NOUN,명사,/stɹeɪt/,a narrow channel of the sea joining two larger bodies of water,,The Strait of Gibraltar,The 26 vessels and their 173 crew members remain stranded... in the strait... amid the conflict between the U.S. and Iran.,B2,5.4001,False,pass|sound|straits
daytime,daytime,ADJ,형용사,,the time after sunrise and before sunset while it is light outside,,the dawn turned night into day,"Looking ahead, warm conditions with daytime highs above 25 degrees will continue.",B2,5.3401,False,day|daylight
dependence,dependence,NOUN,명사,/dɪˈpɛndəns/,the state of relying on or being controlled by someone or something else,,He had a deep dependence on her for guidance.,"Director General Yang said exporters are trying to reduce their dependence on the Strait of Hormuz, explaining that countries such as Saudi Arabia, the UAE, and Kuwait could face even more economic damage than South Korea if the strait remains closed, as crude oil exports account for a major share of their economies.",B2,5.3401,False,addiction|dependance|dependency|habituation
stranded,stranded,ADJ,형용사,,leave stranded or isolated with little hope of rescue,,the travellers were marooned,The 26 vessels and their 173 crew members remain stranded... in the strait... amid the conflict between the U.S. and Iran.,B2,5.3002,False,ground|isolated|maroon|marooned|run aground|strand
disruptions,disruption,NOUN,명사,/dɪsˈɹʌpʃən/,an act of delaying or interrupting the continuity,,it was presented without commercial breaks,"Chairing a Cabinet meeting on Tuesday, Lee warned that high oil prices and disruptions to global energy and raw material supplies are likely to persist.",B2,5.2899,False,break|commotion|dislocation|disturbance|flutter|gap|hoo-ha|hoo-hah|hurly burly|interruption|kerfuffle|perturbation|to-do
briefing,briefing,NOUN,명사,/ˈbɹiːfɪŋ/,"detailed instructions, as for a military operation",,The U.S. president was briefed on the military coup and its implications on African stability.,"Speaking at a briefing in Sejong on Tuesday, Yang Ki-wook, director general of the office of Industry, Trade and Resource Security at the Ministry of Trade, Industry and Resources, said Middle Eastern countries want to use Korea's petroleum storage sites.",B2,5.2596,False,brief
noticeable,noticeable,ADJ,형용사,,capable or worthy of being perceived,,noticeable shadows under her eyes,"The construction of the roof, which is a noticeable blue color, indicated that work has been completed.",B2,5.2503,False,detectable|obtrusive
dispatched,dispatch,VERB,동사,/dəˈspætʃ/,an official report (usually sent in haste),,,Seoul's Foreign Ministry has reportedly dispatched a special delegation to Tehran... and details about the vessels have been disclosed to senior Iranian officials.,B2,5.2403,False,communique|despatch|expedition|expeditiousness|send off|shipment
negotiating,negotiating,NOUN,명사,,discuss the terms of an arrangement,,They negotiated the sale of the house,"Also... on the negotiating table... is humanitarian aid... in response to international calls for assistance in the Middle East.
 
3.",B2,5.2197,False,negociate|negotiate|talk terms
negotiations,negotiation,NOUN,명사,/nɪˌɡəʊʃiˈeɪʃən/,a discussion intended to produce an agreement,,the buyout negotiation lasted several days,"According to Reuters on Tuesday, multiple sources say the two sides may resume negotiations in the Pakistani capital, Islamabad, where the initial talks were held.",B2,5.2197,True,dialogue|talks
distributing,distribute,VERB,동사,/dɨˈstɹɪbjuːt/,"administer or bestow, as in small portions",,administer critical remarks to everyone present,The government plans to begin distributing cash handouts to the bottom 70 percent of income earners starting April 27th.,B2,5.2097,False,administer|allot|circulate|deal|deal out|dish out|dispense|dole out|give out|hand out|lot|mete out|parcel out|pass around|pass on
According,accord,VERB,동사,,harmony of people's opinions or actions or characters,,the two parties were in agreement,"According to Reuters on Tuesday, multiple sources say the two sides may resume negotiations in the Pakistani capital, Islamabad, where the initial talks were held.",B2,5.1898,False,accordance|agree|agreement|concord|conformity|consort|fit in|harmonise|harmonize|pact|treaty
breakthrough,breakthrough,NOUN,명사,/ˈbɹeɪkθɹuː/,a productive insight,,,"The U.S. and Iran could return to the negotiating table later this week, after their first round of talks ended over the weekend without a breakthrough.",B2,5.1701,False,discovery|find
imagery,imagery,NOUN,명사,,the ability to form mental images of things or events,,he could still hear her in his imagination,"Satellite imagery from early April showed the completion of various facilities, such as a backup generator, administrative building, and garage, and people currently working on internal construction.",B2,5.1701,False,imagination|imaging|mental imagery
refusal,refusal,NOUN,명사,/ɹɪˈfjuːzl̩/,the act of refusing,,,"In return, Seoul earns rental fees and secures the right of first refusal, allowing the government to purchase the oil first during a supply emergency.
 
4.",B2,5.1701,False,
