word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
reignited,reignite,VERB,동사,,"ignite anew, as of something burning",,The strong winds reignited the cooling embers,"As military tensions reignited across the Middle East, global oil prices shot up sharply.",C1,6.6003,False,
keychains,keychain,NOUN,명사,,,,,"There, the president and first lady joined them in face painting and making keychains.",C1,6.2403,False,
glycogen,glycogen,NOUN,명사,,one form in which body fuel is stored; stored primarily in the liver and broken down into glucose when needed by the body,,,Lee's office says the first couple will also deliver low-carbohydrate snacks to children with glycogen storage disease through the Korea GSD Family Association.,C1,6.2197,False,animal starch
finalized,finalize,VERB,동사,/ˈfaɪnəlaɪz/,make final; put the last touches on; put into final form,,let's finalize the proposal,"According to Senior Blue House Spokesperson Kang Yu-jung on Tuesday, response measures were finalized during an emergency meeting led by Presidential Chief of Staff 
Kang Hoon-sik.",C1,6.1101,False,finalise|nail down|settle
carbohydrate,carbohydrate,NOUN,명사,/kɑːbəʊˈhaɪdɹeɪt/,an essential structural component of living cells and source of energy for animals; includes simple sugars with small molecules as well as macromolecular substances; are classified according to the number of monosaccharide groups they contain,,These microbes are primarily responsible for breaking down cellulose and other carbohydrates into volatile fatty acids (VFAs).,Lee's office says the first couple will also deliver low-carbohydrate snacks to children with glycogen storage disease through the Korea GSD Family Association.,B2,5.8297,False,saccharide|sugar
injuring,injure,VERB,동사,/ˈɪndʒə/,cause injuries or bodily harm to,,,"The UAE says that on Monday local time, an Iranian drone struck the Fujairah oil industrial zone, injuring three workers.",B2,5.7305,False,bruise|hurt|offend|spite|wound
ceasefire,ceasefire,NOUN,명사,,"In warfare, an agreed end to hostilities for a specific purpose. (Typically only temporary).",,The rebels agreed to a ceasefire while the peace talks were underway.,"4.

Iran has attacked the United Arab Emirates for the first time since the ceasefire with the U.S. was reached around a month ago.",B2,5.6799,True,
multicultural,multicultural,ADJ,형용사,/ˌmʌltiˈkʌltʃəɹəl/,of or relating to or including several cultures,,a multicultural event,"Around 2-hundred children and their guardians were invited, including those from struggling rural areas, multicultural families, and those living with rare diseases.",B2,5.6108,False,
ozone,ozone,NOUN,명사,,a colorless gas (O3) soluble in alkalis and cold water; a strong oxidizing agent; can be produced by electric discharge in oxygen or by the action of ultraviolet radiation on oxygen in the stratosphere (where it acts as a screen for ultraviolet radiation),,,"However, UV levels will be very high nationwide, and ozone concentrations are also expected to rise.",B2,5.58,False,
reopen,reopen,VERB,동사,,open again or anew,,They reopened the theater,"3.
U.S. President Donald Trump accused Iran of firing on a South Korean cargo ship and other targets, and he suggested it may be time for Seoul to join efforts to reopen the Strait of Hormuz.",B2,5.58,False,
tanker,tanker,NOUN,명사,,a cargo ship designed to carry crude oil in bulk,,,This follows a drone strike on a UAE oil tanker the previous day.,B2,5.5607,False,oil tanker|oiler|tank driver|tank ship
urgently,urgently,ADV,부사,,with great urgency,,health care reform is needed urgently,"The Korean government is urgently deploying maritime and forensic experts to the Middle East
which is to investigate an explosion aboard a Korean cargo ship in the Strait of Hormuz.",B2,5.52,False,desperately
destroyers,destroyer,NOUN,명사,,a small fast lightly armored but heavily armed warship,,,"Washington said it destroyed seven Iranian boats on the first day of the operation, while rejecting Tehran's claims that it had fired warning shots at U.S. destroyers.",B2,5.5003,False,guided missile destroyer|ruiner|undoer|uprooter|waster
