word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
unseasonable,unseasonable,ADJ,형용사,,not in keeping with (and usually undesirable for) the season,,a sudden unseasonable blizzard,"Moving to weather forecast,
The unseasonable heat will continue tomorrow.",C2,7.0701,False,ill-timed|untimely|wrong
muggy,muggy,NOUN,명사,/ˈmʌɡi/,hot or warm and humid,,muggy weather,"Still, the air remains fairly dry so that it won’t feel as muggy as typical summer weather.",C1,6.4698,False,steamy|sticky
skyrocketed,skyrocket,VERB,동사,,"propels bright light high in the sky, or used to propel a lifesaving line or harpoon",,prices skyrocketed,"The record performance was led by the semiconductor sector, which skyrocketed 173.3 percent on-year to 31.91 billion dollars.",C1,6.2097,False,rocket
outbound,outbound,NOUN,명사,,that is going out or leaving,,the departing train,"According to the Ministry of Science and ICT on Thursday, outbound shipments of ICT products reached 42.71 billion U.S. dollars in April.",C1,6.0,False,outward|outward-bound
Curated,curate,VERB,동사,/-ɹɪt/,a person authorized to conduct religious worship,,clergymen are usually called ministers in Protestant churches,"Curated by Coldplay frontman Chris Martin and advocacy organization Global Citizen, the halftime show aims to support the FIFA Global Citizen Education Fund in expanding access to education and sports opportunities for children around the world.",B2,5.9706,False,minister|minister of religion|parson|pastor|rector
modernize,modernize,VERB,동사,/ˈmɒdənaɪz/,"make repairs, renovations, revisions or adjustments to",,You should overhaul your car engine,"Launched in 1970, the movement sought to modernize rural parts of the country.",B2,5.9706,False,develop|modernise|overhaul
Coldplay,coldplay,NOUN,명사,,,,,"Curated by Coldplay frontman Chris Martin and advocacy organization Global Citizen, the halftime show aims to support the FIFA Global Citizen Education Fund in expanding access to education and sports opportunities for children around the world.",B2,5.9508,False,
geopolitical,geopolitical,ADJ,형용사,,of or relating to geopolitics,,,"The two leaders are expected to continue discussions on trade and business ties, as well as major geopolitical issues, including the war in Iran, and Washington’s relationship with Taiwan.",B2,5.8508,True,
frontman,frontman,NOUN,명사,/ˈfɹʌnt.mæn/,"A person acting as the public face of an organization; often when lacking actual authority, or representing a covert group.",,,"Curated by Coldplay frontman Chris Martin and advocacy organization Global Citizen, the halftime show aims to support the FIFA Global Citizen Education Fund in expanding access to education and sports opportunities for children around the world.",B2,5.8297,False,
projectile,projectile,NOUN,명사,/pɹə(ʊ)ˈdʒɛktɪl/,a weapon that is forcibly thrown or projected at a targets but is not self-propelled,,,"Meanwhile... another group of experts here in Korea is currently... investigating debris recovered from the projectile that hit the container ship.

3.",B2,5.7399,False,missile|rocket
handshake,handshake,NOUN,명사,,grasping and shaking a person's hand (as to acknowledge an introduction or to agree on a contract),,,"They exchanged a handshake,... with Trump briefly patting Xi on the arm before walking together past an honor guard and cheering children.",B2,5.6402,False,handclasp|handshaking|shake
oversees,oversee,VERB,동사,/əʊvə(ɹ)siː/,watch and direct,,Who is overseeing this project?,The call came on this Thursday during his visit to the Korea Saemaul Undong Center... a non-profit organization... that oversees... development projects both at home and abroad.,B2,5.4895,False,manage|superintend|supervise
semiconductor,semiconductor,NOUN,명사,,a substance as germanium or silicon whose electrical conductivity is intermediate between that of a metal and an insulator; its conductivity increases with temperature and in the presence of impurities,,,"The record performance was led by the semiconductor sector, which skyrocketed 173.3 percent on-year to 31.91 billion dollars.",B2,5.4698,False,semiconducting material|semiconductor device|semiconductor unit
asserting,assert,VERB,동사,/əˈsɜːt/,state categorically,,,"2.
Foreign Minister Cho Hyun has condemned attacks on civilian vessels including the South Korean-operated HMM Namu... asserting that such assaults cannot be justified nor tolerated.",B2,5.3799,False,affirm|asseverate|aver|avow|insist|maintain|put forward|swan|swear|verify
halftime,halftime,NOUN,명사,,an intermission between the first and second half of a game,,,"BTS is set to perform at the 2026 FIFA World Cup final halftime show, alongside global pop stars Madonna and Shakira.",B2,5.3696,False,
daytime,daytime,ADJ,형용사,/ˈdeɪtaɪm/,the time after sunrise and before sunset while it is light outside,,the dawn turned night into day,"Especially in the western regions, daytime highs will reach near 30 degrees.",B2,5.3401,False,day|daylight
remarks,remark,NOUN,명사,/ɹɪˈmɑːk/,a statement that expresses a personal opinion or belief or adds information,,from time to time she contributed a personal comment on his account,"Before their closed-door summit, both leaders made opening remarks.",B2,5.3401,False,comment|input|mention|note|notice|observe|point out
counterpart,counterpart,NOUN,명사,/ˈkaʊntəˌpɑːt/,a person or thing having the same function or characteristics as another,,Those brass knobs and their hollow counterparts interlock perfectly,"Xi expressed a wish for China and the U.S. to be ""partners not rivals,"" while Trump followed by calling his counterpart a ""great leader.",B2,5.3002,False,opposite number|similitude|twin|vis-a-vis
delegates,delegate,NOUN,명사,,a person appointed or elected to represent others,,,"The two sides held expanded talks with senior delegates from both countries,... while Xi also met with U.S. business leaders accompanying Trump's delegation.",B2,5.3002,False,assign|depute|designate
bilateral,bilateral,ADJ,형용사,/baɪˈlætəɹəl/,having identical parts on each side of an axis,,,"""

The bilateral talks between the two leaders lasted about two hours, which is double the duration originally scheduled.",B2,5.2798,True,bilaterally symmetric|bilaterally symmetrical|isobilateral|two-sided
