word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
policymaking,policymake,VERB,동사,,,,,"Kim Yo-jong was also reinstated as an alternate member of the Politburo, the Party's highest policymaking body, after having been demoted to an ordinary Central Committee member five years ago.",C2,8.0,False,
proceed,procee,VERB,동사,,,,,"2. South Korean Ambassador to the United States Kang Kyung-wha says Seoul will actively work with Washington to ensure trade discussions proceed in a ""friendly atmosphere.""",C2,8.0,False,
sublicense,sublicense,VERB,동사,,,,,"However, negotiations to sublicense coverage to other Korean broadcasters ultimately collapsed, reportedly due to the high costs.",C2,7.6308,False,
hynix,hynix,NOUN,명사,,,,,"On Tuesday, Samsung Electronics and SK hynix closed above the 200,000 won and 1 million won marks, respectively, pushing up the index.",C2,7.1302,False,
JTBC,jtbc,NOUN,명사,,,,,JTBC secured broadcast rights for the Olympics from 2026 through 2032 from the International Olympic Committee in 2019.,C1,6.9393,False,
sunnier,sunnier,NOUN,명사,,bright and pleasant; promoting a feeling of cheer,,a cheery hello,"By the afternoon, Seoul gets up to 15 degrees under sunnier skies, but southern regions will be cloudy with Busan and Jeju topping out at 14 degrees with decent air quality nationwide.",C1,6.8013,False,cheery|gay|sunny
lawmaking,lawmaking,NOUN,명사,,the act of making or enacting laws,,,"Speaking at a Cabinet meeting this morning, Lee said he sees it difficult to actively deal with changes in the global order with lawmaking ""at current speed.""",C1,6.7399,False,legislating|legislation
demoted,demote,VERB,동사,,assign to a lower position; reduce in rank,,She was demoted because she always speaks up,"Kim Yo-jong was also reinstated as an alternate member of the Politburo, the Party's highest policymaking body, after having been demoted to an ordinary Central Committee member five years ago.",C1,6.71,False,break|bump|kick downstairs|relegate
bourse,bourse,NOUN,명사,/bɔːs/,the stock exchange in Paris,,,"6. Lastly to local bourse, South Korean stocks closed higher from the day before.",C1,6.52,False,Bourse
data,datum,NOUN,명사,,an item of factual information derived from measurement or research,,,Recent data show that the government's efforts to tackle the heated real estate market seem to be working.,C1,6.4802,False,data point
congratulations,congratulation,NOUN,명사,/kənˌɡɹætjʊˈleɪʃ(ə)n/,the act of acknowledging that someone has an occasion for celebration,,,President Lee Jae Myung... for his online post of congratulations on her party's recent victory in the Lower House snap election.,C1,6.27,False,felicitation
penalize,penalize,VERB,동사,,impose a penalty on; inflict punishment on,,The students were penalized for showing up late for class,"The ruling party then introduced revisions to the Commercial Act, along with three judicial reform bills that would expand the Supreme Court, establish a new appeals system, and penalize officials accused of distorting legal rulings.",C1,6.2596,False,penalise|punish
reassess,reassess,VERB,동사,,revise or renew one's assessment,,,"The ruling has created uncertainty worldwide, as governments reassess the status of trade deals negotiated in response to those tariffs.",C1,6.2,False,reevaluate
reaffirmed,reaffirm,VERB,동사,,affirm once again,,He reaffirmed his faith in the church,"To continue this momentum, Lee and Lula reaffirmed the importance of striking a trade agreement between South Korea and the Mercosur bloc of South American countries.",C1,6.1701,False,
plummeted,plummet,VERB,동사,,the metal bob of a plumb line,,,"According to the Bank of Korea, the Housing Price Outlook Consumer Sentiment Index plummeted to 108 in February.",C1,6.15,False,plumb|plumb bob|plump
centimeters,centimeter,NOUN,명사,,a metric unit of length equal to one hundredth of a meter,,,"Western parts of Gyeongsang-do could get up to 10 centimeters of snow, with a chance of a heavy snow advisory being issued.",C1,6.1101,False,centimetre|cm
filibuster,filibuster,NOUN,명사,,a legislator who gives long speeches in an effort to delay or obstruct legislation that he (or she) opposes,,,"5. South Korea’s National Assembly is heading into what could be its longest plenary session, after an opposition-led filibuster was triggered by a series of controversial bills backed by the ruling party.",C1,6.1101,False,filibusterer
finalized,finalize,VERB,동사,/ˈfaɪnəlaɪz/,make final; put the last touches on; put into final form,,let's finalize the proposal,4. South Korea has finalized its medical school quota increase after a prolonged dispute since 2024.,C1,6.1101,False,finalise|nail down|settle
fluctuations,fluctuation,NOUN,명사,/flʌktʃuːˈeɪʃən/,a wave motion,,the fluctuations of the sea,"He said inflation will likely remain stable near the bank's 2 percent target; however, he pointed to international oil prices, exchange rate fluctuations, and stock market volatility as key risks.",C1,6.1101,True,variation|wavering
laborers,laborer,NOUN,명사,,someone who works with their hands; someone engaged in manual labor,,,"Both leaders rose from humble beginnings, having worked as child laborers.",C1,6.1101,False,jack|labourer|manual laborer
sharpest,sharpest,ADV,부사,,(of something seen or heard) clearly defined,,a sharp photographic image,It reverses the months-long climb — from 119 in November and 121 in December — and marks the sharpest psychological cooling the nation has seen in years.,C1,6.0899,False,acuate|acute|astute|crisp|discriminating|incisive|keen|knifelike|needlelike|penetrating|penetrative|piercing|sharp|sharp-worded|shrewd
dryness,dryness,NOUN,명사,,the condition of not containing or being covered by a liquid (especially water),,,"Moving to weather forecast, After a prolonged stretch of very dry weather, rain and snow are finally arriving nationwide today, helping to ease the dryness.",C1,6.0701,False,dispassion|dispassionateness|sobriety|waterlessness|xerotes
spotty,spotty,ADJ,형용사,,having spots or patches (small areas of contrasting color or texture),,a field patched with ice and snow,But the capital area will see spotty rain.,C1,6.06,False,patched|scratchy|spotted|uneven
hoon,hoon,NOUN,명사,,,,,This is Park Kee hoon,C1,6.0101,False,
normalize,normalize,VERB,동사,,become normal or return to its normal state,,Let us hope that relations with this country will normalize soon,"The cooling follows after the government tried to, quote, ""normalize"" the real estate market.",C1,6.0,False,anneal|normalise|renormalise|renormalize|temper
lawmakers,lawmaker,NOUN,명사,,a maker of laws; someone who gives a code of laws,,,"During Tuesday's session, lawmakers first voted to approve the arrest of former Democratic Party lawmaker Kang Sun-woo, who is accused of accepting illegal campaign donations.",B2,5.9318,False,lawgiver
distorting,distort,VERB,동사,,make false by mutilation or addition; as of a message or story,,,"The ruling party then introduced revisions to the Commercial Act, along with three judicial reform bills that would expand the Supreme Court, establish a new appeals system, and penalize officials accused of distorting legal rulings.",B2,5.9208,False,color|colour|contort|deform|falsify|garble|strain|tinge|twine|twist|warp|wring
importers,importer,NOUN,명사,,someone whose business involves importing goods from outside (especially from a foreign country),,India is the world's biggest importer of gold.,"Just hours before the imposition of 15 percent tariff, U.S. Customs and Border Protection issued guidance to importers confirming the initial 10 percent rate applies for now.",B2,5.9208,False,
obstructing,obstruct,VERB,동사,/əbˈstɹʌkt/,hinder or prevent the progress or accomplishment of,,His brother blocked him at every turn,President Vladimir Putin accused Ukraine of obstructing peace negotiations and warned there would be consequences for any nuclear strike against Russia.,B2,5.9101,False,block|blockade|close up|embarrass|hinder|impede|jam|obturate|occlude|stymie|stymy
reinstated,reinstate,VERB,동사,,restore to the previous state or rank,,,"Kim Yo-jong was also reinstated as an alternate member of the Politburo, the Party's highest policymaking body, after having been demoted to an ordinary Central Committee member five years ago.",B2,5.9101,False,reestablish|restore
