word,lemma,pos,pos_ko,phonetic,definition_en,translation_ko,example_en,context_sentence,cefr_level,frequency_score,is_b2_plus,derivatives
unprecedentedly,unprecedentedly,ADV,부사,,in an unprecedented manner,,,"Earlier on Wednesday, Foreign Minister Cho Hyun told the National Assembly Foreign Affairs and Unification Committee that the tanker set sail on Tuesday, carrying roughly two million barrels of crude oil.

#5
Chinese President Xi Jinping and Russian President Vladimir Putin said the two countries' relations have reached an ""unprecedentedly high level"" at a joint press conference following the summit in Beijing.",C2,7.0501,False,
flotilla,flotilla,NOUN,명사,/floʊˈtɪlə/,a United States Navy fleet consisting of two or more squadrons of small warships,,,"#3
President Lee Jae Myung was highly critical of a humanitarian aid flotilla carrying two South Korean activists recently being seized by Israeli forces on its way to the Gaza Strip.",C1,6.1302,False,
hoon,hoon,NOUN,명사,,A worthless person; a hooligan or lout.,,,"Labor Minister Kim Young-hoon stepped in to continue mediation, highlighting the government's growing concern over the potential economic impact of a full-scale strike.",C1,6.0101,False,
Presiding,preside,VERB,동사,,act as president,,preside over companies and corporations,"Presiding over a Cabinet meeting on Wednesday, he asked what legal grounds Israel has for intercepting the ship in waters near Gaza.",C1,6.0101,False,
unilaterally,unilaterally,ADV,부사,,in a unilateral manner; by means of one part or party,,they worked out an agreement unilaterally,"In their joint declaration, Moscow and Beijing warned against what they called the return of the ""law of the jungle,"" criticizing ""some countries"" attempts to manage the world unilaterally and impose their interests on the entire world.",B2,5.8794,False,one-sidedly
millimeters,millimeter,NOUN,명사,,a metric unit of length equal to one thousandth of a meter,,,"Through tomorrow, mountainous areas of Jejudo Island could see more than 120 millimeters of rain, while the southern coast may receive over 80.",B2,5.8697,False,millimetre|mm
insurrection,insurrection,NOUN,명사,/ˌɪnsəˈɹɛkʃən/,organized opposition to authority; a conflict in which one faction tries to wrest control from another,,,"The ruling Democratic Party said the nationwide elections will serve as the first major political test since the launch of the Lee Jae Myung administration, as the party plans to campaign on themes of ""judging the insurrection"" and reviving the people's livelihoods.",B2,5.8297,False,rebellion|revolt|rising|uprising
waterway,waterway,NOUN,명사,,a navigable body of water,,,"#4
A Korean oil tanker has passed through the Strait of Hormuz and is continuing its voyage, after Seoul called on Tehran to ensure safe passage through the strategic waterway.",B2,5.821,False,watercourse
mountainous,mountainous,ADJ,형용사,,having hills and crags,,hilly terrain,"Through tomorrow, mountainous areas of Jejudo Island could see more than 120 millimeters of rain, while the southern coast may receive over 80.",B2,5.6198,False,cragged|craggy|hilly
livelihoods,livelihood,NOUN,명사,/ˈlaɪvlɪhʊd/,the financial means whereby one lives,,each child was expected to pay for their keep,"The ruling Democratic Party said the nationwide elections will serve as the first major political test since the launch of the Lee Jae Myung administration, as the party plans to campaign on themes of ""judging the insurrection"" and reviving the people's livelihoods.",B2,5.58,False,bread and butter|keep|living|support|sustenance
tanker,tanker,NOUN,명사,,a cargo ship designed to carry crude oil in bulk,,,"#4
A Korean oil tanker has passed through the Strait of Hormuz and is continuing its voyage, after Seoul called on Tehran to ensure safe passage through the strategic waterway.",B2,5.5607,False,oil tanker|oiler|tank driver|tank ship
envoy,envoy,NOUN,명사,/ˈɛn.vɔɪ/,a diplomat having less authority than an ambassador,,,"Seoul has continued requesting the safety and free navigation of all vessels, including Korean ships, through four phone calls between Foreign Ministers, the dispatch of a special envoy to Tehran, and diplomatic channels involving both countries’ foreign ministries and embassies.",B2,5.52,False,emissary|envoi|envoy extraordinary|minister plenipotentiary
mediation,mediation,NOUN,명사,/midiˈeɪʃən/,a negotiation to resolve differences that is conducted by some impartial party,,,"Labor Minister Kim Young-hoon stepped in to continue mediation, highlighting the government's growing concern over the potential economic impact of a full-scale strike.",B2,5.4895,True,intermediation
intercepting,intercept,VERB,동사,,the point at which a line intersects a coordinate axis,,The fighter plane was ordered to intercept an aircraft that had entered the country's airspace,"Presiding over a Cabinet meeting on Wednesday, he asked what legal grounds Israel has for intercepting the ship in waters near Gaza.",B2,5.4295,False,bug|stop|tap|wiretap
campaigning,campaigning,NOUN,명사,,the campaign of a candidate to be elected,,She campaigned for better social security.,"""

#2
With one day left till official campaigning begins for the June 3rd local and parliamentary by-elections, both ruling and main opposition parties moved into full campaign mode.",B2,5.3799,False,agitate|campaign|candidacy|candidature|crusade|electioneering|fight|political campaign|press|push|run|take the field
criticized,criticize,VERB,동사,/ˈkɹɪtɪsaɪz/,find fault with; express criticism of; point out real or perceived flaws,,The paper criticized the new movie,"The president criticized, saying that basic international norms were not kept.",B2,5.3696,False,criticise|knock|pick apart
reviving,revive,VERB,동사,/ɹɪˈvaɪv/,cause to regain consciousness,,The doctors revived the comatose man,"The ruling Democratic Party said the nationwide elections will serve as the first major political test since the launch of the Lee Jae Myung administration, as the party plans to campaign on themes of ""judging the insurrection"" and reviving the people's livelihoods.",B2,5.3197,False,animate|come to|quicken|reanimate|recreate|renovate|repair|resurrect|resuscitate|revivify|vivify
stranded,strand,VERB,동사,/stɹænd/,a pattern forming a unity within a larger structural whole,,he tried to pick up the strands of his former life,"The vessel's known to be the HMM-operated tanker ""Universal Winner,"" which had earlier been stranded near Qatar.",B2,5.3197,False,chain|fibril|filament|string
dispatch,dispatch,NOUN,명사,/dəˈspætʃ/,an official report (usually sent in haste),,,"Seoul has continued requesting the safety and free navigation of all vessels, including Korean ships, through four phone calls between Foreign Ministers, the dispatch of a special envoy to Tehran, and diplomatic channels involving both countries’ foreign ministries and embassies.",B2,5.2403,False,communique|despatch|expedition|expeditiousness|send off|shipment
negotiations,negotiation,NOUN,명사,/nɪˌɡəʊʃiˈeɪʃən/,a discussion intended to produce an agreement,,the buyout negotiation lasted several days,"Samsung Electronics and its labor union have resumed negotiations this afternoon, starting from around 4 PM.",B2,5.2197,True,dialogue|talks
seized,seize,VERB,동사,/siːz/,take hold of; grab,,The sales clerk quickly seized the money on the counter,"#3
President Lee Jae Myung was highly critical of a humanitarian aid flotilla carrying two South Korean activists recently being seized by Israeli forces on its way to the Gaza Strip.",B2,5.2,False,appropriate|arrogate|assume|attach|capture|clutch|confiscate|conquer|impound|prehend|sequester|take over|usurp
persuade,persuade,VERB,동사,/pəˈsweɪd/,win approval or support for,,Carry all before one,His main goal is to persuade both sides to compromise by presenting a range of alternatives on key disputed issues.,B2,5.1798,False,carry|sway
breakthrough,breakthrough,NOUN,명사,/ˈbɹeɪkθɹuː/,a productive insight,,,"And We start with the top headlines at this hour
#1
With just one day remaining before a potential strike at Samsung Electronics, the management and union are continuing talks in search of a breakthrough.",B2,5.1701,False,discovery|find
dominate,dominate,VERB,동사,/ˈdɒməˌneɪt/,"be larger in number, quantity, power, status or importance",,Money reigns supreme here,"The main opposition People Power Party argued that another victory for the DP would allow the government and the ruling party to dominate not only the executive and legislative branches, but also local governments.",B2,5.1302,False,command|eclipse|master|overlook|overshadow|overtop|predominate|prevail|reign|rule
voyage,voyage,NOUN,명사,/ˈvɔɪ.ɪdʒ/,an act of traveling by water,,,"#4
A Korean oil tanker has passed through the Strait of Hormuz and is continuing its voyage, after Seoul called on Tehran to ensure safe passage through the strategic waterway.",B2,5.1101,False,navigate|ocean trip|sail
humanitarian,humanitarian,ADJ,형용사,/hjʊˌmæ.nɪˈtɛː.ɹɪ.ən/,someone devoted to the promotion of human welfare and to social reforms,,,"#3
President Lee Jae Myung was highly critical of a humanitarian aid flotilla carrying two South Korean activists recently being seized by Israeli forces on its way to the Gaza Strip.",B2,5.0899,True,do-gooder|human-centered|human-centred|humanist|humanistic|improver
impose,impose,VERB,동사,/ɪmˈpəʊz/,compel to behave in a certain way,,Social relations impose courtesy,"In their joint declaration, Moscow and Beijing warned against what they called the return of the ""law of the jungle,"" criticizing ""some countries"" attempts to manage the world unilaterally and impose their interests on the entire world.",B2,5.0799,False,bring down|enforce|inflict|levy|visit
norms,norm,NOUN,명사,/nɔːm/,a standard or model or pattern regarded as typical,,the current middle-class norm of two children per family,"The president criticized, saying that basic international norms were not kept.",B2,5.0701,False,average
enforce,enforce,VERB,동사,/ɪnˈfɔːs/,ensure observance of laws and rules,,Apply the rules to everyone,"Mentioning a European move to enforce an ICC arrest warrant against Israeli Prime Minister Benjamin Netanyahu, President Lee said South Korea should also make its own decision.",B2,5.04,False,apply|implement|impose
polar,polar,ADJ,형용사,/ˈpəʊ̯lə(ɹ)/,having a pair of equal and opposite charges,,,"The two leaders also signed a series of agreements covering trade, technology, and strategic cooperation, including a declaration calling for a more multi-polar world order.",B2,5.04,False,arctic|diametric|diametrical|frigid|gelid|glacial|icy|opposite
